ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: _dtb_legacy_normalized_sku,Meta: _dtb_catalog_family,Meta: _dtb_source_url
,variation,MH,,"Columbia Matrix Flat Box Handle - 40""-60""",1,0,visible,,<p>Columbia Matrix Flat Box Handle - 40&quot;-60&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Matrix Flat Box Handle</p><p><strong>Configuration:</strong> 40&quot;-60&quot;</p><p><strong>Official SKU / MPN:</strong> MH</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,409.00,,,,,,,COL-MATRIX-FLAT-BOX-HANDLE,,,,,,2,Columbia Tools,Handle Length,"40""-60""",1,0,,"MH, Columbia Matrix Flat Box Handle - 40""-60"", Columbia Tools","Columbia Matrix Flat Box Handle - 40""-60""","Shop Columbia Matrix Flat Box Handle - 40""-60"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Matrix Flat Box Handle - 40""-60""","Columbia Tools, drywall tools, MH",Columbia Tools,MH,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-MATRIX-FLAT-BOX-HANDLE,Handle Length,"40""-60""","40""-60""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,17,official-brand-catalog-shopames-price-validated,MH,MH,Columbia Matrix Flat Box Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,MHL,,"Columbia Matrix Flat Box Handle - 56""-76""",1,0,visible,,<p>Columbia Matrix Flat Box Handle - 56&quot;-76&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Matrix Flat Box Handle</p><p><strong>Configuration:</strong> 56&quot;-76&quot;</p><p><strong>Official SKU / MPN:</strong> MHL</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,495.00,,,,,,,COL-MATRIX-FLAT-BOX-HANDLE,,,,,,3,Columbia Tools,Handle Length,"56""-76""",1,0,,"MHL, Columbia Matrix Flat Box Handle - 56""-76"", Columbia Tools","Columbia Matrix Flat Box Handle - 56""-76""","Shop Columbia Matrix Flat Box Handle - 56""-76"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Matrix Flat Box Handle - 56""-76""","Columbia Tools, drywall tools, MHL",Columbia Tools,MHL,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-MATRIX-FLAT-BOX-HANDLE,Handle Length,"56""-76""","56""-76""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,17,official-brand-catalog-shopames-price-validated,MHL,MHL,Columbia Matrix Flat Box Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variable,COL-THROTTLE-CORNER-FLUSHER-BOX,,Columbia Throttle Corner Flusher Box,1,0,visible,Columbia Throttle Corner Flusher Box — catalog-normalized Columbia Tools product.,<p>Columbia Throttle Corner Flusher Box is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Throttle Corner Flusher Box</p><p><strong>Official SKU / MPN:</strong> DTB-COL-THROTTLE-CORNER-FLUSHER-BOX</p><p><em>Source reference: 10</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Throttle Boxes,"Columbia,Drywall Finishing Tools",,,,,,,,,,,13,Columbia Tools,Size,"7"", 8""",1,0,"7""","DTB-COL-THROTTLE-CORNER-FLUSHER-BOX, Columbia Throttle Corner Flusher Box, Columbia Tools",Columbia Throttle Corner Flusher Box,"Shop Columbia Throttle Corner Flusher Box, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Throttle Corner Flusher Box,"Columbia Tools, drywall tools, DTB-COL-THROTTLE-CORNER-FLUSHER-BOX",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,throttle-boxes,throttle-boxes,0,,,,,7CFB,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,10,official-brand-catalog-validated,,,Columbia Throttle Corner Flusher Box,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,7CFB,,"Columbia Throttle Corner Flusher Box - 7""",1,0,visible,,<p>Columbia Throttle Corner Flusher Box - 7&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Throttle Corner Flusher Box</p><p><strong>Configuration:</strong> 7&quot;</p><p><strong>Official SKU / MPN:</strong> 7CFB</p><p><em>Source reference: 10</em></p>,,,taxable,,1,,,0,0,,,,,0,,,299.00,,,,,,,COL-THROTTLE-CORNER-FLUSHER-BOX,,,,,,1,Columbia Tools,Size,"7""",1,0,,"7CFB, Columbia Throttle Corner Flusher Box - 7"", Columbia Tools","Columbia Throttle Corner Flusher Box - 7""","Shop Columbia Throttle Corner Flusher Box - 7"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Throttle Corner Flusher Box - 7""","Columbia Tools, drywall tools, 7CFB",Columbia Tools,7CFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-THROTTLE-CORNER-FLUSHER-BOX,Size,"7""","7""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,10,official-brand-catalog-shopames-price-validated,7CFB,7CFB,Columbia Throttle Corner Flusher Box,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,8CFB,,"Columbia Throttle Corner Flusher Box - 8""",1,0,visible,,<p>Columbia Throttle Corner Flusher Box - 8&quot; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Throttle Corner Flusher Box</p><p><strong>Configuration:</strong> 8&quot;</p><p><strong>Official SKU / MPN:</strong> 8CFB</p><p><em>Source reference: 10</em></p>,,,taxable,,1,,,0,0,,,,,0,,,311.00,,,,,,,COL-THROTTLE-CORNER-FLUSHER-BOX,,,,,,2,Columbia Tools,Size,"8""",1,0,,"8CFB, Columbia Throttle Corner Flusher Box - 8"", Columbia Tools","Columbia Throttle Corner Flusher Box - 8""","Shop Columbia Throttle Corner Flusher Box - 8"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","Columbia Throttle Corner Flusher Box - 8""","Columbia Tools, drywall tools, 8CFB",Columbia Tools,8CFB,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-THROTTLE-CORNER-FLUSHER-BOX,Size,"8""","8""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,10,official-brand-catalog-shopames-price-validated,8CFB,8CFB,Columbia Throttle Corner Flusher Box,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variable,COL-HOT-MUD-PUMP,,Columbia Hot Mud Pump,1,0,visible,Columbia Hot Mud Pump — catalog-normalized Columbia Tools product.,<p>Columbia Hot Mud Pump is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Hot Mud Pump</p><p><strong>Official SKU / MPN:</strong> DTB-COL-HOT-MUD-PUMP</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Pumps & Adapters,"Columbia,Drywall Finishing Tools",,,,,,,,,,,14,Columbia Tools,Model,"Standard, Tall Boy, CDN",1,0,Standard,"DTB-COL-HOT-MUD-PUMP, Columbia Hot Mud Pump, Columbia Tools",Columbia Hot Mud Pump,"Shop Columbia Hot Mud Pump, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Hot Mud Pump,"Columbia Tools, drywall tools, DTB-COL-HOT-MUD-PUMP",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,HMP,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-validated,,,Columbia Hot Mud Pump,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,HMP,,Columbia Hot Mud Pump - Standard,1,0,visible,,<p>Columbia Hot Mud Pump - Standard is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Hot Mud Pump</p><p><strong>Configuration:</strong> Standard</p><p><strong>Official SKU / MPN:</strong> HMP</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,363.00,,,,,,,COL-HOT-MUD-PUMP,,,,,,1,Columbia Tools,Model,Standard,1,0,,"HMP, Columbia Hot Mud Pump - Standard, Columbia Tools",Columbia Hot Mud Pump - Standard,"Shop Columbia Hot Mud Pump - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Hot Mud Pump - Standard,"Columbia Tools, drywall tools, HMP",Columbia Tools,HMP,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-HOT-MUD-PUMP,Model,Standard,Standard,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,HMP,HMP,Columbia Hot Mud Pump,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,TBMP,,Columbia Hot Mud Pump - Tall Boy,1,0,visible,,<p>Columbia Hot Mud Pump - Tall Boy is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Hot Mud Pump</p><p><strong>Configuration:</strong> Tall Boy</p><p><strong>Official SKU / MPN:</strong> TBMP</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,473.00,,,,,,,COL-HOT-MUD-PUMP,,,,,,2,Columbia Tools,Model,Tall Boy,1,0,,"TBMP, Columbia Hot Mud Pump - Tall Boy, Columbia Tools",Columbia Hot Mud Pump - Tall Boy,"Shop Columbia Hot Mud Pump - Tall Boy, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Hot Mud Pump - Tall Boy,"Columbia Tools, drywall tools, TBMP",Columbia Tools,TBMP,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-HOT-MUD-PUMP,Model,Tall Boy,Tall Boy,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,TBMP,TBMP,Columbia Hot Mud Pump,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,HMP-C,,Columbia Hot Mud Pump - CDN,0,0,hidden,,<p>Columbia Hot Mud Pump - CDN is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Hot Mud Pump</p><p><strong>Configuration:</strong> CDN</p><p><strong>Official SKU / MPN:</strong> HMP-C</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,COL-HOT-MUD-PUMP,,,,,,3,Columbia Tools,Model,CDN,1,0,,"HMP-C, Columbia Hot Mud Pump - CDN, Columbia Tools",Columbia Hot Mud Pump - CDN,"Shop Columbia Hot Mud Pump - CDN, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",Columbia Hot Mud Pump - CDN,"Columbia Tools, drywall tools, HMP-C",Columbia Tools,HMP-C,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-HOT-MUD-PUMP,Model,CDN,CDN,,3,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-validated,HMP-C,HMPC,Columbia Hot Mud Pump,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variable,COL-BOX-FILLER,,Columbia Box Filler,1,0,visible,Columbia Box Filler — catalog-normalized Columbia Tools product.,<p>Columbia Box Filler is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Box Filler</p><p><strong>Official SKU / MPN:</strong> DTB-COL-BOX-FILLER</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Pumps & Adapters,"Columbia,Drywall Finishing Tools",,,,,,,,,,,15,Columbia Tools,Model,"Standard, Tall Boy",1,0,Standard,"DTB-COL-BOX-FILLER, Columbia Box Filler, Columbia Tools",Columbia Box Filler,"Shop Columbia Box Filler, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler,"Columbia Tools, drywall tools, DTB-COL-BOX-FILLER",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,BF,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-validated,,,Columbia Box Filler,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,BF,,Columbia Box Filler - Standard,1,0,visible,,<p>Columbia Box Filler - Standard is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Box Filler</p><p><strong>Configuration:</strong> Standard</p><p><strong>Official SKU / MPN:</strong> BF</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,52.00,,,,,,,COL-BOX-FILLER,,,,,,1,Columbia Tools,Model,Standard,1,0,,"BF, Columbia Box Filler - Standard, Columbia Tools",Columbia Box Filler - Standard,"Shop Columbia Box Filler - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler - Standard,"Columbia Tools, drywall tools, BF",Columbia Tools,BF,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BOX-FILLER,Model,Standard,Standard,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,BF,BF,Columbia Box Filler,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,TBBF,,Columbia Box Filler - Tall Boy,1,0,visible,,<p>Columbia Box Filler - Tall Boy is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Box Filler</p><p><strong>Configuration:</strong> Tall Boy</p><p><strong>Official SKU / MPN:</strong> TBBF</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,52.00,,,,,,,COL-BOX-FILLER,,,,,,2,Columbia Tools,Model,Tall Boy,1,0,,"TBBF, Columbia Box Filler - Tall Boy, Columbia Tools",Columbia Box Filler - Tall Boy,"Shop Columbia Box Filler - Tall Boy, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Box Filler - Tall Boy,"Columbia Tools, drywall tools, TBBF",Columbia Tools,TBBF,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-BOX-FILLER,Model,Tall Boy,Tall Boy,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,TBBF,TBBF,Columbia Box Filler,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variable,COL-GOOSENECK,,Columbia Gooseneck,1,0,visible,Columbia Gooseneck — catalog-normalized Columbia Tools product.,<p>Columbia Gooseneck is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Gooseneck</p><p><strong>Official SKU / MPN:</strong> DTB-COL-GOOSENECK</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Pumps & Adapters,"Columbia,Drywall Finishing Tools",,,,,,,,,,,16,Columbia Tools,Model,"Standard, Tall Boy",1,0,Standard,"DTB-COL-GOOSENECK, Columbia Gooseneck, Columbia Tools",Columbia Gooseneck,"Shop Columbia Gooseneck, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Gooseneck,"Columbia Tools, drywall tools, DTB-COL-GOOSENECK",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,pumps-and-adapters,pumps-and-adapters,0,,,,,GN,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-validated,,,Columbia Gooseneck,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,GN,,Columbia Gooseneck - Standard,1,0,visible,,<p>Columbia Gooseneck - Standard is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Gooseneck</p><p><strong>Configuration:</strong> Standard</p><p><strong>Official SKU / MPN:</strong> GN</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,86.00,,,,,,,COL-GOOSENECK,,,,,,1,Columbia Tools,Model,Standard,1,0,,"GN, Columbia Gooseneck - Standard, Columbia Tools",Columbia Gooseneck - Standard,"Shop Columbia Gooseneck - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Gooseneck - Standard,"Columbia Tools, drywall tools, GN",Columbia Tools,GN,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-GOOSENECK,Model,Standard,Standard,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,GN,GN,Columbia Gooseneck,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,TBGN,,Columbia Gooseneck - Tall Boy,1,0,visible,,<p>Columbia Gooseneck - Tall Boy is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Gooseneck</p><p><strong>Configuration:</strong> Tall Boy</p><p><strong>Official SKU / MPN:</strong> TBGN</p><p><em>Source reference: 14</em></p>,,,taxable,,1,,,0,0,,,,,0,,,124.00,,,,,,,COL-GOOSENECK,,,,,,2,Columbia Tools,Model,Tall Boy,1,0,,"TBGN, Columbia Gooseneck - Tall Boy, Columbia Tools",Columbia Gooseneck - Tall Boy,"Shop Columbia Gooseneck - Tall Boy, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Gooseneck - Tall Boy,"Columbia Tools, drywall tools, TBGN",Columbia Tools,TBGN,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-GOOSENECK,Model,Tall Boy,Tall Boy,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,14,official-brand-catalog-shopames-price-validated,TBGN,TBGN,Columbia Gooseneck,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variable,COL-ONE-HANDLE,,Columbia One Handle,1,0,visible,Columbia One Handle — catalog-normalized Columbia Tools product.,<p>Columbia One Handle is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia One Handle</p><p><strong>Official SKU / MPN:</strong> DTB-COL-ONE-HANDLE</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Handles & Extensions,"Columbia,Drywall Finishing Tools",,,,,,,,,,,17,Columbia Tools,Model,"Fixed, Extendible 3'-5', Long Extendible 4'-8', Stubby",1,0,Fixed,"DTB-COL-ONE-HANDLE, Columbia One Handle, Columbia Tools",Columbia One Handle,"Shop Columbia One Handle, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia One Handle,"Columbia Tools, drywall tools, DTB-COL-ONE-HANDLE",Columbia Tools,,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,handles-and-extensions,handles-and-extensions,0,,,,,C1H,,0,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,16,official-brand-catalog-validated,,,Columbia One Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,C1H,,Columbia One Handle - Fixed,1,0,visible,,<p>Columbia One Handle - Fixed is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia One Handle</p><p><strong>Configuration:</strong> Fixed</p><p><strong>Official SKU / MPN:</strong> C1H</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,35.00,,,,,,,COL-ONE-HANDLE,,,,,,1,Columbia Tools,Model,Fixed,1,0,,"C1H, Columbia One Handle - Fixed, Columbia Tools",Columbia One Handle - Fixed,"Shop Columbia One Handle - Fixed, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia One Handle - Fixed,"Columbia Tools, drywall tools, C1H",Columbia Tools,C1H,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ONE-HANDLE,Model,Fixed,Fixed,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,16,official-brand-catalog-shopames-price-validated,C1H,C1H,Columbia One Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,C1HEXT,,Columbia One Handle - Extendible 3'-5',1,0,visible,,<p>Columbia One Handle - Extendible 3&#x27;-5&#x27; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia One Handle</p><p><strong>Configuration:</strong> Extendible 3&#x27;-5&#x27;</p><p><strong>Official SKU / MPN:</strong> C1HEXT</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,128.00,,,,,,,COL-ONE-HANDLE,,,,,,2,Columbia Tools,Model,Extendible 3'-5',1,0,,"C1HEXT, Columbia One Handle - Extendible 3'-5', Columbia Tools",Columbia One Handle - Extendible 3'-5',"Shop Columbia One Handle - Extendible 3'-5', catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia One Handle - Extendible 3'-5',"Columbia Tools, drywall tools, C1HEXT",Columbia Tools,C1HEXT,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ONE-HANDLE,Model,Extendible 3'-5',Extendible 3'-5',,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,16,official-brand-catalog-shopames-price-validated,C1HEXT,C1HEXT,Columbia One Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
,variation,CHXL,,Columbia One Handle - Long Extendible 4'-8',1,0,visible,,<p>Columbia One Handle - Long Extendible 4&#x27;-8&#x27; is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia One Handle</p><p><strong>Configuration:</strong> Long Extendible 4&#x27;-8&#x27;</p><p><strong>Official SKU / MPN:</strong> CHXL</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,150.00,,,,,,,COL-ONE-HANDLE,,,,,,3,Columbia Tools,Model,Long Extendible 4'-8',1,0,,"CHXL, Columbia One Handle - Long Extendible 4'-8', Columbia Tools",Columbia One Handle - Long Extendible 4'-8',"Shop Columbia One Handle - Long Extendible 4'-8', catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia One Handle - Long Extendible 4'-8',"Columbia Tools, drywall tools, CHXL",Columbia Tools,CHXL,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-ONE-HANDLE,Model,Long Extendible 4'-8',Long Extendible 4'-8',,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,16,official-brand-catalog-shopames-price-validated,CHXL,CHXL,Columbia One Handle,https://www.columbiatools.com/wp-content/uploads/2024/06/customercatalogue2024-3.pdf-3.pdf
