ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: _dtb_legacy_normalized_sku,Meta: _dtb_catalog_family,Meta: _dtb_source_url
,variation,CCAGE09,,"TapeTech Roller Cage - 9""",1,0,visible,,<p>TapeTech Roller Cage - 9&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Roller Cage</p><p><strong>Configuration:</strong> 9&quot;</p><p><strong>Official SKU / MPN:</strong> CCAGE09</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,9.99,,,,,,,TT-ROLLER-CAGE,,,,,,2,TapeTech,Size,"9""",1,0,,"CCAGE09, TapeTech Roller Cage - 9"", TapeTech","TapeTech Roller Cage - 9""","Shop TapeTech Roller Cage - 9"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Roller Cage - 9""","TapeTech, drywall tools, CCAGE09",TapeTech,CCAGE09,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-ROLLER-CAGE,Size,"9""","9""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,official-brand-catalog-shopames-price-validated,CCAGE09,CCAGE09,TapeTech Roller Cage,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,CCAGE12,,"TapeTech Roller Cage - 12""",1,0,visible,,<p>TapeTech Roller Cage - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Roller Cage</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> CCAGE12</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,9.99,,,,,,,TT-ROLLER-CAGE,,,,,,3,TapeTech,Size,"12""",1,0,,"CCAGE12, TapeTech Roller Cage - 12"", TapeTech","TapeTech Roller Cage - 12""","Shop TapeTech Roller Cage - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Roller Cage - 12""","TapeTech, drywall tools, CCAGE12",TapeTech,CCAGE12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-ROLLER-CAGE,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,official-brand-catalog-shopames-price-validated,CCAGE12,CCAGE12,TapeTech Roller Cage,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variable,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,,TapeTech MaxxBox® High Capacity Finishing Box,1,0,visible,TapeTech MaxxBox® High Capacity Finishing Box — catalog-normalized TapeTech product.,<p>TapeTech MaxxBox® High Capacity Finishing Box is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech MaxxBox® High Capacity Finishing Box</p><p><strong>Official SKU / MPN:</strong> DTB-TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX</p><p><em>Source reference: 27</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Finishing Boxes,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,45,TapeTech,Size,"7"", 10"", 12""",1,0,"7""","DTB-TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX, TapeTech MaxxBox® High Capacity Finishing Box, TapeTech",TapeTech MaxxBox® High Capacity Finishing Box,"Shop TapeTech MaxxBox® High Capacity Finishing Box, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech MaxxBox® High Capacity Finishing Box,"TapeTech, drywall tools, DTB-TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,finishing-boxes,finishing-boxes,0,,,,,EHC07,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,official-brand-catalog-validated,,,TapeTech MaxxBox® High Capacity Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EHC07,,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",1,0,visible,,<p>TapeTech MaxxBox® High Capacity Finishing Box - 7&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech MaxxBox® High Capacity Finishing Box</p><p><strong>Configuration:</strong> 7&quot;</p><p><strong>Official SKU / MPN:</strong> EHC07</p><p><em>Source reference: 27</em></p>,,,taxable,,1,,,0,0,,,,,0,,,419.00,,,,,,,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,,,,,,1,TapeTech,Size,"7""",1,0,,"EHC07, TapeTech MaxxBox® High Capacity Finishing Box - 7"", TapeTech","TapeTech MaxxBox® High Capacity Finishing Box - 7""","Shop TapeTech MaxxBox® High Capacity Finishing Box - 7"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech MaxxBox® High Capacity Finishing Box - 7""","TapeTech, drywall tools, EHC07",TapeTech,EHC07,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Size,"7""","7""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,official-brand-catalog-shopames-price-validated,EHC07,EHC07,TapeTech MaxxBox® High Capacity Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EHC10,,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",1,0,visible,,<p>TapeTech MaxxBox® High Capacity Finishing Box - 10&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech MaxxBox® High Capacity Finishing Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> EHC10</p><p><em>Source reference: 27</em></p>,,,taxable,,1,,,0,0,,,,,0,,,419.00,,,,,,,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,,,,,,2,TapeTech,Size,"10""",1,0,,"EHC10, TapeTech MaxxBox® High Capacity Finishing Box - 10"", TapeTech","TapeTech MaxxBox® High Capacity Finishing Box - 10""","Shop TapeTech MaxxBox® High Capacity Finishing Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech MaxxBox® High Capacity Finishing Box - 10""","TapeTech, drywall tools, EHC10",TapeTech,EHC10,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,official-brand-catalog-shopames-price-validated,EHC10,EHC10,TapeTech MaxxBox® High Capacity Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EHC12,,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",1,0,visible,,<p>TapeTech MaxxBox® High Capacity Finishing Box - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech MaxxBox® High Capacity Finishing Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> EHC12</p><p><em>Source reference: 27</em></p>,,,taxable,,1,,,0,0,,,,,0,,,444.00,,,,,,,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,,,,,,3,TapeTech,Size,"12""",1,0,,"EHC12, TapeTech MaxxBox® High Capacity Finishing Box - 12"", TapeTech","TapeTech MaxxBox® High Capacity Finishing Box - 12""","Shop TapeTech MaxxBox® High Capacity Finishing Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech MaxxBox® High Capacity Finishing Box - 12""","TapeTech, drywall tools, EHC12",TapeTech,EHC12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,official-brand-catalog-shopames-price-validated,EHC12,EHC12,TapeTech MaxxBox® High Capacity Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variable,TT-EASYCLEAN-FINISHING-BOX,,TapeTech EasyClean® Finishing Box,1,0,visible,TapeTech EasyClean® Finishing Box — catalog-normalized TapeTech product.,<p>TapeTech EasyClean® Finishing Box is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Finishing Box</p><p><strong>Official SKU / MPN:</strong> DTB-TT-EASYCLEAN-FINISHING-BOX</p><p><em>Source reference: 25</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Finishing Boxes,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,46,TapeTech,Size,"7"", 10"", 12"", 15""",1,0,"7""","DTB-TT-EASYCLEAN-FINISHING-BOX, TapeTech EasyClean® Finishing Box, TapeTech",TapeTech EasyClean® Finishing Box,"Shop TapeTech EasyClean® Finishing Box, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech EasyClean® Finishing Box,"TapeTech, drywall tools, DTB-TT-EASYCLEAN-FINISHING-BOX",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,finishing-boxes,finishing-boxes,0,,,,,EZ07TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,official-brand-catalog-validated,,,TapeTech EasyClean® Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EZ07TT,,"TapeTech EasyClean® Finishing Box - 7""",1,0,visible,,<p>TapeTech EasyClean® Finishing Box - 7&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Finishing Box</p><p><strong>Configuration:</strong> 7&quot;</p><p><strong>Official SKU / MPN:</strong> EZ07TT</p><p><em>Source reference: 25</em></p>,,,taxable,,1,,,0,0,,,,,0,,,379.00,,,,,,,TT-EASYCLEAN-FINISHING-BOX,,,,,,1,TapeTech,Size,"7""",1,0,,"EZ07TT, TapeTech EasyClean® Finishing Box - 7"", TapeTech","TapeTech EasyClean® Finishing Box - 7""","Shop TapeTech EasyClean® Finishing Box - 7"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech EasyClean® Finishing Box - 7""","TapeTech, drywall tools, EZ07TT",TapeTech,EZ07TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-FINISHING-BOX,Size,"7""","7""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,official-brand-catalog-shopames-price-validated,EZ07TT,EZ07TT,TapeTech EasyClean® Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EZ10TT,,"TapeTech EasyClean® Finishing Box - 10""",1,0,visible,,<p>TapeTech EasyClean® Finishing Box - 10&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Finishing Box</p><p><strong>Configuration:</strong> 10&quot;</p><p><strong>Official SKU / MPN:</strong> EZ10TT</p><p><em>Source reference: 25</em></p>,,,taxable,,1,,,0,0,,,,,0,,,389.00,,,,,,,TT-EASYCLEAN-FINISHING-BOX,,,,,,2,TapeTech,Size,"10""",1,0,,"EZ10TT, TapeTech EasyClean® Finishing Box - 10"", TapeTech","TapeTech EasyClean® Finishing Box - 10""","Shop TapeTech EasyClean® Finishing Box - 10"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech EasyClean® Finishing Box - 10""","TapeTech, drywall tools, EZ10TT",TapeTech,EZ10TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-FINISHING-BOX,Size,"10""","10""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,official-brand-catalog-shopames-price-validated,EZ10TT,EZ10TT,TapeTech EasyClean® Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EZ12TT,,"TapeTech EasyClean® Finishing Box - 12""",1,0,visible,,<p>TapeTech EasyClean® Finishing Box - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Finishing Box</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> EZ12TT</p><p><em>Source reference: 25</em></p>,,,taxable,,1,,,0,0,,,,,0,,,399.00,,,,,,,TT-EASYCLEAN-FINISHING-BOX,,,,,,3,TapeTech,Size,"12""",1,0,,"EZ12TT, TapeTech EasyClean® Finishing Box - 12"", TapeTech","TapeTech EasyClean® Finishing Box - 12""","Shop TapeTech EasyClean® Finishing Box - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech EasyClean® Finishing Box - 12""","TapeTech, drywall tools, EZ12TT",TapeTech,EZ12TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-FINISHING-BOX,Size,"12""","12""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,official-brand-catalog-shopames-price-validated,EZ12TT,EZ12TT,TapeTech EasyClean® Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,EZ15TT,,"TapeTech EasyClean® Finishing Box - 15""",1,0,visible,,<p>TapeTech EasyClean® Finishing Box - 15&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Finishing Box</p><p><strong>Configuration:</strong> 15&quot;</p><p><strong>Official SKU / MPN:</strong> EZ15TT</p><p><em>Source reference: 25</em></p>,,,taxable,,1,,,0,0,,,,,0,,,429.00,,,,,,,TT-EASYCLEAN-FINISHING-BOX,,,,,,4,TapeTech,Size,"15""",1,0,,"EZ15TT, TapeTech EasyClean® Finishing Box - 15"", TapeTech","TapeTech EasyClean® Finishing Box - 15""","Shop TapeTech EasyClean® Finishing Box - 15"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech EasyClean® Finishing Box - 15""","TapeTech, drywall tools, EZ15TT",TapeTech,EZ15TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-FINISHING-BOX,Size,"15""","15""",,4,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,official-brand-catalog-shopames-price-validated,EZ15TT,EZ15TT,TapeTech EasyClean® Finishing Box,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variable,TT-CARBON-FIBER-BOX-HANDLE,,TapeTech Carbon Fiber Box Handle,0,0,hidden,TapeTech Carbon Fiber Box Handle — catalog-normalized TapeTech product.,<p>TapeTech Carbon Fiber Box Handle is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Carbon Fiber Box Handle</p><p><strong>Official SKU / MPN:</strong> DTB-TT-CARBON-FIBER-BOX-HANDLE</p><p><em>Source reference: 31</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,47,TapeTech,Extension Range,"26""-42"", 42""-72""",1,0,"26""-42""","DTB-TT-CARBON-FIBER-BOX-HANDLE, TapeTech Carbon Fiber Box Handle, TapeTech",TapeTech Carbon Fiber Box Handle,"Shop TapeTech Carbon Fiber Box Handle, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",TapeTech Carbon Fiber Box Handle,"TapeTech, drywall tools, DTB-TT-CARBON-FIBER-BOX-HANDLE",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,flat-box-handles,flat-box-handles,0,,,,,FBH2642TT-CF,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,official-brand-catalog-validated,,,TapeTech Carbon Fiber Box Handle,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,FBH2642TT-CF,,"TapeTech Carbon Fiber Box Handle - 26""-42""",0,0,hidden,,<p>TapeTech Carbon Fiber Box Handle - 26&quot;-42&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Carbon Fiber Box Handle</p><p><strong>Configuration:</strong> 26&quot;-42&quot;</p><p><strong>Official SKU / MPN:</strong> FBH2642TT-CF</p><p><em>Source reference: 31</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-CARBON-FIBER-BOX-HANDLE,,,,,,1,TapeTech,Extension Range,"26""-42""",1,0,,"FBH2642TT-CF, TapeTech Carbon Fiber Box Handle - 26""-42"", TapeTech","TapeTech Carbon Fiber Box Handle - 26""-42""","Shop TapeTech Carbon Fiber Box Handle - 26""-42"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","TapeTech Carbon Fiber Box Handle - 26""-42""","TapeTech, drywall tools, FBH2642TT-CF",TapeTech,FBH2642TT-CF,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CARBON-FIBER-BOX-HANDLE,Extension Range,"26""-42""","26""-42""",,1,1,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,official-brand-catalog-validated,FBH2642TT-CF,FBH2642TTCF,TapeTech Carbon Fiber Box Handle,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,FBH4272TT-CF,,"TapeTech Carbon Fiber Box Handle - 42""-72""",0,0,hidden,,<p>TapeTech Carbon Fiber Box Handle - 42&quot;-72&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Carbon Fiber Box Handle</p><p><strong>Configuration:</strong> 42&quot;-72&quot;</p><p><strong>Official SKU / MPN:</strong> FBH4272TT-CF</p><p><em>Source reference: 31</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-CARBON-FIBER-BOX-HANDLE,,,,,,2,TapeTech,Extension Range,"42""-72""",1,0,,"FBH4272TT-CF, TapeTech Carbon Fiber Box Handle - 42""-72"", TapeTech","TapeTech Carbon Fiber Box Handle - 42""-72""","Shop TapeTech Carbon Fiber Box Handle - 42""-72"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","TapeTech Carbon Fiber Box Handle - 42""-72""","TapeTech, drywall tools, FBH4272TT-CF",TapeTech,FBH4272TT-CF,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CARBON-FIBER-BOX-HANDLE,Extension Range,"42""-72""","42""-72""",,2,1,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,official-brand-catalog-validated,FBH4272TT-CF,FBH4272TTCF,TapeTech Carbon Fiber Box Handle,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variable,TT-STAINLESS-STEEL-MUD-PAN,,TapeTech Stainless Steel Mud Pan,0,0,hidden,TapeTech Stainless Steel Mud Pan — catalog-normalized TapeTech product.,<p>TapeTech Stainless Steel Mud Pan is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Stainless Steel Mud Pan</p><p><strong>Official SKU / MPN:</strong> DTB-TT-STAINLESS-STEEL-MUD-PAN</p><p><em>Source reference: 44</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Tools of the Trade,"TapeTech,Drywall Finishing Tools",,,,,,,,,,,48,TapeTech,Size,"12"", 14""",1,0,"12""","DTB-TT-STAINLESS-STEEL-MUD-PAN, TapeTech Stainless Steel Mud Pan, TapeTech",TapeTech Stainless Steel Mud Pan,"Shop TapeTech Stainless Steel Mud Pan, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",TapeTech Stainless Steel Mud Pan,"TapeTech, drywall tools, DTB-TT-STAINLESS-STEEL-MUD-PAN",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,tools-of-the-trade,tools-of-the-trade,0,,,,,MP12SSTT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,44,official-brand-catalog-validated,,,TapeTech Stainless Steel Mud Pan,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,MP12SSTT,,"TapeTech Stainless Steel Mud Pan - 12""",0,0,hidden,,<p>TapeTech Stainless Steel Mud Pan - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Stainless Steel Mud Pan</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> MP12SSTT</p><p><em>Source reference: 44</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-STAINLESS-STEEL-MUD-PAN,,,,,,1,TapeTech,Size,"12""",1,0,,"MP12SSTT, TapeTech Stainless Steel Mud Pan - 12"", TapeTech","TapeTech Stainless Steel Mud Pan - 12""","Shop TapeTech Stainless Steel Mud Pan - 12"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","TapeTech Stainless Steel Mud Pan - 12""","TapeTech, drywall tools, MP12SSTT",TapeTech,MP12SSTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-STAINLESS-STEEL-MUD-PAN,Size,"12""","12""",,1,1,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,44,official-brand-catalog-validated,MP12SSTT,MP12SSTT,TapeTech Stainless Steel Mud Pan,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
,variation,MP14SSTT,,"TapeTech Stainless Steel Mud Pan - 14""",0,0,hidden,,<p>TapeTech Stainless Steel Mud Pan - 14&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Stainless Steel Mud Pan</p><p><strong>Configuration:</strong> 14&quot;</p><p><strong>Official SKU / MPN:</strong> MP14SSTT</p><p><em>Source reference: 44</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,TT-STAINLESS-STEEL-MUD-PAN,,,,,,2,TapeTech,Size,"14""",1,0,,"MP14SSTT, TapeTech Stainless Steel Mud Pan - 14"", TapeTech","TapeTech Stainless Steel Mud Pan - 14""","Shop TapeTech Stainless Steel Mud Pan - 14"", catalog-normalized for professional drywall finishing workflows.",,"noindex,follow","TapeTech Stainless Steel Mud Pan - 14""","TapeTech, drywall tools, MP14SSTT",TapeTech,MP14SSTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-STAINLESS-STEEL-MUD-PAN,Size,"14""","14""",,2,1,,,,,,official-brand-catalog-validated,,TapeTech,,,,,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,44,official-brand-catalog-validated,MP14SSTT,MP14SSTT,TapeTech Stainless Steel Mud Pan,https://tapetech.com/wp-content/uploads/2026/01/TapeTech-Product-Catalog_ENG_web.pdf
