Brand,WC_Category,Current_SKU,Current_Name,Current_Price,Proposed_Parent_SKU,Proposed_Parent_Name,Attribute_Name,Attribute_Value,From_Price,Action,Notes
Columbia Taping Tools,Repair Kits & Parts,SSB10,"Columbia Sabre Smoothing Blade 10"" (SSB10)",29.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"10""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB12,"Columbia Sabre Smoothing Blade 12"" (SSB12)",31.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"12""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB14,"Columbia Sabre Smoothing Blade 14"" (SSB14)",32.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"14""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB16,"Columbia Sabre Smoothing Blade 16"" (SSB16)",38.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"16""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB18,"Columbia Sabre Smoothing Blade 18"" (SSB18)",44.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"18""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB24,"Columbia Sabre Smoothing Blade 24"" (SSB24)",59.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"24""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB32,"Columbia Sabre Smoothing Blade 32"" (SSB32)",74.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"32""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB40,"Columbia Sabre Smoothing Blade 40"" (SSB40)",99.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"40""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB48,"Columbia Sabre Smoothing Blade 48"" (SSB48)",129.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"48""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SSB7,"Columbia Sabre Smoothing Blade 7"" (SSB7)",19.99,SSBGROUP,Columbia Sabre Smoothing Blade,Width,"7""",$19.99,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-10,"Columbia 10"" Tomahawk Smoothing Blade (TSB-10)",56.24,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"10""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-12,"Columbia 12"" Tomahawk Smoothing Blade (TSB-12)",63.81,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"12""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-14,"Columbia 14"" Tomahawk Smoothing Blade (TSB-14)",75.71,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"14""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-18,"Columbia 18"" Tomahawk Smoothing Blade (TSB-18)",86.52,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"18""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-24,"Columbia 24"" Tomahawk Smoothing Blade (TSB-24)",103.82,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"24""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-32,"Columbia 32"" Tomahawk Smoothing Blade (TSB-32)",122.21,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"32""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-40,"Columbia 40"" Tomahawk Smoothing Blade (TSB-40)",151.41,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"40""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-48,"Columbia 48"" Tomahawk Smoothing Blade (TSB-48)",200.08,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"48""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,TSB-7,"Columbia 7"" Tomahawk Smoothing Blade (TSB-7)",44.34,TSB-GROUP,Columbia Tomahawk Smoothing Blade,Width,"7""",$44.34,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-10,"Columbia Replacement 10"" Blade for Tomahawk (SB2-10)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"10""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-12,"Columbia Replacement 12"" Blade for Tomahawk (SB2-12)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"12""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-14,"Columbia Replacement 14"" Blade for Tomahawk (SB2-14)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"14""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-18,"Columbia Replacement 18"" Blade for Tomahawk (SB2-18)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"18""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-24,"Columbia Replacement 24"" Blade for Tomahawk (SB2-24)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"24""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-32,"Columbia Replacement 32"" Blade for Tomahawk (SB2-32)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"32""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-40,"Columbia Replacement 40"" Blade for Tomahawk (SB2-40)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"40""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-48,"Columbia Replacement 48"" Blade for Tomahawk (SB2-48)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"48""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,SB2-7,"Columbia Replacement 7"" Blade for Tomahawk (SB2-7)",,SB2-GROUP,Columbia Replacement Blade For Tomahawk,Width,"7""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB24,"TapeTech 24"" Replace Blade for Finishing Knife (PFB24)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"24""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB12,"TapeTech 12"" Replace Blade for Finishing Knife (PFB12)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"12""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB14,"TapeTech 14"" Replace Blade for Finishing Knife (PFB14)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"14""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB18,"TapeTech 18"" Replace Blade for Finishing Knife (PFB18)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"18""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB32,"TapeTech 32"" Replace Blade for Finishing Knife (PFB32)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"32""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB40,"TapeTech 40"" Replace Blade for Finishing Knife (PFB40)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"40""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB48,"TapeTech 48"" Replace Blade for Finishing Knife (PFB48)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"48""",,MERGE → variable product,
TapeTech,Blades & Knives,PFB07,"TapeTech 7"" Replace Blade for Finishing Knife (PFB07)",,PFBGROUP,Tapetech Replace Blade For Finishing Knife,Width,"7""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK1.5,"Columbia 1.5"" PUTTY KNIFE (NPK1.5)",10.83,NPK1.GROUP,Columbia Putty Knife,Width,"1.5""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK2,"Columbia 2"" PUTTY KNIFE (NPK2)",11.25,NPK1.GROUP,Columbia Putty Knife,Width,"2""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK3,"Columbia 3"" PUTTY KNIFE (NPK3)",11.67,NPK1.GROUP,Columbia Putty Knife,Width,"3""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK4,"Columbia 4"" PUTTY KNIFE (NPK4)",12.92,NPK1.GROUP,Columbia Putty Knife,Width,"4""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK5,"Columbia 5"" PUTTY KNIFE (NPK5)",15.00,NPK1.GROUP,Columbia Putty Knife,Width,"5""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK6,"Columbia 6"" PUTTY KNIFE (NPK6)",16.67,NPK1.GROUP,Columbia Putty Knife,Width,"6""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NPK8,"Columbia 8"" PUTTY KNIFE (NPK8)",17.50,NPK1.GROUP,Columbia Putty Knife,Width,"8""",$10.83,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-10,"Columbia Flat Box Blade 10"" (FFB9-10)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"10""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-12,"Columbia Flat Box Blade 12"" (FFB9-12)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"12""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-14,"Columbia Flat Box Blade 14"" (FFB9-14)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"14""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-5.5,"Columbia Flat Box Blade 5.5"" (FFB9-5.5)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"5.5""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-7,"Columbia Flat Box Blade 7"" (FFB9-7)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"7""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB9-8,"Columbia Flat Box Blade 8"" (FFB9-8)",,FFB9-GROUP,Columbia Flat Box Blade,Width,"8""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS43”,"Door 3"" (HNS43”)",37.32,HNS43GROUP,Door,Size,"3""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS42""","Door 2"" (HNS42"")",37.32,HNS43GROUP,Door,Size,"2""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS3-2,"Door 2"" (NS3-2)",66.32,HNS43GROUP,Door,Size,"2""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB4-8,"Door 8"" (FFB4-8)",51.18,HNS43GROUP,Door,Size,"8""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB4-7,"Door 7"" (FFB4-7)",51.18,HNS43GROUP,Door,Size,"7""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS3-3,"Door 3"" (NS3-3)",66.32,HNS43GROUP,Door,Size,"3""",$37.32,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-12,"Rear Plate 12"" (FFB1-12)",73.22,FFB1-GROUP,Rear Plate,Size,"12""",$73.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-10,"Rear Plate 10"" (FFB1-10)",73.22,FFB1-GROUP,Rear Plate,Size,"10""",$73.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-8,"Rear Plate 8"" (FFB1-8)",73.22,FFB1-GROUP,Rear Plate,Size,"8""",$73.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-7,"Rear Plate 7"" (FFB1-7)",73.22,FFB1-GROUP,Rear Plate,Size,"7""",$73.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB1-7,"Rear Plate 7"" (CFB1-7)",95.06,FFB1-GROUP,Rear Plate,Size,"7""",$73.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB1-8,"Rear Plate 8"" (CFB1-8)",95.06,FFB1-GROUP,Rear Plate,Size,"8""",$73.22,MERGE → variable product,
TapeTech,Blades & Knives,JK06SSTT,"TapeTech 6"" Premium Stainless Steel Joint Knife (JK06SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"6""",,MERGE → variable product,
TapeTech,Blades & Knives,JK05SSTT,"TapeTech 5"" Premium Stainless Steel Joint Knife (JK05SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"5""",,MERGE → variable product,
TapeTech,Blades & Knives,JK01SSTT,"TapeTech 1"" Premium Stainless Steel Joint Knife (JK01SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"1""",,MERGE → variable product,
TapeTech,Blades & Knives,JK03SSTT,"TapeTech 3"" Premium Stainless Steel Joint Knife (JK03SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"3""",,MERGE → variable product,
TapeTech,Blades & Knives,JK02SSTT,"TapeTech 2"" Premium Stainless Steel Joint Knife (JK02SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"2""",,MERGE → variable product,
TapeTech,Blades & Knives,JK04SSTT,"TapeTech 4"" Premium Stainless Steel Joint Knife (JK04SSTT)",,JK06SSTTGROUP,Tapetech Premium Stainless Steel Joint Knife,Width,"4""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK40TT,"TapeTech 40"" Premium Finishing Knife (PFK40TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"40""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK18TT,"TapeTech 18"" Premium Finishing Knife (PFK18TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"18""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK12TT,"TapeTech 12"" Premium Finishing Knife (PFK12TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"12""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK14TT,"TapeTech 14"" Premium Finishing Knife (PFK14TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"14""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK48TT,"TapeTech 48"" Premium Finishing Knife (PFK48TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"48""",,MERGE → variable product,
TapeTech,Blades & Knives,PFK07TT,"TapeTech 7"" Premium Finishing Knife (PFK07TT)",,PFK40TTGROUP,Tapetech Premium Finishing Knife,Width,"7""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,3BH,"Columbia 36"" 180-Grip Featherweight Flat Box Handle (3BH)",189.26,3BHGROUP,Columbia 180-Grip Featherweight Flat Box Handle,Length,"36""",$189.26,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,42BH,"Columbia 42"" 180-Grip Featherweight Flat Box Handle (42BH)",205.49,3BHGROUP,Columbia 180-Grip Featherweight Flat Box Handle,Length,"42""",$189.26,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,4BH,"Columbia 48"" 180-Grip Featherweight Flat Box Handle (4BH)",210.89,3BHGROUP,Columbia 180-Grip Featherweight Flat Box Handle,Length,"48""",$189.26,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,5BH,"Columbia 60"" 180-Grip Featherweight Flat Box Handle (5BH)",221.71,3BHGROUP,Columbia 180-Grip Featherweight Flat Box Handle,Length,"60""",$189.26,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,6BH,"Columbia 72"" 180-Grip Featherweight Flat Box Handle (6BH)",232.52,3BHGROUP,Columbia 180-Grip Featherweight Flat Box Handle,Length,"72""",$189.26,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFBA-10-10,"Columbia Flat Box Blade Bar Assembly 10"" (FFBA-10-10)",,FFBA-10-GROUP,Columbia Flat Box Blade Bar Assembly,Width,"10""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFBA10-12,"Columbia Flat Box Blade Bar Assembly 12"" (FFBA10-12)",,FFBA-10-GROUP,Columbia Flat Box Blade Bar Assembly,Width,"12""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFBA-10-14,"Columbia Flat Box Blade Bar Assembly 14"" (FFBA-10-14)",,FFBA-10-GROUP,Columbia Flat Box Blade Bar Assembly,Width,"14""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFBA-10-7,"Columbia Flat Box Blade Bar Assembly 7"" (FFBA-10-7)",,FFBA-10-GROUP,Columbia Flat Box Blade Bar Assembly,Width,"7""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFBA-10-8,"Columbia Flat Box Blade Bar Assembly 8"" (FFBA-10-8)",,FFBA-10-GROUP,Columbia Flat Box Blade Bar Assembly,Width,"8""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB2-12,"Roll Face 12"" (FFB2-12)",45.36,FFB2-GROUP,Roll Face,Size,"12""",$45.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB2-10,"Roll Face 10"" (FFB2-10)",45.36,FFB2-GROUP,Roll Face,Size,"10""",$45.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB2-8,"Roll Face 8"" (FFB2-8)",45.16,FFB2-GROUP,Roll Face,Size,"8""",$45.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB2-7,"Roll Face 7"" (FFB2-7)",45.36,FFB2-GROUP,Roll Face,Size,"7""",$45.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB2-7,"Roll Face 7"" (CFB2-7)",51.18,FFB2-GROUP,Roll Face,Size,"7""",$45.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,COL2 KIT,"Columbia 2"" Angle Head Rebuild Kit (COL2 KIT)",,COL2 KITGROUP,Columbia Angle Head Rebuild Kit,Size,"2""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,COL2.5 KIT,"Columbia 2.5"" Angle Head Rebuild Kit (COL2.5 KIT)",,COL2 KITGROUP,Columbia Angle Head Rebuild Kit,Size,"2.5""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,COL3 KIT,"Columbia 3"" Angle Head Rebuild Kit (COL3 KIT)",,COL2 KITGROUP,Columbia Angle Head Rebuild Kit,Size,"3""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,COL3.5 KIT,"Columbia 3.5"" Angle Head Rebuild Kit (COL3.5 KIT)",,COL2 KITGROUP,Columbia Angle Head Rebuild Kit,Size,"3.5""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,2AH,"Columbia 2"" Angle Head w/ Wheels (2AH)",410.97,2AHGROUP,Columbia Angle Head W/ Wheels,Size,"2""",$410.97,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,2.5AH,"Columbia 2.5"" Angle Head w/ Wheels (2.5AH)",421.79,2AHGROUP,Columbia Angle Head W/ Wheels,Size,"2.5""",$410.97,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,3AH,"Columbia 3"" Angle Head w/ Wheels (3AH)",443.42,2AHGROUP,Columbia Angle Head W/ Wheels,Size,"3""",$410.97,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,3.5AH,"Columbia 3.5"" Angle Head w/ Wheels (3.5AH)",454.23,2AHGROUP,Columbia Angle Head W/ Wheels,Size,"3.5""",$410.97,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,2.5SF,"Columbia 2.5"" Standard Drywall Corner Flusher with Wheels (2.5SF)",116.80,2.5SFGROUP,Columbia Standard Drywall Corner Flusher With Wheels,Size,"2.5""",$116.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,3SF,"Columbia 3"" Standard Drywall Corner Flusher with Wheels (3SF)",122.21,2.5SFGROUP,Columbia Standard Drywall Corner Flusher With Wheels,Size,"3""",$116.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,3.5SF,"Columbia 3.5"" Standard Drywall Corner Flusher with Wheels (3.5SF)",133.02,2.5SFGROUP,Columbia Standard Drywall Corner Flusher With Wheels,Size,"3.5""",$116.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,4SF,"Columbia 4"" Standard Drywall Corner Flusher with Wheels (4SF)",140.60,2.5SFGROUP,Columbia Standard Drywall Corner Flusher With Wheels,Size,"4""",$116.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1A-32,"Draw Tube - 32"" (CMT1A-32)",51.54,CMT1A-GROUP,Draw Tube -,Size,"32""",$47.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1A-24,"Draw Tube - 24"" (CMT1A-24)",47.54,CMT1A-GROUP,Draw Tube -,Size,"24""",$47.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1A-55,"Draw Tube - 55"" (CMT1A-55)",59.54,CMT1A-GROUP,Draw Tube -,Size,"55""",$47.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1A-42,"Draw Tube - 42"" (CMT1A-42)",55.54,CMT1A-GROUP,Draw Tube -,Size,"42""",$47.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS8-3”,"Blade Holder 3"" (HNS8-3”)",38.44,HNS8-3GROUP,Blade Holder,Width,"3""",$38.44,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS8-2""","Blade Holder 2"" (HNS8-2"")",38.44,HNS8-3GROUP,Blade Holder,Width,"2""",$38.44,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS6-3,"Blade Holder 3"" (NS6-3)",39.80,HNS8-3GROUP,Blade Holder,Width,"3""",$38.44,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS6-2,"Blade Holder 2"" (NS6-2)",39.80,HNS8-3GROUP,Blade Holder,Width,"2""",$38.44,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB13-12,"Door Hinge 12"" (FFB13-12)",13.16,FFB13-GROUP,Door Hinge,Size,"12""",$13.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB13-10,"Door Hinge 10"" (FFB13-10)",13.16,FFB13-GROUP,Door Hinge,Size,"10""",$13.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB13-8,"Door Hinge 8"" (FFB13-8)",13.56,FFB13-GROUP,Door Hinge,Size,"8""",$13.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB13-7,"Door Hinge 7"" (FFB13-7)",13.16,FFB13-GROUP,Door Hinge,Size,"7""",$13.16,MERGE → variable product,
