Brand,WC_Category,Current_SKU,Current_Name,Current_Price,Proposed_Parent_SKU,Proposed_Parent_Name,Attribute_Name,Attribute_Value,From_Price,Action,Notes
Columbia Taping Tools,Repair Kits & Parts,MP-13,Columbia Mud Pump Piston Backing Washer (Large) (MP-13),,MP-GROUP,Columbia Mud Pump Piston Backing Washer,Size,,,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,MP-13A,Columbia Mud Pump Piston Backing Washer (Small) (MP-13A),,MP-GROUP,Columbia Mud Pump Piston Backing Washer,Size,,,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS7-2,"Columbia Nail Spotter 2"" Nail Spotter Blade (NS7-2)",,NS7-GROUP,Columbia Nail Spotter Nail Spotter Blade,Width,"2""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS7-3,"Columbia Nail Spotter 3"" Nail Spotter Blade (NS7-3)",,NS7-GROUP,Columbia Nail Spotter Nail Spotter Blade,Width,"3""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS8-2,"Columbia Nail Spotter Shoe 2"" (NS8-2)",,NS8-GROUP,Columbia Nail Spotter Shoe,Size,"2""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS8-3,"Columbia Nail Spotter Shoe 3"" (NS8-3)",,NS8-GROUP,Columbia Nail Spotter Shoe,Size,"3""",,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,BH06,Hinge Pin (180 Grip) (BH06),10.54,BHGROUP,Hinge Pin,Size,,$10.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFH6,Hinge Pin (FFH6),11.01,BHGROUP,Hinge Pin,Size,,$10.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT2,Cone insert(Bottom) (CMT2),21.94,CMTGROUP,Cone Insert,Size,,$21.94,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT6,Cone insert(Top) (CMT6),22.62,CMTGROUP,Cone Insert,Size,,$21.94,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1-32,"Barrel Main Body 32"" (CMT1-32)",119.24,CMT1-GROUP,Barrel Main Body,Size,"32""",$89.24,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CMT1-24,"Barrel Main Body 24"" (CMT1-24)",89.24,CMT1-GROUP,Barrel Main Body,Size,"24""",$89.24,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CF5-3.5,"Tension Spring 3.5"" - Flusher (CF5-3.5)",8.65,CF5-3.GROUP,Tension Spring - Flusher,Size,"3.5""",$8.65,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CF5-3,"Tension Spring 3"" - Flusher (CF5-3)",8.65,CF5-3.GROUP,Tension Spring - Flusher,Size,"3""",$8.65,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,BH3,Lower Mounting Bracket (BH3),35.90,BHGROUP,Lower Mounting Bracket,Size,,$35.90,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFH3,Lower Mounting Bracket (FFH3),37.66,BHGROUP,Lower Mounting Bracket,Size,,$35.90,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFBB3A-LEFT,Hinge fat box end plate (Left - New Style) (HFBB3A-LEFT),44.48,HFBB3A-LEFTGROUP,Hinge Fat Box End Plate,Size,,$44.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFBB3-RIGHT,Hinge fat box end plate (Right - New Style) (HFBB3-RIGHT),44.48,HFBB3A-LEFTGROUP,Hinge Fat Box End Plate,Size,,$44.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB3A-LEFT,Hinge box end plate (Left - New Style) (HFFB3A-LEFT),44.48,HFFB3A-LEFTGROUP,Hinge Box End Plate,Size,,$44.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB3-RIGHT,Hinge box end plate (Right - New Style) (HFFB3-RIGHT),44.58,HFFB3A-LEFTGROUP,Hinge Box End Plate,Size,,$44.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS19-3”,"Triangle Shoe 3"" (HNS19-3”)",20.44,HNS19-3GROUP,Triangle Shoe,Size,"3""",$19.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS19-2”,"Triangle Shoe 2"" (HNS19-2”)",19.22,HNS19-3GROUP,Triangle Shoe,Size,"2""",$19.22,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS15-3”,"Door Gasket 3"" (HNS15-3”)",43.74,HNS15-3GROUP,Door Gasket,Size,"3""",$43.74,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS15-2”,"Door Gasket 2"" (HNS15-2”)",43.74,HNS15-3GROUP,Door Gasket,Size,"2""",$43.74,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS9-3”,"Face Plate 3"" (HNS9-3”)",32.02,HNS9-3GROUP,Face Plate,Size,"3""",$31.10,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS9-2""","Face Plate 2"" (HNS9-2"")",31.10,HNS9-3GROUP,Face Plate,Size,"2""",$31.10,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS3A-3""","Sideplate Left 3"" (HNS3A-3"")",38.54,HNS3A-3GROUP,Sideplate Left,Size,"3""",$38.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS3A-2""","Sideplate Left 2"" (HNS3A-2"")",38.54,HNS3A-3GROUP,Sideplate Left,Size,"2""",$38.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS3-3""","Sideplate Right 3"" (HNS3-3"")",38.54,HNS3-3GROUP,Sideplate Right,Size,"3""",$38.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS3-2""","Sideplate Right 2"" (HNS3-2"")",38.54,HNS3-3GROUP,Sideplate Right,Size,"2""",$38.54,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS1A-3""","Mud Seal Strip 3"" (HNS1A-3"")",10.18,HNS1A-3GROUP,Mud Seal Strip,Size,"3""",$5.38,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,"HNS1A-2""","Mud Seal Strip 2"" (HNS1A-2"")",5.38,HNS1A-3GROUP,Mud Seal Strip,Size,"2""",$5.38,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CT102,Machined Screw (CT102),7.50,CTGROUP,Machined Screw,Size,,$6.01,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB23,Machined Screw (CFB23),6.01,CTGROUP,Machined Screw,Size,,$6.01,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FBB3-RIGHT,End Plate Fat Boy (Right) (FBB3-RIGHT),41.02,FBB3-RIGHTGROUP,End Plate Fat Boy,Size,,$41.02,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FBB3,End Plate Fat Boy (Old Style Left/Right) (FBB3),41.02,FBB3-RIGHTGROUP,End Plate Fat Boy,Size,,$41.02,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS32A,Thumb Release Clip (NS32A),4.15,NS32AGROUP,Thumb Release Clip,Size,,$3.78,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB32,Thumb Release Clip (FFB32),3.78,NS32AGROUP,Thumb Release Clip,Size,,$3.78,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,MP6,Handle Link (MP6),37.66,MPGROUP,Handle Link,Length,,$16.70,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS31,Handle Link (OLD STYLE) (NS31),16.70,MPGROUP,Handle Link,Length,,$16.70,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFH14,Handle Grip (FFH14),10.08,FFHGROUP,Handle Grip,Length,,$6.50,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB20,Handle Grip (CFB20),6.50,FFHGROUP,Handle Grip,Length,,$6.50,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB16,Door Spring Nut (FFB16),7.35,FFBGROUP,Door Spring Nut,Size,,$6.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS11,Door Spring Nut (NS11),6.80,FFBGROUP,Door Spring Nut,Size,,$6.80,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB5-8,"Axle 8"" (HFFB5-8)",51.18,HFFB5-GROUP,Axle,Size,"8""",$51.18,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB5-7,"Axle 7"" (HFFB5-7)",51.18,HFFB5-GROUP,Axle,Size,"7""",$51.18,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-10-FAT,"Rear Plate 10"" Fat Boy (FFB1-10-FAT)",69.62,FFB1-10-FATGROUP,Rear Plate Fat Boy,Size,"10""",$69.62,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,FFB1-8-FAT,"Rear Plate 8"" Fat Boy (FFB1-8-FAT)",75.30,FFB1-10-FATGROUP,Rear Plate Fat Boy,Size,"8""",$69.62,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS32,Door Stop (NS32),3.48,NSGROUP,Door Stop,Size,,$3.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB11A,Door Stop (CFB11A),3.68,NSGROUP,Door Stop,Size,,$3.48,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS9-3,"Hinge 3"" (NS9-3)",33.16,NS9-GROUP,Hinge,Size,"3""",$33.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS9-2,"Hinge 2"" (NS9-2)",33.16,NS9-GROUP,Hinge,Size,"2""",$33.16,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS7-3,"3"" Nail Spotter Blade (HNS7-3)",26.90,HNS7-GROUP,Nail Spotter Blade,Width,"3""",$26.90,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HNS7-2,"2"" Nail Spotter Blade (HNS7-2)",26.90,HNS7-GROUP,Nail Spotter Blade,Width,"2""",$26.90,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS1-3,"Main Body 3"" (NS1-3)",132.64,NS1-GROUP,Main Body,Size,"3""",$132.64,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,NS1-2,"Main Body 2"" (NS1-2)",132.64,NS1-GROUP,Main Body,Size,"2""",$132.64,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,AHA2-3L,"Left Frame Sub-Assembly 3"" (AHA2-3L)",116.96,AHA2-3LGROUP,Left Frame Sub-Assembly,Size,"3""",$116.96,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,AHA2-2L,"Left Frame Sub-Assembly 2"" (AHA2-2L)",116.96,AHA2-3LGROUP,Left Frame Sub-Assembly,Size,"2""",$116.96,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,AH9,Retainer Clip (Long) (AH9),12.25,AHGROUP,Retainer Clip,Size,,$6.78,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,AH8,Retainer Clip (Short) (AH8),6.78,AHGROUP,Retainer Clip,Size,,$6.78,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB3-8,"Side Plate 8"" (CFB3-8)",43.84,CFB3-GROUP,Side Plate,Size,"8""",$43.84,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB3-7,"Side Plate 7"" (CFB3-7)",43.84,CFB3-GROUP,Side Plate,Size,"7""",$43.84,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,COL2.5CSF,"2.5"" Combo Flusher (COL2.5CSF)",163.99,COL2.5CSFGROUP,Combo Flusher,Size,"2.5""",$163.99,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,COL3CSF,"3"" Combo Flusher (COL3CSF)",168.99,COL2.5CSFGROUP,Combo Flusher,Size,"3""",$163.99,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
Columbia Taping Tools,Repair Kits & Parts,CFB5A,Corner Box Cone Ball End (Large) (CFB5A),19.46,CFB5AGROUP,Corner Box Cone Ball End,Size,,$19.46,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,CFB5C,Corner Box Cone Ball End (Standard) (CFB5C),19.46,CFB5AGROUP,Corner Box Cone Ball End,Size,,$19.46,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,BH8-3,"3 ft Box Handle 8"" (BH8-3)",95.00,BH8-GROUP,3 Ft Box Handle,Length,"8""",$95.00,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,BH9-3,"3 ft Box Handle 9"" (BH9-3)",98.00,BH8-GROUP,3 Ft Box Handle,Length,"9""",$95.00,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB1A,Heavy Flat Box Body 1A (HFFB1A),155.00,HFFB1AGROUP,Heavy Flat Box Body 1A,Size,,$155.00,MERGE → variable product,
Columbia Taping Tools,Repair Kits & Parts,HFFB1A-10,"10"" Heavy Flat Box Body 1A (HFFB1A-10)",158.00,HFFB1AGROUP,Heavy Flat Box Body 1A,Size,"10""",$155.00,MERGE → variable product,
Platinum Drywall Tools,Corner & Angle Tools,PT-3CF,"Platinum 3"" Angle Head Corner Finisher with Wheels (PT-3CF)",249.00,PT-3CFGROUP,Platinum Angle Head Corner Finisher With Wheels,Size,"3""",$249.00,MERGE → variable product,
Platinum Drywall Tools,Corner & Angle Tools,PT-CF3.5,"Platinum 3.5"" Angle Head Corner Finisher with Wheels (PT-CF3.5)",259.00,PT-3CFGROUP,Platinum Angle Head Corner Finisher With Wheels,Size,"3.5""",$249.00,MERGE → variable product,
Platinum Drywall Tools,Spotters,PT-2NS,"Platinum 2"" Nail Spotter (PT-2NS)",160.00,PT-2NSGROUP,Platinum Nail Spotter,Size,"2""",$160.00,MERGE → variable product,
Platinum Drywall Tools,Spotters,PT-3NS,"Platinum 3"" Nail Spotter (PT-3NS)",160.00,PT-2NSGROUP,Platinum Nail Spotter,Size,"3""",$160.00,MERGE → variable product,
TapeTech,Blades & Knives,TK10BSTT,"TapeTech 10"" Premium Blue Steel Taping Knife (TK10BSTT)",,TK10BSTTGROUP,Tapetech Premium Blue Steel Taping Knife,Width,"10""",,MERGE → variable product,
TapeTech,Blades & Knives,TK08BSTT,"TapeTech 8"" Premium Blue Steel Taping Knife (TK08BSTT)",,TK10BSTTGROUP,Tapetech Premium Blue Steel Taping Knife,Width,"8""",,MERGE → variable product,
TapeTech,Corner & Angle Tools,502F2,"2"" TapeTech Corner Finisher Blade Kit (502F2)",,502FGROUP,Tapetech Corner Finisher Blade Kit,Width,"2""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
TapeTech,Corner & Angle Tools,502F3,"3"" TapeTech Corner Finisher Blade Kit (502F3)",,502FGROUP,Tapetech Corner Finisher Blade Kit,Width,"3""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
TapeTech,Finishing Boxes,NS03TT,"3"" TapeTech EasyClean Nail Spotter (NS03TT)",,NS03TTGROUP,Tapetech Easyclean Nail Spotter,Size,"3""",,MERGE → variable product,
TapeTech,Finishing Boxes,NS02TT,"2"" TapeTech EasyClean Nail Spotter (NS02TT)",,NS03TTGROUP,Tapetech Easyclean Nail Spotter,Size,"2""",,MERGE → variable product,
TapeTech,Finishing Trowels,VABS050,"TapeTech 2"" Italian ABS Float (VABS050)",,VABSGROUP,Tapetech Italian Abs Float,Size,"2""",,MERGE → variable product,
TapeTech,Finishing Trowels,VABS130,"TapeTech 5"" Italian ABS Float (VABS130)",,VABSGROUP,Tapetech Italian Abs Float,Size,"5""",,MERGE → variable product,
TapeTech,Handles & Extensions,8134TT,"34"" EasyFinish Box Handle (8134TT)",,8134TTGROUP,Easyfinish Box Handle,Length,"34""",,MERGE → variable product,
TapeTech,Handles & Extensions,8154TT,"54"" EasyFinish Box Handle (8154TT)",,8134TTGROUP,Easyfinish Box Handle,Length,"54""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,300026F,"12"" TapeTech Flat Box Wiper (300026F)",,300026FGROUP,Tapetech Flat Box Wiper,Size,"12""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,200026F,"7"" TapeTech Flat Box Wiper (200026F)",,300026FGROUP,Tapetech Flat Box Wiper,Size,"7""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,501F3A,"3"" TapeTech Corner Finisher Repair Kit (501F3A)",,501F3AGROUP,Tapetech Corner Finisher Repair Kit,Size,"3""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
TapeTech,Repair Kits & Parts,501F2A,"2"" TapeTech Corner Finisher Repair Kit (501F2A)",,501F3AGROUP,Tapetech Corner Finisher Repair Kit,Size,"2""",,SKIP (bundle/kit – keep simple),Multi-item bundle; keep as separate simple products
TapeTech,Repair Kits & Parts,QB08QSX,"QuickBox QSX - 8.5"" (QB08QSX)",,QB08QSXGROUP,Quickbox Qsx -,Size,"8.5""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,QB06QSX,"QuickBox QSX - 6.5"" (QB06QSX)",,QB08QSXGROUP,Quickbox Qsx -,Size,"6.5""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,050110F,Driver Shaft (050110F),,050110FGROUP,Driver Shaft,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,052121F,Driver Shaft (052121F),,050110FGROUP,Driver Shaft,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,250009,"10"" Shim (250009)",,VAR-250009,Shim,Size,"10""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,300009,"12"" Shim (300009)",,VAR-250009,Shim,Size,"12""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,300040F,"12"" Tie Rod (300040F)",,300040FGROUP,Tie Rod,Size,"12""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,250040F,"10"" Tie Rod (250040F)",,300040FGROUP,Tie Rod,Size,"10""",,MERGE → variable product,
TapeTech,Repair Kits & Parts,202036,Shoulder Screw (202036),,VAR-202036,Shoulder Screw,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,210059,Shoulder Screw (210059),,VAR-202036,Shoulder Screw,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,054075,Tape Runner Assembly (054075),,VAR-054075,Tape Runner Assembly,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,054104,Tape Runner Assembly (054104),,VAR-054075,Tape Runner Assembly,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,920003,Ball Coupling (920003),,VAR-920003,Ball Coupling,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,402033,Ball Coupling (402033),,VAR-920003,Ball Coupling,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,450021,Blade Tension Spring (450021),,VAR-450021,Blade Tension Spring,Width,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,450005,Blade Tension Spring (450005),,VAR-450021,Blade Tension Spring,Width,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,050099F,Bushing Head (050099F),,050099FGROUP,Bushing Head,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,050086F,Bushing Head (050086F),,050099FGROUP,Bushing Head,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,489029,"Screw, 6-32 x 5/8 (489029)",,VAR-489029,"Screw, 6-32 X 5/8",Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,219080,"Screw, 6-32 x 5/8 (219080)",,VAR-489029,"Screw, 6-32 X 5/8",Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,251025G,Side Plate (251025G),,251025GGROUP,Side Plate,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,251023G,Side Plate (251023G),,251025GGROUP,Side Plate,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,050023F,Spacer Bar (050023F),,050023FGROUP,Spacer Bar,Size,,,MERGE → variable product,
TapeTech,Repair Kits & Parts,050090F,Spacer Bar (050090F),,050023FGROUP,Spacer Bar,Size,,,MERGE → variable product,
TapeTech,Tools,MP12TT,"TapeTech 12"" Premium Mud Pan (MP12TT)",,MP12TTGROUP,Tapetech Premium Mud Pan,Size,"12""",,MERGE → variable product,
TapeTech,Tools,MP14TT,"TapeTech 14"" Premium Mud Pan (MP14TT)",,MP12TTGROUP,Tapetech Premium Mud Pan,Size,"14""",,MERGE → variable product,
