brand,model,schematic_key,normalized_sku,display_id,part_name,quantity,notes,source_confidence
TapeTech,42TT,42TT/schematic_data.json,"359005
X 2","359005
X 2",Screw: 6-32 X 1/4 Bind Hd.,1,name_source=researched,high
TapeTech,42TT,42TT/schematic_data.json,402002F,402002F,Spring Retainer,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,402006,402006,Insert Socket,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,402012,402012,Ball Retainer,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,402019,402019,Frame Stop,2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,409010,409010,Spring,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,409011,409011,Skid,2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,420009,420009,"Blade, Carbide, 2.5"" C.F.",2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,420015,420015,"EasyRoll Frame, 2.5"", Left",1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,420016,420016,"EasyRoll Frame, 2.5"", Right",1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,426001,426001,"EasyRoll Head, 2.5"", Universal",1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,480002F,480002F,Wear Pad,2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,480017F,480017F,Center Clip,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,480021,480021,Inside Tension Spring,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,480230,480230,Head Frame Stop,2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,484014F,484014F,Center Clip Ass'Y,1,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,489013,489013,6-32 X 1/8 Setscrew,12,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,489022,489022,"Screw, 4-40 X 31/64",2,name_source=frontend,high
TapeTech,42TT,42TT/schematic_data.json,"489037
X 4","489037
X 4","Part (489037
X 4)",1,name_source=frontend; generic_name=true,medium
TapeTech,48TT,48TT/schematic_data.json,059037,059037,Screw 4-40 X 1/4 Bind Hd. S.S,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,059084,059084,Setscrew,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,059091,059091,"Screw 6-32 X 1/2 Slotted Fil. Hd., S.S.",1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,359005,359005,Screw: 6-32 X 1/4 Bind Hd.,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,402002F,402002F,4800Spring Retainer,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,402006,402006,Insert Socket,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,402012,402012,Ball Retainer,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,409010,409010,Spring,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,409011,409011,Skid,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,450009F,450009F,"Blade, Carbide, 3"" C.F.",2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480002F,480002F,4040Wear Pad,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480005,480005,Outside Tension Spring,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480007F,480007F,"Adjust Arm, Right",1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480008F,480008F,"Adjust Arm, Left",1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480015F,480015F,"Easyroll Frame, Left",1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480016F,480016F,"Easyroll Frame, Right",1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480017E,480017E,Center Clip,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480021,480021,Inside Tension Spring,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480026,480026,"Wheel, Grooved",2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,480027,480027,Bushing,2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,484014F,484014F,Center Clip Ass'Y,1,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,486001F,486001F,"3"" Cf Head Easyroll, No Logo",1,name_source=frontend; missing_hotspot=true,medium
TapeTech,48TT,48TT/schematic_data.json,489013,489013,6-32 X 1/8 Setscrew,12,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,489020,489020,"Screw, 4-40 X 5/16 Nylock Pan Hd.",2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,489022,489022,"Screw, 4-40 X 31/64",2,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,489023,489023,"Flat Washer, #6 S.S.",4,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,489028,489028,"O""Ring 568-108",4,name_source=frontend,high
TapeTech,48TT,48TT/schematic_data.json,489029,489029,"Screw, 6-32 X 5/8 Soc. Hd. S.S.",2,name_source=frontend,high
TapeTech,76TT,76TT/schematic_data.json,209030,209030,Part (209030),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,700002F,700002F,Piston Rod S.S.,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,700004F,700004F,Gland,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,700005,700005,Part (700005),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,700010F,700010F,Valve Disk,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,700015F,700015F,Link,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,700029,700029,Part (700029),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,700036,700036,Stud 5/16-24 1-7/16,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,700037,700037,"Nut, Special",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,706030B,706030B,Part (706030B),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,709006,709006,1/4-20 x 5 /8 Capscrew Socket Hd.,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,709007,709007,Part (709007),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,709012,709012,Part (709012),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,709023,709023,5/16-18 x 7/8 Capsrew Hex Hd. 18-8,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,709024,709024,"Lockwasher, Med",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,709052 X 2,709052 X 2,Stopnut 1/4-20 Elastic Thin Pat,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,709055,709055,Part (709055),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,709056,709056,Hex Nut 10-24 S.S.,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,720045,720045,Part (720045),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,722003G,722003G,"Pump Cylinder, Universal, Gold",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,722070,722070,Pump Foot Wireform,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,724001,724001,"Pump Head Replacement, Universal",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,724061F,724061F,Draw Latch Assembly,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,724065,724065,Part (724065),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,726018,726018,Pump Handle Assembly,1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,729009,729009,"Wiper, U-Cup",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,729027,729027,Part (729027),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,729061,729061,Part (729061),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,729063,729063,Part (729063),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,729064,729064,"8-32 X 3/8 Slotted Binding Head Screw, S",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,729071,729071,"Flange O-Ring, -322",1,name_source=researched,high
TapeTech,76TT,76TT/schematic_data.json,729072,729072,Part (729072),1,name_source=frontend; generic_name=true,medium
TapeTech,76TT,76TT/schematic_data.json,762011,762011,"Foot Valve, Universal",1,name_source=researched,high
TapeTech,80XXTT,80XXTT/schematic_data.json,000280,000280,Part (000280),1,name_source=frontend; generic_name=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,059012,059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,059143,059143,Cotter Pin 1/16 X 1/2 SST.,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,059217,059217,Screw 4-40 X 3/8 Bind. Hd. S.S,2,name_source=frontend; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,059260,059260,Nut 8-32 Hex. H.D. S.S,1,name_source=frontend; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,609012,609012,Stopnut 4-40 S.S,2,name_source=frontend; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,702031F,702031F,Handle Ball,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800008,800008,Pivot Arm,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800016,800016,Quadrant,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800018F,800018F,"Connector Plate, Notched",1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800021F,800021F,Pin,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800027,800027,"Connector, Short",1,name_source=researched,high
TapeTech,80XXTT,80XXTT/schematic_data.json,800037,800037,Part (800037),1,name_source=frontend; generic_name=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,801000,801000,Part (801000),1,name_source=frontend; generic_name=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,801009,801009,Coupling Pin,1,name_source=researched; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,8034TT= 800134G 8042TT= 800142G 8054TT= 800154G 8072TT= 800172G,8034TT= 800134G 8042TT= 800142G 8054TT= 800154G 8072TT= 800172G,Handle Tube,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,8034TT= 804234 8042TT= 804242 8054TT= 804254 8072TT= 804272,8034TT= 804234 8042TT= 804242 8054TT= 804254 8072TT= 804272,Connector Assy.,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,804003F,804003F,Grip Assembly,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,804024,804024,Part (804024),1,name_source=frontend; generic_name=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,808015F,808015F,Hinge Assy,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,808017,808017,Part (808017),1,name_source=frontend; generic_name=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,809004,809004,8-32 x 3/4 Hex Soc Set Screw,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,809011,809011,Thumbscrew 5/16 - 18 X 3/4 Dog Point,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,809012,809012,8-32 X 3/8 Hex Socket Capscrew 18-8 S.S.,4,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,809017,809017,"#8 Reg. Spring Helical Lockwasher, Sst.",4,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,809024,809024,Stscrew 1/4-28X1/4,2,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,809025,809025,Slotted Spring Pin 1/8 X 3/4 Sst.,1,name_source=frontend,high
TapeTech,80XXTT,80XXTT/schematic_data.json,810027,810027,Short Connector,1,name_source=frontend; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,810028,810028,Swivel Axle,1,name_source=frontend; missing_hotspot=true,medium
TapeTech,80XXTT,80XXTT/schematic_data.json,810029,810029,Connector Coupling,2,name_source=frontend; missing_hotspot=true,medium
TapeTech,81XXTT,81XXTT/schematic_data.json,059012,059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,059143,059143,Cotter Pin 1/16 X 1/2 SST.,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,059217,059217,Screw 4-40 X 3/8 Bind. Hd. S.S,2,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,059260,059260,Nut 8-32 Hex. H.D. S.S,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,609012,609012,Stopnut 4-40 S.S,2,name_source=frontend; missing_hotspot=true,medium
TapeTech,81XXTT,81XXTT/schematic_data.json,702031F,702031F,Handle Ball,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,800008,800008,Pivot Arm,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,800012,800012,Part (800012),1,name_source=frontend; generic_name=true,medium
TapeTech,81XXTT,81XXTT/schematic_data.json,800016,800016,Quadrant,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,800018F,800018F,"Connector Plate, Notched",1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,800021F,800021F,Pin,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,801009,801009,Coupling Pin,1,name_source=researched; missing_hotspot=true,medium
TapeTech,81XXTT,81XXTT/schematic_data.json,804003F,804003F,Grip Assembly,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,808015F,808015F,Hinge Assy,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809004,809004,8-32 x 3/4 Hex Soc Set Screw,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809011,809011,Thumbscrew 5/16 - 18 X 3/4 Dog Point,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809012,809012,8-32 X 3/8 Hex Socket Capscrew 18-8 S.S.,4,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809017,809017,"#8 Reg. Spring Helical Lockwasher, Sst.",4,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809024,809024,Stscrew 1/4-28X1/4,2,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,809025,809025,Slotted Spring Pin 1/8 X 3/4 Sst.,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,810027,810027,Short Connector,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,810028,810028,Swivel Axle,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,810029,810029,Connector Coupling,2,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,8134TT= 814234 8142TT= 814242 8154TT= 814254 8172TT= 814272,8134TT= 814234 8142TT= 814242 8154TT= 814254 8172TT= 814272,Connector Assy.,1,name_source=frontend,high
TapeTech,81XXTT,81XXTT/schematic_data.json,8134TT= 818134G 8142TT= 818142G 8154TT= 818154G 8172TT= 818172G,8134TT= 818134G 8142TT= 818142G 8154TT= 818154G 8172TT= 818172G,"Curved Handle Tube, Gold",1,name_source=frontend,high
TapeTech,85T,85T/schematic_data.json,709034,709034,Part (709034),1,name_source=frontend; generic_name=true,medium
TapeTech,85T,85T/schematic_data.json,856003F,856003F,Part (856003F),1,name_source=frontend; generic_name=true,medium
TapeTech,85T,85T/schematic_data.json,859016 X 2,859016 X 2,Part (859016 X 2),1,name_source=frontend; generic_name=true,medium
TapeTech,85T,85T/schematic_data.json,861014,861014,Gooseneck Spacer,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,059018,059018,Part (059018),1,name_source=frontend; generic_name=true; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,medium
TapeTech,88TTE,88TTE/schematic_data_1.json,190002,190002,Block,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,190033,190033,Adjuster,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,190034,190034,Coupler,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,190036,190036,Pin,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,191001,191001,Lever,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,191006,191006,Pin,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,191007,191007,Rod,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,196002,196002,Part (196002),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data.json,196003,196003,"Hinge Casting, No-Logo",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,199010,199010,8-32 X 3/8 Set Screw Fl. Point Hex. Soc.,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,199011,199011,Part (199011),1,name_source=frontend; generic_name=true; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,medium
TapeTech,88TTE,88TTE/schematic_data.json,219080,219080,"Screw, 6-32 X 5/8 Binder hd 18-8 SS",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,"2X 059037
LOCTITE 243","2X 059037
LOCTITE 243","Part (2X 059037
LOCTITE 243)",1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data.json,"2X 059127
LOCTITE 243","2X 059127
LOCTITE 243","Part (2X 059127
LOCTITE 243)",1,name_source=frontend; generic_name=true; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,medium
TapeTech,88TTE,88TTE/schematic_data.json,"2X 889033
LOCTITE 243","2X 889033
LOCTITE 243","Part (2X 889033
LOCTITE 243)",1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_1.json,"2X 889035
LOCTITE 243","2X 889035
LOCTITE 243",6-32 X 1/4 Pan Head Screw 18-8 S.S.,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,2X 889055,2X 889055,Nylon Spacer,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,"2X 889062
LOCTITE 243","2X 889062
LOCTITE 243","10-32 x 3/4 Hex Soc Cap Scr, SST",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,499023,499023,4-40 X 3/16 Flat Head Screw 18-8,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,"4X 889035
LOCTITE 243","4X 889035
LOCTITE 243",6-32 X 1/4 Pan Head Screw 18-8 S.S.,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,811018,811018,"Connector Plate, Notched",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,819038,819038,Grip Adjuster Spring,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,880004,880004,Rear Brake Lever Bracket,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,880006F,880006F,Master Link,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json|88TTE/schematic_data_2.json,high
TapeTech,88TTE,88TTE/schematic_data.json,880028,880028,Compression Spring,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,880038,880038,Connecting Rod,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,880042,880042,Rubber Grip Handle,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,880053,880053,Lock Block,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,881005,881005,Rear Brake Lever,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,882001G,882001G,"Exterior Tube, TapeTech",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,882002,882002,Profile Extrusion,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,882013,882013,Locking Pin,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,882016,882016,Guide Plug,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,882039,882039,Spring Housing,1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data_2.json,883003,883003,Part (883003),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,883011,883011,Part (883011),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,883014,883014,Part (883014),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,"889015
LOCTITE 243","889015
LOCTITE 243","Part (889015
LOCTITE 243)",1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,889016,889016,"1/4 X 1-1/4 Spring Pin, 18-8 S.S.",1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,889017,889017,Conical Spring,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data.json,889027,889027,"Lockwasher, Special",1,name_source=researched; duplicate_schematic_keys=88TTE/schematic_data.json|88TTE/schematic_data_1.json,high
TapeTech,88TTE,88TTE/schematic_data.json,"889035 SECURED WITH
039018 LOCKNUT ON
INTERIOR OF 882002","889035 SECURED WITH
039018 LOCKNUT ON
INTERIOR OF 882002",Profile Extrusion,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_1.json,"889035 SECURED WITH
059018 LOCKNUT ON
INTERIOR OF 882002","889035 SECURED WITH
059018 LOCKNUT ON
INTERIOR OF 882002",Profile Extrusion,1,name_source=researched,high
TapeTech,88TTE,88TTE/schematic_data_2.json,889057,889057,Part (889057),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_1.json,A,A,Part (A),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_1.json,B,B,Part (B),1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,"DETAIL A
SCALE 3 : 4","DETAIL A
SCALE 3 : 4","Part (DETAIL A
SCALE 3 : 4)",1,name_source=frontend; generic_name=true,medium
TapeTech,88TTE,88TTE/schematic_data_2.json,"DETAIL B
SCALE 3 : 4","DETAIL B
SCALE 3 : 4","Part (DETAIL B
SCALE 3 : 4)",1,name_source=frontend; generic_name=true,medium
TapeTech,90T,90T/schematic_data.json,700042,700042,Lanyard,1,name_source=frontend,high
TapeTech,90T,90T/schematic_data.json,704040,704040,"Filler Tube, Assy.",1,name_source=frontend,high
TapeTech,90T,90T/schematic_data.json,709034,709034,O'Ring 568-210 Buna,1,name_source=frontend,high
TapeTech,90T,90T/schematic_data.json,709043,709043,"#63 ""S"" Hook 18-8 S.S.",2,name_source=frontend,high
TapeTech,90T,90T/schematic_data.json,722039,722039,Discharge Tube,1,name_source=frontend,high
TapeTech,CA07TT,CA07TT/schematic_data.json,050064,050064,Part (050064),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"059012
X 4","059012
x 4","Part (059012
x 4)",1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"059051
X 2","059051
x 2","Part (059051
x 2)",1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,059061F,059061F,Valve Spring,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,059084,059084,Part (059084),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"059156
X 3","059156
x 3","Part (059156
x 3)",1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,059225,059225,Nut 10-32 Elastic,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,352002F,352002F,Valve Holder,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,354003F,354003F,Part (354003F),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"359005
X 2","359005
x 2",Screw: 6-32 X 1/4 Bind Hd.,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,359060,359060,Part (359060),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,500003F,500003F,Part (500003F),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,500018,500018,Pressure Plate,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,500028,500028,"Wiper, 7"" Wiper",1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,502005F,502005F,Pivot,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,"502006
X 2","502006
x 2","Bearing, Pivot",1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,"502007
X 2","502007
x 2",5L7D-Type 4 Nyliner,1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,502019,502019,Part (502019),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,502034,502034,Part (502034),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,506001G,506001G,"7"" Housing",1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,506009,506009,"Cone, Stainless Steel",1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,"509008
X 2","509008
x 2","Screw, 10-32 X 1/2 Bind Hd S.S.",1,name_source=researched,high
TapeTech,CA07TT,CA07TT/schematic_data.json,551005,551005,Part (551005),1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"559005
X 2","559005
x 2","Part (559005
x 2)",1,name_source=frontend; generic_name=true,medium
TapeTech,CA07TT,CA07TT/schematic_data.json,"559017
X 2","559017
x 2","Screw, Hex Head",1,name_source=researched,high
