filename,white_ratio,face_count,action,reason
cfs8034tt_01.webp,0.965057,0,keep,
cfs8034tt_02.webp,0.938507,0,keep,
cfs8034tt_03.webp,0.805450,0,keep,
cfs8034tt_04.webp,0.918228,0,keep,
cfs8034tt_05.webp,0.881073,0,keep,
cfs8047tt_01.webp,0.976624,0,keep,
cfs8047tt_02.webp,0.964066,0,keep,
cfs8047tt_03.webp,0.805283,0,keep,
cfs8047tt_04.webp,0.908829,0,keep,
cfs8047tt_05.webp,0.881073,0,keep,
cfs8060tt_01.webp,0.977448,0,keep,
cfs8060tt_02.webp,0.974075,0,keep,
cfs8060tt_03.webp,0.804886,0,keep,
cfs8060tt_04.webp,0.908691,0,keep,
cfs8060tt_05.webp,0.881073,0,keep,
cfs8072tt_01.webp,0.979156,0,keep,
cfs8072tt_02.webp,0.908829,0,keep,
cfs8072tt_03.webp,0.881454,0,keep,
cfs8072tt_04.webp,0.977066,0,keep,
cfs8072tt_05.webp,0.805389,0,keep,
cfstcc_01.webp,0.938934,0,keep,
cfstcc_02.webp,0.839203,0,keep,
cfstcc_03.webp,0.718338,0,keep,
cfstcc_04.webp,0.711975,0,keep,
cfstcc_05.webp,0.706360,0,keep,
cftt_01.webp,0.748993,0,keep,
cftt_02.webp,0.000046,0,remove,non_white_background
cftt_03.webp,0.000320,0,remove,non_white_background
cftt_04.webp,0.000000,0,remove,non_white_background
cftt_05.webp,0.000000,0,remove,non_white_background
ch55tt_01.webp,0.405624,0,keep,
ch55tt_02.webp,0.529572,0,keep,
ch55tt_03.webp,0.345459,0,keep,
ch55tt_04.webp,0.000015,0,remove,non_white_background
ch55tt_05.webp,0.000031,0,remove,non_white_background
ch55tt_06.webp,0.000000,0,remove,non_white_background
ch75tt_01.webp,0.425797,0,keep,
ch75tt_02.webp,0.437332,0,keep,
ch75tt_03.webp,0.381424,0,keep,
ch75tt_04.webp,0.000031,0,remove,non_white_background
ch75tt_05.webp,0.000031,0,remove,non_white_background
ch75tt_06.webp,0.000000,0,remove,non_white_background
ch83tt_01.webp,0.251083,0,keep,
ch83tt_02.webp,0.214279,0,keep,
ch83tt_03.webp,0.327332,0,keep,
ch83tt_04.webp,0.000031,0,remove,non_white_background
ch83tt_05.webp,0.000031,0,remove,non_white_background
ch83tt_06.webp,0.000000,0,remove,non_white_background
ch90tt_01.webp,0.314697,0,keep,
ch90tt_02.webp,0.314575,0,keep,
ch90tt_03.webp,0.537506,0,keep,
ch90tt_04.webp,0.000015,0,remove,non_white_background
ch90tt_05.webp,0.000031,0,remove,non_white_background
ch90tt_06.webp,0.000000,0,remove,non_white_background
ck06cstt_01.webp,0.819595,0,keep,
ck06cstt_02.webp,0.898758,0,keep,
ck06cstt_03.webp,0.000000,0,remove,non_white_background
ck06cstt_04.webp,0.839722,0,keep,
ck06cstt_05.webp,0.842896,0,keep,
cn-tt_01.webp,0.848999,0,keep,
cn-tt_02.webp,0.831223,0,keep,
cn-tt_03.webp,0.680344,0,keep,
cna-tt_01.webp,0.868637,0,keep,
cna-tt_02.webp,0.924683,0,keep,
cna-tt_03.webp,0.932129,0,keep,
cna-tt_04.webp,0.937363,0,keep,
cna-tt_05.webp,0.854218,0,keep,
cna-tt_06.webp,0.694824,0,keep,
croll02_01.webp,0.931061,0,keep,
croll02_02.webp,0.956390,0,keep,
croll02_03.webp,0.936935,0,keep,
croll02_04.webp,0.938446,0,keep,
croll02_05.webp,0.944412,0,keep,
croll04_01.webp,0.952728,0,keep,
croll04_02.webp,0.953278,0,keep,
croll04_03.webp,0.951477,0,keep,
croll09_01.webp,0.912262,0,keep,
croll09_02.webp,0.910782,0,keep,
croll09_03.webp,0.915039,0,keep,
croll12_01.webp,0.874222,0,keep,
croll12_02.webp,0.868835,0,keep,
croll12_03.webp,0.872391,0,keep,
crollhan2_01.webp,0.969116,0,keep,
crollhan2_02.webp,0.980103,0,keep,
crollhan2_03.webp,0.967880,0,keep,
crollhan2_04.webp,0.950623,0,keep,
crollhan2_05.webp,0.000000,0,remove,non_white_background
ct24tt_01.webp,0.867859,0,keep,
ct24tt_02.webp,0.002975,0,remove,non_white_background
ct24tt_03.webp,0.000000,0,remove,non_white_background
ct24tt_04.webp,0.000000,0,remove,non_white_background
ct24tt_05.webp,0.000000,0,remove,non_white_background
ct36tt_01.webp,0.900009,0,keep,
ct36tt_02.webp,0.002975,0,remove,non_white_background
ct36tt_03.webp,0.000000,0,remove,non_white_background
ct36tt_04.webp,0.000000,0,remove,non_white_background
ct36tt_05.webp,0.000000,0,remove,non_white_background
ct42tt_01.webp,0.915680,0,keep,
ct42tt_02.webp,0.002975,0,remove,non_white_background
ct42tt_03.webp,0.000000,0,remove,non_white_background
ct42tt_04.webp,0.000000,0,remove,non_white_background
ct42tt_05.webp,0.000000,0,remove,non_white_background
cta01tt_01.webp,0.826996,0,keep,
cta01tt_02.webp,0.758820,0,keep,
cta01tt_03.webp,0.869614,0,keep,
cta01tt_04.webp,0.664886,0,keep,
cta01tt_05.webp,0.005447,0,remove,non_white_background
ctbxc_01.webp,0.706039,0,keep,
ctfill_01.webp,0.724503,0,keep,
ctpmp_01.webp,0.642151,1,remove,human_face_detected
ctpmp_02.webp,0.007446,1,remove,non_white_background;human_face_detected
ctpmp_03.webp,0.000122,0,remove,non_white_background
ctpmp_04.webp,0.000153,0,remove,non_white_background
ctpmp_05.webp,0.002762,0,remove,non_white_background
ctvlv_01.webp,0.821625,0,keep,
eex10090_01.webp,0.770248,0,keep,
eex125135_01.webp,0.804031,0,keep,
eex15090_01.webp,0.754974,0,keep,
eex200135_01.webp,0.813705,0,keep,
eex20090_01.webp,0.732910,0,keep,
eex275135_01.webp,0.793808,0,keep,
eex5090_01.webp,0.798157,0,keep,
eex7590_01.webp,0.777695,0,keep,
eexset3135_01.webp,0.832596,0,keep,
eexset590_01.webp,0.871902,0,keep,
ehc07_01.webp,0.708115,0,keep,
ehc07_02.webp,0.645935,0,keep,
ehc07_03.webp,0.456116,0,keep,
ehc07_04.webp,0.458450,0,keep,
ehc07_05.webp,0.364487,0,keep,
ehc07_06.webp,0.000214,0,remove,non_white_background
ehc07_07.webp,0.005112,0,remove,non_white_background
ehc07_08.webp,0.000000,0,remove,non_white_background
ehc07_09.webp,0.000000,0,remove,non_white_background
ehc07_10.webp,0.000183,0,remove,non_white_background
ehc07_11.webp,0.000259,0,remove,non_white_background
ehc07_12.webp,0.000214,0,remove,non_white_background
ehc07_13.webp,0.000290,0,remove,non_white_background
ehc10_01.webp,0.693695,0,keep,
ehc10_02.webp,0.645935,0,keep,
ehc10_03.webp,0.000214,0,remove,non_white_background
ehc10_04.webp,0.397964,0,keep,
ehc10_05.webp,0.454376,0,keep,
ehc10_06.webp,0.456070,0,keep,
ehc10_07.webp,0.000000,0,remove,non_white_background
ehc10_08.webp,0.000290,0,remove,non_white_background
ehc10_09.webp,0.000214,0,remove,non_white_background
ehc10_10.webp,0.000259,0,remove,non_white_background
ehc10_11.webp,0.000183,0,remove,non_white_background
ehc10_12.webp,0.000137,0,remove,non_white_background
ehc10_13.webp,0.000000,0,remove,non_white_background
ehc12_01.webp,0.726746,0,keep,
ehc12_02.webp,0.627625,0,keep,
ehc12_03.webp,0.616837,0,keep,
ehc12_04.webp,0.442062,0,keep,
ehc12_05.webp,0.386429,0,keep,
ehc12_06.webp,0.000214,0,remove,non_white_background
ehc12_07.webp,0.000000,0,remove,non_white_background
ehc12_08.webp,0.000000,0,remove,non_white_background
ehc12_09.webp,0.019821,0,remove,non_white_background
ehc12_10.webp,0.000046,0,remove,non_white_background
ehc12_11.webp,0.000183,0,remove,non_white_background
ehc12_12.webp,0.000259,0,remove,non_white_background
ehc12_13.webp,0.000214,0,remove,non_white_background
ehc12_14.webp,0.000290,0,remove,non_white_background
eifsand-flexdrive_01.webp,0.928391,0,keep,
eifsand-flexdrive_02.webp,0.922729,0,keep,
eifsand-flexdrive_03.webp,0.886383,0,keep,
eifsand-flexdrive_04.webp,0.890656,0,keep,
eifsand-flexdrive_05.webp,0.912170,0,keep,
ein10090_01.webp,0.747101,0,keep,
ein15090_01.webp,0.694809,0,keep,
ein20090_01.webp,0.690643,0,keep,
ein5090_01.webp,0.862793,0,keep,
ein7590_01.webp,0.762405,0,keep,
einset590_01.webp,0.864670,0,keep,
ez07tt_01.webp,0.747528,0,keep,
ez07tt_02.webp,0.658920,0,keep,
ez07tt_03.webp,0.612152,0,keep,
ez07tt_04.webp,0.000702,0,remove,non_white_background
ez07tt_05.webp,0.004257,0,remove,non_white_background
ez07tt_06.webp,0.000229,0,remove,non_white_background
ez07tt_07.webp,0.000198,0,remove,non_white_background
ez07tt_08.webp,0.000259,0,remove,non_white_background
ez07tt_09.webp,0.000198,0,remove,non_white_background
ez07tt_10.webp,0.000275,0,remove,non_white_background
ez10tt_01.webp,0.653976,0,keep,
ez10tt_02.webp,0.654327,0,keep,
ez10tt_03.webp,0.653397,0,keep,
ez10tt_04.webp,0.627441,0,keep,
ez10tt_05.webp,0.559769,0,keep,
ez10tt_06.webp,0.392349,0,keep,
ez10tt_07.webp,0.000214,0,remove,non_white_background
ez10tt_08.webp,0.015625,0,remove,non_white_background
ez10tt_09.webp,0.034409,0,remove,non_white_background
ez10tt_10.webp,0.170441,0,keep,
ez10tt_11.webp,0.000183,0,remove,non_white_background
ez10tt_12.webp,0.000259,0,remove,non_white_background
ez10tt_13.webp,0.000214,0,remove,non_white_background
ez10tt_14.webp,0.000290,0,remove,non_white_background
ez12tt_01.webp,0.696365,0,keep,
ez12tt_02.webp,0.696472,0,keep,
ez12tt_03.webp,0.722809,0,keep,
ez12tt_04.webp,0.609726,0,keep,
ez12tt_05.webp,0.671387,0,keep,
ez12tt_06.webp,0.398880,0,keep,
ez12tt_07.webp,0.000214,0,remove,non_white_background
ez15tt_01.webp,0.658768,0,keep,
ez15tt_02.webp,0.715363,0,keep,
ez15tt_03.webp,0.834442,0,keep,
ez15tt_04.webp,0.800598,0,keep,
ez15tt_05.webp,0.806747,0,keep,
ez15tt_06.webp,0.001328,0,remove,non_white_background
ez15tt_07.webp,0.000046,0,remove,non_white_background
ez15tt_08.webp,0.000000,0,remove,non_white_background
ez15tt_09.webp,0.000000,0,remove,non_white_background
ez15tt_10.webp,0.000183,0,remove,non_white_background
ez15tt_11.webp,0.000259,0,remove,non_white_background
ez15tt_12.webp,0.000214,0,remove,non_white_background
ez15tt_13.webp,0.000290,0,remove,non_white_background
ezcover07_01.webp,0.491837,0,keep,
ezroll-kit_01.webp,0.804550,0,keep,
fhtt-cc_01.webp,0.928314,0,keep,
fhtt-cc_02.webp,0.945175,0,keep,
fhtt-cc_03.webp,0.940399,0,keep,
fhtt-cc_04.webp,0.941483,0,keep,
fhtt-cc_05.webp,0.007553,0,remove,non_white_background
fhtt-cc_06.webp,0.009872,0,remove,non_white_background
fhtt-cc_07.webp,0.000000,0,remove,non_white_background
fhtt_01.webp,0.975372,0,keep,
fhtt_02.webp,0.832611,0,keep,
fhtt_03.webp,0.906128,0,keep,
fhtt_04.webp,0.920013,0,keep,
fhtt_05.webp,0.891983,0,keep,
fhtt_06.webp,0.785004,0,keep,
gsr-tt_01.webp,0.930130,0,keep,
gsr-tt_02.webp,0.920853,0,keep,
gsr-tt_03.webp,0.899643,0,keep,
hwk001-ps_01.webp,0.616501,0,keep,
hwk001-ps_02.webp,0.627487,0,keep,
hwk002-blk_01.webp,0.596481,0,keep,
hwk002-blk_02.webp,0.705322,0,keep,
hwk002-blk_03.webp,0.707626,0,keep,
jk01sstt_01.webp,0.927933,0,keep,
jk01sstt_02.webp,0.000000,0,remove,non_white_background
jk01sstt_03.webp,0.000000,0,remove,non_white_background
jk01sstt_04.webp,0.000015,0,remove,non_white_background
jk01sstt_05.webp,0.000000,0,remove,non_white_background
jk02sstt_01.webp,0.910110,0,keep,
jk02sstt_02.webp,0.000000,0,remove,non_white_background
jk02sstt_03.webp,0.000000,0,remove,non_white_background
jk02sstt_04.webp,0.000015,0,remove,non_white_background
jk02sstt_05.webp,0.000000,0,remove,non_white_background
jk03sstt_01.webp,0.867462,0,keep,
jk03sstt_02.webp,0.858871,0,keep,
jk03sstt_03.webp,0.887970,0,keep,
jk03sstt_04.webp,0.893677,0,keep,
jk03sstt_05.webp,0.844482,0,keep,
jk04cstt_01.webp,0.873260,0,keep,
jk04cstt_02.webp,0.000000,0,remove,non_white_background
jk04cstt_03.webp,0.000015,0,remove,non_white_background
jk04cstt_04.webp,0.000000,0,remove,non_white_background
jk04cstt_05.webp,0.000000,0,remove,non_white_background
jk04sstt_01.webp,0.870895,0,keep,
jk04sstt_02.webp,0.000000,0,remove,non_white_background
jk04sstt_03.webp,0.000000,0,remove,non_white_background
jk04sstt_04.webp,0.000015,0,remove,non_white_background
jk04sstt_05.webp,0.000000,0,remove,non_white_background
jk05cstt_01.webp,0.858292,0,keep,
jk05cstt_02.webp,0.000000,0,remove,non_white_background
jk05cstt_03.webp,0.000015,0,remove,non_white_background
jk05cstt_04.webp,0.000000,0,remove,non_white_background
jk05cstt_05.webp,0.000000,0,remove,non_white_background
jk05sstt_01.webp,0.853622,0,keep,
jk05sstt_02.webp,0.000000,0,remove,non_white_background
jk05sstt_03.webp,0.000000,0,remove,non_white_background
jk05sstt_04.webp,0.000015,0,remove,non_white_background
jk05sstt_05.webp,0.000000,0,remove,non_white_background
jk06cstt_01.webp,0.840790,0,keep,
jk06cstt_02.webp,0.000000,0,remove,non_white_background
jk06cstt_03.webp,0.000015,0,remove,non_white_background
jk06cstt_04.webp,0.000000,0,remove,non_white_background
jk06cstt_05.webp,0.000000,0,remove,non_white_background
jk06sstt_01.webp,0.833801,0,keep,
jk06sstt_02.webp,0.000000,0,remove,non_white_background
jk06sstt_03.webp,0.000000,0,remove,non_white_background
jk06sstt_04.webp,0.000015,0,remove,non_white_background
jk06sstt_05.webp,0.000000,0,remove,non_white_background
mp12tt_01.webp,0.610153,0,keep,
mp12tt_02.webp,0.000000,0,remove,non_white_background
mp12tt_03.webp,0.029205,0,remove,non_white_background
mp12tt_04.webp,0.000000,0,remove,non_white_background
mp12tt_05.webp,0.853409,0,keep,
mp12tt_06.webp,0.842163,0,keep,
mp14tt_01.webp,0.660370,0,keep,
mr01tt_01.webp,0.812561,0,keep,
mr01tt_02.webp,0.957642,0,keep,
mr01tt_03.webp,0.000000,0,remove,non_white_background
mr01tt_04.webp,0.000336,0,remove,non_white_background
mr01tt_05.webp,0.000015,0,remove,non_white_background
mr01tt_06.webp,0.000458,0,remove,non_white_background
mrcase_01.webp,0.661926,0,keep,
mrcase_02.webp,0.001114,0,remove,non_white_background
mrcase_03.webp,0.092697,0,remove,non_white_background
mrcase_04.webp,0.139969,0,keep,
mrx01tt_01.webp,0.722992,0,keep,
mws-acc_01.webp,0.527969,0,keep,
mws-pk01_01.webp,0.787018,0,keep,
mws-pk01_02.webp,0.823837,0,keep,
mws-pk01_03.webp,0.815933,0,keep,
mws01-lw_01.webp,0.805130,0,keep,
mws01-lw_02.webp,0.633926,0,keep,
mws01-lw_03.webp,0.697266,0,keep,
mws01-tt_01.webp,0.765594,0,keep,
mws01-tt_02.webp,0.708603,0,keep,
mws01-tt_03.webp,0.633957,0,keep,
mws01-tt_04.webp,0.334747,0,keep,
mws01-tt_05.webp,0.334900,0,keep,
mws01-tt_06.webp,0.340210,0,keep,
mws01-tt_07.webp,0.759506,0,keep,
mws01-tt_08.webp,0.763031,0,keep,
mws01-tt_09.webp,0.478027,0,keep,
mws01-tt_10.webp,0.407196,0,keep,
mws01-tt_11.webp,0.587601,0,keep,
mws01-tt_12.webp,0.005341,0,remove,non_white_background
mws01-tt_13.webp,0.000015,0,remove,non_white_background
mws01-tt_14.webp,0.000748,0,remove,non_white_background
mws01-tt_15.webp,0.000153,0,remove,non_white_background
mws01-tt_16.webp,0.000259,0,remove,non_white_background
mws01-tt_17.webp,0.000076,0,remove,non_white_background
mws01-tt_18.webp,0.014969,0,remove,non_white_background
ns02tt_01.webp,0.738052,0,keep,
ns02tt_02.webp,0.610077,0,keep,
ns02tt_03.webp,0.829056,0,keep,
ns02tt_04.webp,0.000595,0,remove,non_white_background
ns02tt_05.webp,0.000107,0,remove,non_white_background
ns02tt_06.webp,0.000000,0,remove,non_white_background
ns02tt_07.webp,0.000000,0,remove,non_white_background
ns03tt_01.webp,0.690689,0,keep,
ns03tt_02.webp,0.783188,0,keep,
ns03tt_03.webp,0.717056,0,keep,
ns03tt_04.webp,0.000397,0,remove,non_white_background
ns03tt_05.webp,0.004929,0,remove,non_white_background
ns03tt_06.webp,0.000031,0,remove,non_white_background
ns03tt_07.webp,0.000000,0,remove,non_white_background
nsa-tt_01.webp,0.815887,0,keep,
nsw01_01.webp,0.532471,0,keep,
pahc07_01.webp,0.681183,0,keep,
pahc07_02.webp,0.697266,0,keep,
pahc07_03.webp,0.694138,0,keep,
pahc07_04.webp,0.559448,0,keep,
pahc07_05.webp,0.440994,0,keep,
pahc07_06.webp,0.351166,0,keep,
pahc07_07.webp,0.836273,0,keep,
pahc07_08.webp,0.000198,0,remove,non_white_background
pahc07_09.webp,0.003647,0,remove,non_white_background
pahc07_10.webp,0.000290,0,remove,non_white_background
pahc07_11.webp,0.000214,0,remove,non_white_background
pahc07_12.webp,0.000259,0,remove,non_white_background
pahc07_13.webp,0.000183,0,remove,non_white_background
pahc07_14.webp,0.000000,0,remove,non_white_background
pahc07_15.webp,0.000458,0,remove,non_white_background
pahc07_16.webp,0.000946,0,remove,non_white_background
pahc10_01.webp,0.678284,0,keep,
pahc10_02.webp,0.715805,0,keep,
pahc10_03.webp,0.576370,0,keep,
pahc10_04.webp,0.464432,0,keep,
pahc10_05.webp,0.423462,0,keep,
pahc10_06.webp,0.713593,0,keep,
pahc10_07.webp,0.825485,0,keep,
pahc10_08.webp,0.000198,0,remove,non_white_background
pahc10_09.webp,0.000046,0,remove,non_white_background
pahc10_10.webp,0.000046,0,remove,non_white_background
pahc10_11.webp,0.000000,0,remove,non_white_background
pahc10_12.webp,0.000122,0,remove,non_white_background
pahc10_13.webp,0.003128,0,remove,non_white_background
pahc10_14.webp,0.000183,0,remove,non_white_background
pahc10_15.webp,0.000259,0,remove,non_white_background
pahc10_16.webp,0.000214,0,remove,non_white_background
pahc10_17.webp,0.000290,0,remove,non_white_background
pahc12_01.webp,0.704956,0,keep,
pahc12_02.webp,0.710770,0,keep,
pahc12_03.webp,0.456375,0,keep,
pahc12_04.webp,0.396393,0,keep,
pahc12_05.webp,0.772812,0,keep,
pahc12_06.webp,0.671326,0,keep,
pahc12_07.webp,0.830765,0,keep,
pahc12_08.webp,0.000183,0,remove,non_white_background
pahc12_09.webp,0.001907,0,remove,non_white_background
pahc12_10.webp,0.000046,0,remove,non_white_background
pahc12_11.webp,0.000183,0,remove,non_white_background
pahc12_12.webp,0.000259,0,remove,non_white_background
pahc12_13.webp,0.000214,0,remove,non_white_background
pahc12_14.webp,0.000290,0,remove,non_white_background
pfb07_01.webp,0.701950,0,keep,
pfb12_01.webp,0.701950,0,keep,
pfb14_01.webp,0.701950,0,keep,
pfb18_01.webp,0.701950,0,keep,
pfb24_01.webp,0.701950,0,keep,
pfb32_01.webp,0.701950,0,keep,
pfb40_01.webp,0.701950,0,keep,
pfb48_01.webp,0.701950,0,keep,
pfk07tt_01.webp,0.722641,0,keep,
pfk07tt_02.webp,0.002029,0,remove,non_white_background
pfk12tt_01.webp,0.750671,0,keep,
pfk14tt_01.webp,0.796188,0,keep,
pfk18tt_01.webp,0.856369,0,keep,
pfk24tt_01.webp,0.846695,0,keep,
pfk32tt_01.webp,0.890091,0,keep,
pfk40tt_01.webp,0.912338,0,keep,
pfk48tt_01.webp,0.925552,0,keep,
pfk48tt_02.webp,0.000000,0,remove,non_white_background
pfk48tt_03.webp,0.000000,0,remove,non_white_background
pfkhatt_01.webp,0.771759,0,keep,
pfkhatt_02.webp,0.767975,0,keep,
pfkhatt_03.webp,0.774902,0,keep,
pfkhatt_04.webp,0.798431,1,remove,human_face_detected
pfkhatt_05.webp,0.806396,0,keep,
pfkhatt_06.webp,0.781631,0,keep,
pfkhatt_07.webp,0.533890,0,keep,
pfkhatt_08.webp,0.561615,0,keep,
pfkhatt_09.webp,0.727005,0,keep,
pfkhatt_10.webp,0.379761,0,keep,
pfkhatt_11.webp,0.515152,0,keep,
pfkhatt_12.webp,0.753479,0,keep,
pk-at01_01.webp,0.819138,0,keep,
pk-at01_02.webp,0.897446,0,keep,
pk-at02_01.webp,0.587311,0,keep,
pk-pfk_01.webp,0.668335,0,keep,
pk35cstt_01.webp,0.851913,0,keep,
pk35cstt_02.webp,0.912872,0,keep,
pk35cstt_03.webp,0.000000,0,remove,non_white_background
pk35cstt_04.webp,0.000000,0,remove,non_white_background
pk35cstt_05.webp,0.839722,0,keep,
pk35cstt_06.webp,0.842896,0,keep,
qb06-qsx_01.webp,0.744339,0,keep,
qb06-qsx_02.webp,0.697403,0,keep,
qb06-qsx_03.webp,0.720337,0,keep,
qb06-qsx_04.webp,0.690262,0,keep,
qb06-qsx_05.webp,0.794907,0,keep,
qb06-qsx_06.webp,0.000000,0,remove,non_white_background
qb06-qsx_07.webp,0.014389,0,remove,non_white_background
qb06-qsx_08.webp,0.777725,0,keep,
qb06-qsx_09.webp,0.762375,0,keep,
qb08-qsx_01.webp,0.723007,0,keep,
qb08-qsx_02.webp,0.693710,0,keep,
qb08-qsx_03.webp,0.000229,0,remove,non_white_background
qb08-qsx_04.webp,0.777725,0,keep,
qb08-qsx_05.webp,0.762375,0,keep,
qca-tt_01.webp,0.944443,0,keep,
qca-tt_02.webp,0.943756,0,keep,
qca-tt_03.webp,0.903137,0,keep,
rttc-tt_01.webp,0.946365,0,keep,
rttc-tt_02.webp,0.931488,0,keep,
rttc-tt_03.webp,0.859726,0,keep,
ssda_01.webp,0.771179,0,keep,
ssda_02.webp,0.000000,0,remove,non_white_background
ssda_03.webp,0.000000,0,remove,non_white_background
ssda_04.webp,0.000000,0,remove,non_white_background
ssda_05.webp,0.000000,0,remove,non_white_background
ssda_06.webp,0.000000,0,remove,non_white_background
ssda_07.webp,0.000000,0,remove,non_white_background
t05cf_01.webp,0.951920,0,keep,
t05cf_02.webp,0.685440,0,keep,
t05cf_03.webp,0.719528,0,keep,
t05cf_04.webp,0.000122,0,remove,non_white_background
t05cf_05.webp,0.002762,0,remove,non_white_background
t14cf_01.webp,0.971558,0,keep,
tc01tt_01.webp,0.918076,0,keep,
tc01tt_02.webp,0.583115,0,keep,
tc01tt_03.webp,0.000015,0,remove,non_white_background
tc01tt_04.webp,0.600250,0,keep,
tc01tt_05.webp,0.613602,0,keep,
tc01tt_06.webp,0.545654,0,keep,
tc01tt_07.webp,0.000000,0,remove,non_white_background
tc01tt_08.webp,0.000076,0,remove,non_white_background
tc01tt_09.webp,0.000046,0,remove,non_white_background
tc01tt_10.webp,0.005447,0,remove,non_white_background
tg110565-ps_01.webp,0.772385,0,keep,
tg110565-pscu_01.webp,0.773773,0,keep,
tg12053-ps_01.webp,0.756195,0,keep,
tg12053-ps_02.webp,0.749969,0,keep,
tg12053-ps_03.webp,0.723526,0,keep,
tg12053-ps_04.webp,0.717499,0,keep,
tg12053-ps_05.webp,0.754532,0,keep,
tg12054-ps_01.webp,0.747238,0,keep,
tg12054-ps_02.webp,0.745636,0,keep,
tg12054-ps_03.webp,0.717590,0,keep,
tg12054-ps_04.webp,0.716263,0,keep,
tg12054-ps_05.webp,0.747543,0,keep,
tg120565-ps_01.webp,0.748627,0,keep,
tg120565-ps_02.webp,0.708679,0,keep,
tg120565-pscu_01.webp,0.747009,0,keep,
tg120565-pscu_02.webp,0.744614,0,keep,
tg120565-pscu_03.webp,0.710205,0,keep,
tg120565-pscu_04.webp,0.739853,0,keep,
tg14053-ps_01.webp,0.783112,0,keep,
tg14053-ps_02.webp,0.796844,0,keep,
tg14053-ps_03.webp,0.783661,0,keep,
tg14053-ps_04.webp,0.744659,0,keep,
tg14053-ps_05.webp,0.781555,0,keep,
tg14054-ps_01.webp,0.776550,0,keep,
tg14054-ps_02.webp,0.783356,0,keep,
tg14054-ps_03.webp,0.776428,0,keep,
tg14054-ps_04.webp,0.775070,0,keep,
tg14054-ps_05.webp,0.771713,0,keep,
tg140565-ps_01.webp,0.772446,0,keep,
tg140565-ps_02.webp,0.744751,0,keep,
tg140565-pscu_01.webp,0.773773,0,keep,
tg140565-pscu_02.webp,0.779556,0,keep,
tg140565-pscu_03.webp,0.771408,0,keep,
tg140565-pscu_04.webp,0.739182,0,keep,
tg140565-pscu_05.webp,0.736343,0,keep,
tg16053-ps_01.webp,0.801453,0,keep,
tg16053-ps_02.webp,0.832184,0,keep,
tg16053-ps_03.webp,0.807510,0,keep,
tg16053-ps_04.webp,0.764999,0,keep,
tg16053-ps_05.webp,0.805161,0,keep,
tg16054-ps_01.webp,0.795258,0,keep,
tg16054-ps_02.webp,0.812668,0,keep,
tg16054-ps_03.webp,0.799683,0,keep,
tg16054-ps_04.webp,0.760895,0,keep,
tg16054-ps_05.webp,0.795670,0,keep,
tg160565-ps_01.webp,0.801880,0,keep,
tg160565-ps_02.webp,0.798035,0,keep,
tg18053-ps_01.webp,0.824112,0,keep,
tg18053-ps_02.webp,0.843689,0,keep,
tg18053-ps_03.webp,0.825073,0,keep,
tg18053-ps_04.webp,0.826050,0,keep,
tg18053-ps_05.webp,0.826019,0,keep,
tg18054-ps_01.webp,0.818542,0,keep,
tg18054-ps_02.webp,0.834885,0,keep,
tg18054-ps_03.webp,0.813858,0,keep,
tg18054-ps_04.webp,0.816208,0,keep,
tg18054-ps_05.webp,0.814484,0,keep,
tg180565-ps_01.webp,0.820908,0,keep,
tg180565-ps_02.webp,0.820892,0,keep,
tgp120565-ps_01.webp,0.660019,0,keep,
tgp120565-ps_02.webp,0.625397,0,keep,
tgp140565-ps_01.webp,0.731323,0,keep,
tgp140565-ps_02.webp,0.689056,0,keep,
tgp160565-ps_01.webp,0.766739,0,keep,
tgp160565-ps_02.webp,0.718674,0,keep,
tgp180565-ps_01.webp,0.789429,0,keep,
tgp180565-ps_02.webp,0.744980,0,keep,
tk08bstt_01.webp,0.846588,0,keep,
tk08bstt_02.webp,0.650970,0,keep,
tk08bstt_03.webp,0.000092,0,remove,non_white_background
tk08bstt_04.webp,0.000000,0,remove,non_white_background
tk08bstt_05.webp,0.000214,0,remove,non_white_background
tk08bstt_06.webp,0.000000,0,remove,non_white_background
tk08sstt_01.webp,0.846924,0,keep,
tk08sstt_02.webp,0.650970,0,keep,
tk08sstt_03.webp,0.001312,0,remove,non_white_background
tk08sstt_04.webp,0.000000,0,remove,non_white_background
tk08sstt_05.webp,0.000000,0,remove,non_white_background
tk10bstt_01.webp,0.816177,0,keep,
tk10bstt_02.webp,0.650970,0,keep,
tk10bstt_03.webp,0.000092,0,remove,non_white_background
tk10bstt_04.webp,0.000000,0,remove,non_white_background
tk10bstt_05.webp,0.000214,0,remove,non_white_background
tk10bstt_06.webp,0.000000,0,remove,non_white_background
tk10sstt_01.webp,0.816376,0,keep,
tk10sstt_02.webp,0.650970,0,keep,
tk10sstt_03.webp,0.001312,0,remove,non_white_background
tk10sstt_04.webp,0.000000,0,remove,non_white_background
tk10sstt_05.webp,0.000000,0,remove,non_white_background
tk12bstt_01.webp,0.785446,0,keep,
tk12bstt_02.webp,0.650970,0,keep,
tk12bstt_03.webp,0.000092,0,remove,non_white_background
tk12bstt_04.webp,0.000000,0,remove,non_white_background
tk12bstt_05.webp,0.000214,0,remove,non_white_background
tk12bstt_06.webp,0.000000,0,remove,non_white_background
tk12sstt_01.webp,0.785721,0,keep,
tk12sstt_02.webp,0.650970,0,keep,
tk12sstt_03.webp,0.001312,0,remove,non_white_background
