brand,sku,name,source_url,output_file,status,error
LEVEL5,4-701,7” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx701xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_701_01.webp,ok,
LEVEL5,4-701,7” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx701xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_701_02.webp,ok,
LEVEL5,4-701,7” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx701xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_701_03.webp,ok,
LEVEL5,4-702,8” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx702xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_702_01.webp,ok,
LEVEL5,4-702,8” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx702xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_702_02.webp,ok,
LEVEL5,4-702,8” Corner Applicator,https://www.zoro.com/static/cms/product/large/Grainger_4xx702xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_702_03.webp,ok,
LEVEL5,4-732,2.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx732xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_732_01.webp,ok,
LEVEL5,4-732,2.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx732xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_732_02.webp,ok,
LEVEL5,4-732,2.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx732xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_732_03.webp,ok,
LEVEL5,4-733,3” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx733xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_733_01.webp,ok,
LEVEL5,4-733,3” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx733xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_733_02.webp,ok,
LEVEL5,4-733,3” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx733xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_733_03.webp,ok,
LEVEL5,4-734,3.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx734xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_734_01.webp,ok,
LEVEL5,4-734,3.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx734xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_734_02.webp,ok,
LEVEL5,4-734,3.5” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx734xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_734_03.webp,ok,
LEVEL5,4-735,4” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx735xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_735_01.webp,ok,
LEVEL5,4-735,4” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx735xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_735_02.webp,ok,
LEVEL5,4-735,4” Corner Finisher,https://www.zoro.com/static/cms/product/large/Grainger_4xx735xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_735_03.webp,ok,
LEVEL5,4-743,3” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx743xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_743_01.webp,failed,http_404
LEVEL5,4-743,3” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx743xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_743_02.webp,failed,http_404
LEVEL5,4-743,3” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx743xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_743_03.webp,failed,http_404
LEVEL5,4-744,3.5” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx744xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_744_01.webp,failed,http_404
LEVEL5,4-744,3.5” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx744xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_744_02.webp,failed,http_404
LEVEL5,4-744,3.5” Corner Flusher,https://www.zoro.com/static/cms/product/large/Grainger_4xx744xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_744_03.webp,failed,http_404
LEVEL5,4-794,31”- 50” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx794xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_794_01.webp,ok,
LEVEL5,4-794,31”- 50” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx794xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_794_02.webp,failed,http_404
LEVEL5,4-794,31”- 50” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx794xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_794_03.webp,failed,http_404
LEVEL5,4-798,43”- 72” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx798xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_798_01.webp,ok,
LEVEL5,4-798,43”- 72” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx798xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_798_02.webp,failed,http_404
LEVEL5,4-798,43”- 72” Ext Handle (Corner Applicator),https://www.zoro.com/static/cms/product/large/Grainger_4xx798xx3.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_798_03.webp,failed,http_404
LEVEL5,4-795,31”- 50” Ext Handle (Corner Finisher),https://www.zoro.com/static/cms/product/large/Grainger_4xx795xx1.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_795_01.webp,ok,
LEVEL5,4-795,31”- 50” Ext Handle (Corner Finisher),https://www.zoro.com/static/cms/product/large/Grainger_4xx795xx2.jpg,d:\AMD\projects\drywall-toolbox\products\Production\launch\launch_images\level5_4_795_02.webp,failed,http_404
