Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Tools,CT29A,CT29A,Columbia Taper Nylatron Chain Roller (Left),simple,<p>Columbia Taper Nylatron Chain Roller (Left)&nbsp;</p>,Columbia Taper Nylatron Chain Roller (Left)&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct29a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT29A, drywall taping tool, finishing tool, columbia",155,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Nylatron Chain Roller (Left) | CT29A,Professional drywall taping tool: Columbia Taper Nylatron Chain Roller (Left) (Part: CT29A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT31,CT31,Columbia Taper Chain Tension &amp; Guide Bracket,simple,<p>Columbia Taper Chain Tension &amp; Guide Bracket</p>,Columbia Taper Chain Tension &amp; Guide Bracket...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct31.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT31, drywall taping tool, finishing tool, columbia",156,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Chain Tension &amp; Guide Bracket | CT31,Professional drywall taping tool: Columbia Taper Chain Tension &amp; Guide Bracket (Part: CT31). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT34R,CT34R,Columbia Removable Cover Plate Attachment Block,simple,<p>Columbia Removable Cover Plate Attachment Block</p>,Columbia Removable Cover Plate Attachment Block...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct34r.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT34R, drywall taping tool, finishing tool, columbia",157,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Removable Cover Plate Attachment Block | CT34R,Professional drywall taping tool: Columbia Removable Cover Plate Attachment Block (Part: CT34R). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT35,CT35,Columbia Taper Cap Reinforcing Tab,simple,<p>Columbia Taper Cap Reinforcing Tab</p>,Columbia Taper Cap Reinforcing Tab...,,,,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT35, drywall taping tool, finishing tool, columbia",158,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Cap Reinforcing Tab | CT35,Professional drywall taping tool: Columbia Taper Cap Reinforcing Tab (Part: CT35). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT36,CT36,Columbia Taper Return Spring Tube,simple,<p>Columbia Taper Return Spring Tube</p>,Columbia Taper Return Spring Tube...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct36.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT36, drywall taping tool, finishing tool, columbia",159,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Return Spring Tube | CT36,Professional drywall taping tool: Columbia Taper Return Spring Tube (Part: CT36). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT37,CT37,Columbia Taper Tube Holding Bracket Upper,simple,<p>Columbia Taper Tube Holding Bracket Upper</p>,Columbia Taper Tube Holding Bracket Upper...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct37.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT37, drywall taping tool, finishing tool, columbia",160,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Tube Holding Bracket Upper | CT37,Professional drywall taping tool: Columbia Taper Tube Holding Bracket Upper (Part: CT37). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT38,CT38,Columbia Taper Tube Holding Bracket Lower,simple,<p>Columbia Taper Tube Holding Bracket Lower&nbsp;</p>,Columbia Taper Tube Holding Bracket Lower&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct38.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT38, drywall taping tool, finishing tool, columbia",161,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Tube Holding Bracket Lower | CT38,Professional drywall taping tool: Columbia Taper Tube Holding Bracket Lower (Part: CT38). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT39,CT39,Columbia Taper Knife Return Spring,simple,<p>Columbia Taper Knife Return Spring</p>,Columbia Taper Knife Return Spring...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct39.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT39, drywall taping tool, finishing tool, columbia",162,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Knife Return Spring | CT39,Professional drywall taping tool: Columbia Taper Knife Return Spring (Part: CT39). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT41,CT41,Columbia Taper Cutter Block,simple,<p>Columbia Taper Cutter Block</p>,Columbia Taper Cutter Block...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct41.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT41, drywall taping tool, finishing tool, columbia",163,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Cutter Block | CT41,Professional drywall taping tool: Columbia Taper Cutter Block (Part: CT41). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT43,CT43,Columbia Taper Micro Chain,simple,<p>Columbia Taper Micro Chain</p>,Columbia Taper Micro Chain...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct43.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT43, drywall taping tool, finishing tool, columbia",164,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Micro Chain | CT43,Professional drywall taping tool: Columbia Taper Micro Chain (Part: CT43). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT45,CT45,Columbia Taper Connecting Rod (Includes CT46 Stop),simple,<p>Columbia Taper Connecting Rod (Includes CT46 Stop)</p>,Columbia Taper Connecting Rod (Includes CT46 Stop)...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct45.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT45, drywall taping tool, finishing tool, columbia",165,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Connecting Rod (Includes CT46 Stop) | CT45,Professional drywall taping tool: Columbia Taper Connecting Rod (Includes CT46 Stop) (Part: CT45). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT47,CT47,Columbia Taper Crimping Wheel,simple,<p>Columbia Taper Crimping Wheel&nbsp;</p>,Columbia Taper Crimping Wheel&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct47.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT47, drywall taping tool, finishing tool, columbia",166,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Crimping Wheel | CT47,Professional drywall taping tool: Columbia Taper Crimping Wheel (Part: CT47). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT48,CT48,Columbia Taper Crimping Arm Left,simple,<p>Columbia Taper Crimping Arm Left</p>,Columbia Taper Crimping Arm Left...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct48.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT48, drywall taping tool, finishing tool, columbia",167,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Crimping Arm Left | CT48,Professional drywall taping tool: Columbia Taper Crimping Arm Left (Part: CT48). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT49,CT49,Columbia Taper Crimping Arm Right,simple,<p>Columbia Taper Crimping Arm Right</p>,Columbia Taper Crimping Arm Right...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct49.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT49, drywall taping tool, finishing tool, columbia",168,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Crimping Arm Right | CT49,Professional drywall taping tool: Columbia Taper Crimping Arm Right (Part: CT49). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT5,CT5,Columbia Taper Right Wafer Bushing,simple,<p>Columbia Taper Right Wafer Bushing</p>,Columbia Taper Right Wafer Bushing...,,,,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT5, drywall taping tool, finishing tool, columbia",169,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Right Wafer Bushing | CT5,Professional drywall taping tool: Columbia Taper Right Wafer Bushing (Part: CT5). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT50,CT50,Columbia Taper Crimping Wheel Bushing,simple,<p>Columbia Taper Crimping Wheel Bushing</p>,Columbia Taper Crimping Wheel Bushing...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct50.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT50, drywall taping tool, finishing tool, columbia",170,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Crimping Wheel Bushing | CT50,Professional drywall taping tool: Columbia Taper Crimping Wheel Bushing (Part: CT50). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT51,CT51,Columbia Taper Spacer Bar,simple,<p>Columbia Taper Spacer Bar</p>,Columbia Taper Spacer Bar...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct51.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT51, drywall taping tool, finishing tool, columbia",171,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Spacer Bar | CT51,Professional drywall taping tool: Columbia Taper Spacer Bar (Part: CT51). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT53,CT53,Columbia Taper Toe Kicker,simple,<p>Columbia Taper Toe Kicker</p>,Columbia Taper Toe Kicker...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct53.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT53, drywall taping tool, finishing tool, columbia",172,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Toe Kicker | CT53,Professional drywall taping tool: Columbia Taper Toe Kicker (Part: CT53). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT57,CT57,Columbia Taper Tape Advance Carriage,simple,<p>Columbia Taper Tape Advance Carriage</p>,Columbia Taper Tape Advance Carriage...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct57.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT57, drywall taping tool, finishing tool, columbia",173,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Tape Advance Carriage | CT57,Professional drywall taping tool: Columbia Taper Tape Advance Carriage (Part: CT57). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT58,CT58,Columbia Taper Guide Rod Bushing,simple,<p>Columbia Taper Guide Rod Bushing</p>,Columbia Taper Guide Rod Bushing...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct58.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT58, drywall taping tool, finishing tool, columbia",174,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Guide Rod Bushing | CT58,Professional drywall taping tool: Columbia Taper Guide Rod Bushing (Part: CT58). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT6,CT6,Columbia Taper Side Plate Right,simple,<p>Columbia Taper Side Plate Right</p>,Columbia Taper Side Plate Right...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct6.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT6, drywall taping tool, finishing tool, columbia",175,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Side Plate Right | CT6,Professional drywall taping tool: Columbia Taper Side Plate Right (Part: CT6). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT64,CT64,Columbia Taper Needle Return Shaft,simple,<p>Columbia Taper Needle Return Shaft</p>,Columbia Taper Needle Return Shaft...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct64.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT64, drywall taping tool, finishing tool, columbia",176,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Needle Return Shaft | CT64,Professional drywall taping tool: Columbia Taper Needle Return Shaft (Part: CT64). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT65,CT65,Columbia Taper Needle Return Spring,simple,<p>Columbia Taper Needle Return Spring</p>,Columbia Taper Needle Return Spring...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct65.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT65, drywall taping tool, finishing tool, columbia",177,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Needle Return Spring | CT65,Professional drywall taping tool: Columbia Taper Needle Return Spring (Part: CT65). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT67,CT67,Columbia Taper Ratchet Gear,simple,<p>Columbia Taper Ratchet Gear</p>,Columbia Taper Ratchet Gear...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct67.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT67, drywall taping tool, finishing tool, columbia",178,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Ratchet Gear | CT67,Professional drywall taping tool: Columbia Taper Ratchet Gear (Part: CT67). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT68,CT68,Columbia Taper Hub,simple,<p>Columbia Taper Hub</p>,Columbia Taper Hub...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct68.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT68, drywall taping tool, finishing tool, columbia",179,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Hub | CT68,Professional drywall taping tool: Columbia Taper Hub (Part: CT68). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT6A,CT6A,Columbia Taper Side Plate Left,simple,<p>Columbia Taper Side Plate Left&nbsp;</p>,Columbia Taper Side Plate Left&nbsp;...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct6a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT6A, drywall taping tool, finishing tool, columbia",180,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Side Plate Left | CT6A,Professional drywall taping tool: Columbia Taper Side Plate Left (Part: CT6A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT7,CT7,Columbia Taper Side Plate Support Left,simple,<p>Columbia Taper Side Plate Support Left</p>,Columbia Taper Side Plate Support Left...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct7.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT7, drywall taping tool, finishing tool, columbia",181,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Side Plate Support Left | CT7,Professional drywall taping tool: Columbia Taper Side Plate Support Left (Part: CT7). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT71,CT71,Columbia Taper Drive Sprocket Small,simple,<p>Columbia Taper Drive Sprocket Small</p>,Columbia Taper Drive Sprocket Small...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct71.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT71, drywall taping tool, finishing tool, columbia",182,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Drive Sprocket Small | CT71,Professional drywall taping tool: Columbia Taper Drive Sprocket Small (Part: CT71). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT73,CT73,Columbia Taper Cable Drum,simple,<p>Columbia Taper Cable Drum</p>,Columbia Taper Cable Drum...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct73.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT73, drywall taping tool, finishing tool, columbia",183,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Cable Drum | CT73,Professional drywall taping tool: Columbia Taper Cable Drum (Part: CT73). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT77,CT77,Columbia Taper Drive Sprocket Large,simple,<p>Columbia Taper Drive Sprocket Large</p>,Columbia Taper Drive Sprocket Large...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct77.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT77, drywall taping tool, finishing tool, columbia",184,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Drive Sprocket Large | CT77,Professional drywall taping tool: Columbia Taper Drive Sprocket Large (Part: CT77). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT78,CT78,Columbia Taper Drive Chain,simple,<p>Columbia Taper Drive Chain</p>,Columbia Taper Drive Chain...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct78.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT78, drywall taping tool, finishing tool, columbia",185,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Drive Chain | CT78,Professional drywall taping tool: Columbia Taper Drive Chain (Part: CT78). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT79,CT79,Columbia Taper Hollow Shaft,simple,<p>Columbia Taper Hollow Shaft</p>,Columbia Taper Hollow Shaft...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct79.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT79, drywall taping tool, finishing tool, columbia",186,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Hollow Shaft | CT79,Professional drywall taping tool: Columbia Taper Hollow Shaft (Part: CT79). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT7A,CT7A,Columbia Taper Side Plate Hub,simple,<p>Columbia Taper Side Plate Hub</p>,Columbia Taper Side Plate Hub...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct7a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT7A, drywall taping tool, finishing tool, columbia",187,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Side Plate Hub | CT7A,Professional drywall taping tool: Columbia Taper Side Plate Hub (Part: CT7A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT8,CT8,Columbia Taper Side Plate Support Right,simple,<p>Columbia Taper Side Plate Support Right</p>,Columbia Taper Side Plate Support Right...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct8.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT8, drywall taping tool, finishing tool, columbia",188,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Side Plate Support Right | CT8,Professional drywall taping tool: Columbia Taper Side Plate Support Right (Part: CT8). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT81,CT81,Columbia Taper Clutch Return Spring,simple,<p>Columbia Taper Clutch Return Spring</p>,Columbia Taper Clutch Return Spring...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct81.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT81, drywall taping tool, finishing tool, columbia",189,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Clutch Return Spring | CT81,Professional drywall taping tool: Columbia Taper Clutch Return Spring (Part: CT81). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT85,CT85,Columbia Taper Clutch Release Shaft,simple,<p>Columbia Taper Clutch Release Shaft</p>,Columbia Taper Clutch Release Shaft...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct85.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT85, drywall taping tool, finishing tool, columbia",190,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Clutch Release Shaft | CT85,Professional drywall taping tool: Columbia Taper Clutch Release Shaft (Part: CT85). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT86,CT86,Columbia Taper Toe Kicker Cable,simple,<p>Columbia Taper Toe Kicker Cable</p>,Columbia Taper Toe Kicker Cable...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct86.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT86, drywall taping tool, finishing tool, columbia",191,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Toe Kicker Cable | CT86,Professional drywall taping tool: Columbia Taper Toe Kicker Cable (Part: CT86). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT87A,CT87A,Columbia Taper Bracket Base,simple,<p>Columbia Taper Bracket Base</p>,Columbia Taper Bracket Base...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct87a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT87A, drywall taping tool, finishing tool, columbia",192,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Bracket Base | CT87A,Professional drywall taping tool: Columbia Taper Bracket Base (Part: CT87A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT87CS,CT87CS,Columbia Cover Plate Cork Seal,simple,<p>Columbia Cover Plate Cork Seal</p>,Columbia Cover Plate Cork Seal...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct87cs.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT87CS, drywall taping tool, finishing tool, columbia",193,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Cover Plate Cork Seal | CT87CS,Professional drywall taping tool: Columbia Cover Plate Cork Seal (Part: CT87CS). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT88,CT88,Columbia Taper Clutch Release Rod,simple,<p>Columbia Taper Clutch Release Rod</p>,Columbia Taper Clutch Release Rod...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct88.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT88, drywall taping tool, finishing tool, columbia",194,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Clutch Release Rod | CT88,Professional drywall taping tool: Columbia Taper Clutch Release Rod (Part: CT88). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT89,CT89,Columbia Taper Release Rod Sleeve,simple,<p>Columbia Taper Release Rod Sleeve</p>,Columbia Taper Release Rod Sleeve...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct89.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT89, drywall taping tool, finishing tool, columbia",195,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Release Rod Sleeve | CT89,Professional drywall taping tool: Columbia Taper Release Rod Sleeve (Part: CT89). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT92,CT92,Columbia Taper Release Clip,simple,<p>Columbia Taper Release Clip</p>,Columbia Taper Release Clip...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct92.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT92, drywall taping tool, finishing tool, columbia",196,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Release Clip | CT92,Professional drywall taping tool: Columbia Taper Release Clip (Part: CT92). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT92A,CT92A,Columbia Taper L Clip,simple,<p>Columbia Taper L Clip</p>,Columbia Taper L Clip...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct92a.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT92A, drywall taping tool, finishing tool, columbia",197,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper L Clip | CT92A,Professional drywall taping tool: Columbia Taper L Clip (Part: CT92A). Columbia Tools quality. High-performance finishing equipment for contractors.
Columbia Tools,CT93,CT93,Columbia Taper Mud Shut Off Lever Arm,simple,<p>Columbia Taper Mud Shut Off Lever Arm</p>,Columbia Taper Mud Shut Off Lever Arm...,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct93.webp,Drywall Finishing Tools > Columbia Tools,"Columbia Tools, CT93, drywall taping tool, finishing tool, columbia",198,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,Columbia Taper Mud Shut Off Lever Arm | CT93,Professional drywall taping tool: Columbia Taper Mud Shut Off Lever Arm (Part: CT93). Columbia Tools quality. High-performance finishing equipment for contractors.
