Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Tools,,,The Tool Sets,simple,<p>The Tool Sets by Columbia Tools.</p>,The Tool Sets by Columbia Tools.,,,images/tool-sets/tool_sets_01.webp,Drywall Finishing Tools > Columbia Tools > Tool Sets,"Columbia Tools, Tool, Sets, Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Tool Sets |  | Columbia Tools,Professional The Tool Sets by Columbia Tools. Tool Sets drywall taping tool for contractors.
Columbia Tools,TS,TS,The Tactical Set,simple,"<p>The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit.</p>
<p>Note: Columbia Automatic boxes do not fit in Road Case.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Road Case</li>
<li>Automatic Taper</li>
<li>10″ Flat Box</li>
<li>12″ Flat Box</li>
<li>Matrix Handle</li>
<li>7″ Tomahawk</li>
<li>24″ Tomahawk</li>
<li>8″ Throttle Box</li>
<li>3″ Anglehead</li>
<li>Hot Mud Pump</li>
<li>Box Filler &amp; Gooseneck</li>
<li>Corner Roller</li>
<li>AHA</li>
<li>3″ Nail Spotter</li>
<li>Columbia One Handle and Columbia One EXT</li>
<li>Sander Head</li>
<li>Twist Lock Handle</li>
<li>Tomalock Adapter</li>
<li>Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1</li>
</ul>","The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the…",,,images/tool-sets/ts_01.webp|images/tool-sets/ts_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, TS, Tactical, The Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Tactical Set | TS | Columbia Tools,Professional The Tactical Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,SACS,SACS,The Commando Set,simple,"<p>The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn&rsquo;t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Semi-Automatic Case</li>
<li>2.5″ Standard Flusher (2.5SF)</li>
<li>3″ Standard Flusher (3SF)</li>
<li>42″ Compound Mud Tube (CMT42)</li>
<li>Columbia One Extendible Handle – 3′-5′ – (C1HEXT)</li>
<li>Columbia One Fixed Handle (C1H)</li>
<li>Angle Head Adapter (AHA)</li>
<li>Flat Applicator Head (CFLT)</li>
<li>Two-Way Internal Applicator (ICATW)</li>
<li>Corner Roller Head (CR)</li>
</ul>","The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or…",,,images/tool-sets/sacs_01.webp|images/tool-sets/sacs_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, SACS, Commando, The Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Commando Set | SACS | Columbia Tools,Professional The Commando Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,PTS,PTS,The Predator Tactical Set,simple,"<p>The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit.</p>
<p>Note: Columbia Automatic boxes do not fit in Road Case.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Road Case</li>
<li>Predator Automatic Taper</li>
<li>10″ Flat Box</li>
<li>12″ Flat Box</li>
<li>Matrix Handle</li>
<li>7″ Tomahawk</li>
<li>24″ Tomahawk</li>
<li>8″ Throttle Box</li>
<li>3″ Anglehead</li>
<li>Hot Mud Pump</li>
<li>Box Filler &amp; Gooseneck</li>
<li>Corner Roller</li>
<li>AHA</li>
<li>3″ Nail Spotter</li>
<li>Columbia One Handle and Columbia One EXT</li>
<li>Sander Head</li>
<li>Twist Lock Handle</li>
<li>Tomalock Adapter</li>
<li>Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1</li>
</ul>",The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely…,,,images/tool-sets/pts_01.webp|images/tool-sets/pts_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, PTS, Predator, Tactical, The Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Predator Tactical Set | PTS | Columbia Tools,Professional The Predator Tactical Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,TWS,TWS,The Warrior Set,simple,"<p>The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.<br />
The Warrior Set comes with the Tomahawk essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Tomahawk Smoothing Blades make easy work out of sanding and finishing.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Gun Case</li>
<li>7″ Tomahawk</li>
<li>12″ Tomahawk</li>
<li>18″ Tomahawk</li>
<li>32″ Tomahawk</li>
<li>Tomalock Adaptor</li>
<li>Columbia One EXT Handle</li>
</ul>",The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From…,,,images/tool-sets/tws_01.webp|images/tool-sets/tws_02.webp|images/tool-sets/tws_03.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, TWS, Warrior, The Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Warrior Set | TWS | Columbia Tools,Professional The Warrior Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
Columbia Tools,SBSET,SBSET,The Sabre Set,simple,"<p>The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered.</p>
<p>The Sabre Set comes with the Sabre essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Sabre Smoothing Blades make easy work out of sanding and finishing.</p>
<h4>SET INCLUDES:</h4>
<ul>
<li>Sabre Case</li>
<li>10″ Sabre</li>
<li>16″ Sabre</li>
<li>24″ Sabre</li>
<li>32″ Sabre</li>
<li>Sabre Claw Adaptor</li>
<li>Sabre Pole</li>
</ul>","The New Columbia Sabre set takes the guess work out of starting off with Smoothing Blades. Just like the Tomahawk Warrior set, this set contains a variety of sizes that will help you complete most…",,,images/tool-sets/sbset_01.webp|images/tool-sets/sbset_02.webp,Drywall Finishing Tools > Columbia Tools > The Tool Sets,"Columbia Tools, SBSET, Sabre, The Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,The Sabre Set | SBSET | Columbia Tools,Professional The Sabre Set by Columbia Tools. The Tool Sets drywall taping tool for contractors.
