Brands,Type,SKU,MPN,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,Meta: _dtb_seo_title,Meta: _dtb_seo_description,Meta: _mpn,Meta: _csr_product_id,Meta: _csr_handle,Meta: _dtb_seo_focus_kw,Meta: _dtb_seo_canonical,Meta: _dtb_seo_noindex
Level 5 Tools,variable,4-8-4463339700363,4-8-4463339700363,,Level 5 Flat Box Repair Parts,1,0,visible,"7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat Box Seal 1 -8270 10"" Flat Box Seal Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box 12"" Flat Box Seal 1 -8272 12""…","<p><strong>7"" Flat Box Seal</strong></p>
<ul>
<li>
<p>1 -8271-7"" Flat Box Seal</p>
</li>
</ul>
<p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p>
<p><strong>10"" Flat Box Seal</strong></p>
<ul>
<li>
<p>1 -8270 10"" Flat Box Seal</p>
</li>
</ul>
<p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p>
<p><strong>12"" Flat Box Seal</strong></p>
<ul>
<li>1 -8272 12"" Flat Box Seal</li>
</ul>
<p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p>
<p><strong>Flat Box Repair Kit</strong></p>
<ul>
<li>
<p>2 -7119 Bearing</p>
</li>
<li>
<p>2 -8301 #10-32 HH Shoulder Screw</p>
</li>
<li>
<p>2 -7177 #10 Brass Washer</p>
</li>
<li>
<p>4 -7685 O'Ring Wheel</p>
</li>
<li>
<p>2 -7719 Box Wheel</p>
</li>
</ul>
<p>Used for All Classic Flat Box/All Classic MEGA Flat Box</p>
<p><strong>7"" Flat Box Axle Assembly</strong></p>
<ul>
<li>
<p>2 -7385 O'Ring Wheel</p>
</li>
<li>
<p>2 -7719 Red Box Wheel</p>
</li>
<li>
<p>3 -8301 #10-32 x 1"" SCH Screw</p>
</li>
<li>
<p>2 -7177 #10 Brass Washer</p>
</li>
<li>
<p>1 -7178 #14 Brass Washer</p>
</li>
<li>
<p>1 -8302 10-32 Lock Nut</p>
</li>
<li>
<p>3 -7119 Bearing</p>
</li>
<li>
<p>1 -8281 7"" Axle</p>
</li>
</ul>
<p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p>
<p><strong>10"" Flat Box Axle Assembly</strong></p>
<ul>
<li>
<p>2 -7385 O'Ring Wheel</p>
</li>
<li>
<p>2 -7719 Red Box Wheel</p>
</li>
<li>
<p>3 -8301 #10-32 x 1"" SCH Screw</p>
</li>
<li>
<p>2 -7177 #10 Brass Washer</p>
</li>
<li>
<p>1 -7178 #14 Brass Washer</p>
</li>
<li>
<p>1 -8302 10-32 Lock Nut</p>
</li>
<li>
<p>3 -7119 Bearing</p>
</li>
<li>
<p>1 -8280 10"" Axle</p>
</li>
</ul>
<p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box<br></p>
<p><strong>12"" Flat Box Axle Assembly</strong></p>
<ul>
<li>
<p>2 -7385 O'Ring Wheel</p>
</li>
<li>
<p>2 -7719 Red Box Wheel</p>
</li>
<li>
<p>3 -8301 #10-32 x 1"" SCH Screw</p>
</li>
<li>
<p>2 -7177 #10 Brass Washer</p>
</li>
<li>
<p>1 -7178 #14 Brass Washer</p>
</li>
<li>
<p>1 -8302 10-32 Lock Nut</p>
</li>
<li>
<p>3 -7119 Bearing</p>
</li>
<li>
<p>1 -8282 12"" Axle</p>
</li>
</ul>
<p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box<br></p>
<p><strong>5 Pack 7"" Flat Box Blade</strong></p>
<ul>
<li>
<p>5 -7207 7"" Flat Box Blade</p>
</li>
</ul>
<p>Used for 4-784 7"" Classic Flat Box /4-787 7"" Classic MEGA Flat Box</p>
<p><strong>5 Pack 10"" Flat Box Blade</strong></p>
<ul>
<li>
<p>5 -7254 10"" Flat Box Blade</p>
</li>
</ul>
<p>Used for 4-785 10"" Classic Flat Box /4-788 10"" Classic MEGA Flat Box</p>
<p><strong>5 Pack 12"" Flat Box Blade</strong></p>
<ul>
<li>
<p>5 -7270 12"" Flat Box Blade</p>
</li>
</ul>
<ul></ul>
<p>Used for 4-786 12"" Classic Flat Box /4-789 12"" Classic MEGA Flat Box</p>
<p><strong>7"" Brass Flat Box Repair Kit</strong></p>
<ul>
<li>
<p>3 -7207 Blade</p>
</li>
<li>
<p>2 -7224 Repair Clip</p>
</li>
<li>
<p>1 -7239 Left Skid</p>
</li>
<li>
<p>1 -7212 Right Skid</p>
</li>
</ul>
<ul></ul>
<p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p>
<p><strong>10"" Brass Flat Box Repair Kit</strong></p>
<ul>
<li>
<p>3 -7254 Blade</p>
</li>
<li>
<p>2 -7224 Repair Clip</p>
</li>
<li>
<p>1 -7239 Left Skid</p>
</li>
<li>
<p>1 -7212 Right Skid</p>
</li>
</ul>
<p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p>
<p><strong>12"" Brass Flat Box Repair Kit</strong></p>
<ul>
<li>
<p>3 -7270 Blade</p>
</li>
<li>
<p>2 -7224 Repair Clip</p>
</li>
<li>
<p>1 -7239 Left Skid</p>
</li>
<li>
<p>1 -7212 Right Skid</p>
</li>
</ul>
<ul></ul>
<p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p>
<p><strong>7"" Brass Blade Holder Assembly</strong></p>
<ul>
<li>
<p>1 -7208 7"" Brass Blade Holder Assembly</p>
</li>
</ul>
<p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p>
<p><strong>10"" Brass Blade Holder Assembly</strong></p>
<ul>
<li>
<p>1 -7267 10"" Brass Blade Holder Assembly</p>
</li>
</ul>
<p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p>
<p><strong>12"" Brass Blade Holder Assembly</strong></p>
<ul>
<li>
<p>1 -7284 12"" Brass Blade Holder Assembly</p>
</li>
</ul>
<p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Repair Kits & Parts,"Level 5 Parts, Level 5, Parts",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-805.jpg?v=1579287806, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-806.jpg?v=1579287817, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-807.jpg?v=1579287828, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-808.jpg?v=1579287839, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-827.jpg?v=1579287946, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-828.jpg?v=1579287958, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-829.jpg?v=1579287967, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-830.jpg?v=1579287978, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-831.jpg?v=1579287989, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-832.jpg?v=1579288008, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-833.jpg?v=1579288018, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-834.jpg?v=1579288031, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-835.jpg?v=1579288043",,,,,,,,,295,Brand,Level 5 Tools,1,1,0,Part Number,"4-805 - 7"" Flat Box Seal | 4-806 - 10"" Flat Box Seal | 4-807 - 12"" Flat Box Seal | 4-808 - Flat Box Wheel Repair Kit | 4-827 - 7"" Flat Box Axle Assembly | 4-828 - 10"" Flat Box Axle Assembly | 4-829 - 12"" Flat Box Axle Assembly | 4-830 - 7"" Flat Box Blade (5 Pack) | 4-831 - 10"" Flat Box Blade (5 Pack) | 4-832 - 12"" Flat Box Blade (5 Pack) | 4-833 - 7"" Flat Box Repair Kit | 4-834 - 10"" Brass Flat Box Repair Kit | 4-835 - 12"" Brass Flat Box Repair Kit",1,1,1,Level 5 Flat Box Repair Parts,"7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat Box Seal 1 -8270 10"" Flat Box Seal…",4-8-4463339700363,4463339700363,level-5-classic-flat-box-repair-parts,level 5 flat box repair parts,,
Level 5 Tools,variation,4-805,4-805,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,47.59,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-805.jpg?v=1579287806,,,4-8-4463339700363,,,,,,1,Brand,Level 5 Tools,1,1,0,Part Number,"4-805 - 7"" Flat Box Seal",1,1,1,"Level 5 Flat Box Repair Parts – 4-805 - 7"" Flat Box Seal","Level 5 Flat Box Repair Parts – 4-805 - 7"" Flat Box Seal. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-805,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-806,4-806,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,63.06,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-806.jpg?v=1579287817,,,4-8-4463339700363,,,,,,2,Brand,Level 5 Tools,1,1,0,Part Number,"4-806 - 10"" Flat Box Seal",1,1,1,"Level 5 Flat Box Repair Parts – 4-806 - 10"" Flat Box Seal","Level 5 Flat Box Repair Parts – 4-806 - 10"" Flat Box Seal. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-806,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-807,4-807,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,67.75,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-807.jpg?v=1579287828,,,4-8-4463339700363,,,,,,3,Brand,Level 5 Tools,1,1,0,Part Number,"4-807 - 12"" Flat Box Seal",1,1,1,"Level 5 Flat Box Repair Parts – 4-807 - 12"" Flat Box Seal","Level 5 Flat Box Repair Parts – 4-807 - 12"" Flat Box Seal. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-807,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-808,4-808,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,65.97,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-808.jpg?v=1579287839,,,4-8-4463339700363,,,,,,4,Brand,Level 5 Tools,1,1,0,Part Number,4-808 - Flat Box Wheel Repair Kit,1,1,1,Level 5 Flat Box Repair Parts – 4-808 - Flat Box Wheel Repair Kit,"Level 5 Flat Box Repair Parts – 4-808 - Flat Box Wheel Repair Kit. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-808,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-827,4-827,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,140.22,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-827.jpg?v=1579287946,,,4-8-4463339700363,,,,,,5,Brand,Level 5 Tools,1,1,0,Part Number,"4-827 - 7"" Flat Box Axle Assembly",1,1,1,"Level 5 Flat Box Repair Parts – 4-827 - 7"" Flat Box Axle Assembly","Level 5 Flat Box Repair Parts – 4-827 - 7"" Flat Box Axle Assembly. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-827,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-828,4-828,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,149.16,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-828.jpg?v=1579287958,,,4-8-4463339700363,,,,,,6,Brand,Level 5 Tools,1,1,0,Part Number,"4-828 - 10"" Flat Box Axle Assembly",1,1,1,"Level 5 Flat Box Repair Parts – 4-828 - 10"" Flat Box Axle Assembly","Level 5 Flat Box Repair Parts – 4-828 - 10"" Flat Box Axle Assembly. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-828,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-829,4-829,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,158.07,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-829.jpg?v=1579287967,,,4-8-4463339700363,,,,,,7,Brand,Level 5 Tools,1,1,0,Part Number,"4-829 - 12"" Flat Box Axle Assembly",1,1,1,"Level 5 Flat Box Repair Parts – 4-829 - 12"" Flat Box Axle Assembly","Level 5 Flat Box Repair Parts – 4-829 - 12"" Flat Box Axle Assembly. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-829,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-830,4-830,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,29.69,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-830.jpg?v=1579287978,,,4-8-4463339700363,,,,,,8,Brand,Level 5 Tools,1,1,0,Part Number,"4-830 - 7"" Flat Box Blade (5 Pack)",1,1,1,"Level 5 Flat Box Repair Parts – 4-830 - 7"" Flat Box Blade (5 Pack)","Level 5 Flat Box Repair Parts – 4-830 - 7"" Flat Box Blade (5 Pack). 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-830,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-831,4-831,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,47.54,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-831.jpg?v=1579287989,,,4-8-4463339700363,,,,,,9,Brand,Level 5 Tools,1,1,0,Part Number,"4-831 - 10"" Flat Box Blade (5 Pack)",1,1,1,"Level 5 Flat Box Repair Parts – 4-831 - 10"" Flat Box Blade (5 Pack)","Level 5 Flat Box Repair Parts – 4-831 - 10"" Flat Box Blade (5 Pack). 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-831,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-832,4-832,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,56.46,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-832.jpg?v=1579288008,,,4-8-4463339700363,,,,,,10,Brand,Level 5 Tools,1,1,0,Part Number,"4-832 - 12"" Flat Box Blade (5 Pack)",1,1,1,"Level 5 Flat Box Repair Parts – 4-832 - 12"" Flat Box Blade (5 Pack)","Level 5 Flat Box Repair Parts – 4-832 - 12"" Flat Box Blade (5 Pack). 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-832,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-833,4-833,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,29.04,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-833.jpg?v=1579288018,,,4-8-4463339700363,,,,,,11,Brand,Level 5 Tools,1,1,0,Part Number,"4-833 - 7"" Flat Box Repair Kit",1,1,1,"Level 5 Flat Box Repair Parts – 4-833 - 7"" Flat Box Repair Kit","Level 5 Flat Box Repair Parts – 4-833 - 7"" Flat Box Repair Kit. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-833,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-834,4-834,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,39.12,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-834.jpg?v=1579288031,,,4-8-4463339700363,,,,,,12,Brand,Level 5 Tools,1,1,0,Part Number,"4-834 - 10"" Brass Flat Box Repair Kit",1,1,1,"Level 5 Flat Box Repair Parts – 4-834 - 10"" Brass Flat Box Repair Kit","Level 5 Flat Box Repair Parts – 4-834 - 10"" Brass Flat Box Repair Kit. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-834,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variation,4-835,4-835,,Level 5 Flat Box Repair Parts,1,0,visible,,,,,taxable,,1,,,0,0,0.11,,,,0,,,44.16,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-835.jpg?v=1579288043,,,4-8-4463339700363,,,,,,13,Brand,Level 5 Tools,1,1,0,Part Number,"4-835 - 12"" Brass Flat Box Repair Kit",1,1,1,"Level 5 Flat Box Repair Parts – 4-835 - 12"" Brass Flat Box Repair Kit","Level 5 Flat Box Repair Parts – 4-835 - 12"" Brass Flat Box Repair Kit. 7"" Flat Box Seal 1 -8271-7"" Flat Box Seal Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box 10"" Flat…",4-835,4463339700363,level-5-classic-flat-box-repair-parts,,,
Level 5 Tools,variable,4-7-4463339405451,4-7-4463339405451,,Level 5 Flat Box with Bonus Storage Case,1,0,visible,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings. LEVEL5 flat boxes feature a premium-grade aluminum housing that has been anodized…","<p>A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings.</p>
<p>LEVEL5 flat boxes feature a premium-grade aluminum housing that has been anodized for extreme durability and easy cleaning. They are fitted with a flexible brass blade holder and a stainless steel blade, as well as stainless steel skids and shoes. A crown adjustment dial provides six settings (including “wide open”), so the ideal amount of compound can be dispensed on the wall to ensure consistent, professional results.</p>
<p>LEVEL5 flat boxes have a premium composite pressure plate seal and beveled edges on the box housing ensure easy open and close. The pressure plate itself also opens extra wide for easy cleaning.</p>
<p>LEVEL5 flat boxes are outfitted with non-marring wheels with durable bearings for ultra-smooth operation.</p>
<p><strong>2ND GENERATION ENHANCEMENTS</strong></p>
<ul>
<li>Both the standard and MEGA capacity flat boxes feature higher compound capacities than previous generation.</li>
<li>All structural components are higher-gauge, aircraft-grade aluminum for durability, even under heavy commercial use.</li>
<li>New precision-machined billet aluminum body and side plates with bevelled edges.</li>
<li>Side plates are now black hard-coat anodized, significantly reducing the friction against the sweep gasket and lowering required push force.</li>
<li>New proprietary urethane sweep gasket provides less resistance, smoother operation and a better seal.</li>
<li>New hinged pressure plate provides a consistent push radius at all compound capacity levels.</li>
<li>Hinge opens wide for easy cleaning.</li>
<li>New high-durometer urethane rubber tires for more longevity.</li>
</ul>
<p><strong>TIPS &amp; TRICKS</strong></p>
<ul>
<li>Consistency of Compound - There are no strict guidelines for the consistency of the compound when using flat boxes, as it is a matter of personal preference. It is crucial to ensure that the compound is thick enough to avoid dripping down the walls or overflowing from the dispensing slot, but thin enough to be applied without excessive force. Some finishers prefer to use different consistencies depending on the surface they are working on (walls or ceilings).</li>
<li>Filling the Flat Box - The ideal way to fill the flat box is through the dispensing slot with a compound pump (#4-771) and a filler valve equipped with a flat box filler nozzle (both are included with the pump). It is also possible to manually fill the box by opening the hinged pressure plate.</li>
<li>Flat Box Handles - Flat box handles have a pinch break feature which enables you to lock the box at a specific angle and maintain it flat against the wall. To activate this mechanism, squeeze the trigger located at the end of the handle. PRO TIP: to prevent injury, keep light pressure on the pinch brake trigger when the flat box is not in use to avoid swinging and accidental contact with your knuckles or fingers.</li>
<li>First Coat - The first coat should be a ""fill"" coat, using the lowest crown setting of your choice (out of the 6 crown options). The purpose of this coat is to completely cover the tape and conceal the tape bevels. If you come across any air pockets or other imperfections, simply apply one or more passes over the seam until you are satisfied with the result.</li>
<li>Second Coat - After the first coat has dried, a second, thin layer can be applied using a slightly wider flat box to fill any imperfections and feather out the compound to hide the seam.</li>
<li>Final Result - When performed correctly, only two coats should be necessary, with minimal sanding required afterwards to achieve a professional finish.</li>
</ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Level 5 Tools > Automatic Tapers,"4-764, 4-765, 4-766, 4-770, flat box, flatbox, level 5, level5, Automatic Taping Tools",,"https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-764.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-765.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-766.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-770.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-764_6df050aa-991c-4688-95c2-b30675e8cb79.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-764-2.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-764-3.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-765_5ab7dde2-90ac-4979-8f5a-da96b15e2eaa.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-765-2.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-765-3.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-766_2de99550-2d00-43ee-9c55-c2a18c1c35b4.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-766-2.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-766-3.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-770_c327073c-5e5a-47a5-a1d2-fb90fa952686.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-770-2.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/4-770-3.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/RP0621__68144.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/products/flatbox-action-2.jpg?v=1753127367, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-765_3__52487.jpg?v=1753127697, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-765_4__23443.jpg?v=1753127697, https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-765_2__31254.jpg?v=1753127697",,,,,,,,,296,Brand,Level 5 Tools,1,1,0,Size,"7"" | 10"" | 12"" | 14""",1,1,1,Level 5 Flat Box with Bonus Storage Case,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls…",4-7-4463339405451,4463339405451,level-5-flat-box,level 5 flat box with bonus storage case,,
Level 5 Tools,variation,4-764,4-764,,Level 5 Flat Box with Bonus Storage Case,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,531.33,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-764.jpg?v=1753127367,,,4-7-4463339405451,,,,,,1,Brand,Level 5 Tools,1,1,0,Size,"7""",1,1,1,"Level 5 Flat Box with Bonus Storage Case – 7""","Level 5 Flat Box with Bonus Storage Case – 7"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-764,4463339405451,level-5-flat-box,,,
Level 5 Tools,variation,4-765,4-765,,Level 5 Flat Box with Bonus Storage Case,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,544.42,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-765.jpg?v=1753127367,,,4-7-4463339405451,,,,,,2,Brand,Level 5 Tools,1,1,0,Size,"10""",1,1,1,"Level 5 Flat Box with Bonus Storage Case – 10""","Level 5 Flat Box with Bonus Storage Case – 10"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-765,4463339405451,level-5-flat-box,,,
Level 5 Tools,variation,4-766,4-766,,Level 5 Flat Box with Bonus Storage Case,1,0,visible,,,,,taxable,,1,,,0,0,5.00,,,,0,,,558.10,,,,https://cdn.shopify.com/s/files/1/0277/6678/4139/files/4-766.jpg?v=1753127367,,,4-7-4463339405451,,,,,,3,Brand,Level 5 Tools,1,1,0,Size,"12""",1,1,1,"Level 5 Flat Box with Bonus Storage Case – 12""","Level 5 Flat Box with Bonus Storage Case – 12"". A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint…",4-766,4463339405451,level-5-flat-box,,,
