Brands,SKU,MPN,Name,Type,Description,Short description,Regular price,Sale price,Images,Categories,Tags,Position,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_dtb_seo_title,meta:_dtb_seo_description
Columbia Tools,,,SUGGESTED SETS,simple,<p>SUGGESTED SETS by Columbia Tools.</p>,SUGGESTED SETS by Columbia Tools.,,,images/suggested-tool-sets/img_01.webp|images/suggested-tool-sets/img_02.webp|images/suggested-tool-sets/img_03.webp|images/suggested-tool-sets/img_04.webp|images/suggested-tool-sets/img_05.webp|images/suggested-tool-sets/img_06.webp|images/suggested-tool-sets/img_07.webp,Drywall Finishing Tools > Columbia Tools > Suggested Tool Sets,"Columbia Tools, SUGGESTED, SETS, Suggested Tool Sets",1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,Brand,Columbia Tools,1,1,SUGGESTED SETS |  | Columbia Tools,Professional SUGGESTED SETS by Columbia Tools. Suggested Tool Sets drywall taping tool for contractors.
