"Type","SKU","GTIN, UPC, EAN, or ISBN","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross-sells","External URL","Button text","Position","Brands","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 used for variations","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 used for variations","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 used for variations","Attribute 3 global","Meta: _mpn"
"variable","LVL5-LEVEL-5-CORNER-FINISHER-MAINTENANCE-KIT","","Level 5 Corner Finisher Maintenance Kit","1","0","visible","Used for 4-732 2.5"" Corner Finisher","<h3>2.5"" Corner Finisher Maintenance Kit (4-854)</h3> <ul> <li>Bottom clip (#9192)</li> <li>Top clip (#9195)</li> <li>Rubber tires (4 x #9512)</li> <li>Attachment spring (#7740)</li> <li>Spring for 2.5"" corner finisher (#9524)</li> </ul> <ul></ul> <p>Used for 4-732 2.5"" Corner Finisher</p> <h3>3"" Corner Finisher Maintenance Kit (4-855)</h3> <ul> <li>Bottom clip (#9192)</li> <li>Top clip (#9195)</li> <li>Rubber tires (4 x #9512)</li> <li>Attachment spring (#7740)</li> <li>Small spring for 3"" corner finisher (#9520)</li> <li>Large spring for 3"" corner finisher (#9521)</li> </ul> <ul></ul> <p>Used for 4-733 3"" Corner Finisher</p> <h3>3.5"" Corner Finisher Maintenance Kit (4-856)</h3> <ul> <li>Bottom clip (#9192)</li> <li>Top clip (#9195)</li> <li>Rubber tires (4 x #9512)</li> <li>Attachment spring (#7740)</li> <li>Small spring for 3.5"" corner finisher (#9522)</li> <li>Large spring for 3.5"" corner finisher (#9523)</li> </ul> <p>Used for 4-734 3.5"" Corner Finisher</p> <h3>4"" Corner Finisher Maintenance Kit (4-857)</h3> <ul> <li>Bottom clip (#9192)</li> <li>Top clip (#9195)</li> <li>Rubber tires (4 x #9512)</li> <li>Attachment spring (#7740)</li> <li>Small spring for 4"" corner finisher (#9526)</li> <li>Large spring for 4"" corner finisher (#9527)</li> </ul> <p>Used for 4-735 4"" Corner Finisher</p> <ul></ul>","","","taxable","","1","","","0","0","","","","","1","","","","Drywall Finishing Tools > Level 5 > Parts","Level 5, Level 5 Parts, Parts","","","","","","","","","","","0","Level 5","Size","4-854 - 2.5"" | 4-855 - 3"" | 4-856 - 3.5"" | 4-857 - 4""","1","1","1","","","","","","","","","","","4-854, 4-855, 4-856, 4-857"
"variation","4-854","","Level 5 Corner Finisher Maintenance Kit","1","0","visible","","","","","taxable","","1","","","0","0","0.02","","","","1","","","44.00","Drywall Finishing Tools > Level 5 > Parts","Level 5, Level 5 Parts, Parts","","","","","LVL5-LEVEL-5-CORNER-FINISHER-MAINTENANCE-KIT","","","","","","1","Level 5","Size","4-854 - 2.5""","","1","1","","","","","","","","","","","4-854"
"variation","4-855","","Level 5 Corner Finisher Maintenance Kit","1","0","visible","","","","","taxable","","1","","","0","0","0.02","","","","1","","","46.00","Drywall Finishing Tools > Level 5 > Parts","Level 5, Level 5 Parts, Parts","","","","","LVL5-LEVEL-5-CORNER-FINISHER-MAINTENANCE-KIT","","","","","","2","Level 5","Size","4-855 - 3""","","1","1","","","","","","","","","","","4-855"
"variation","4-856","","Level 5 Corner Finisher Maintenance Kit","1","0","visible","","","","","taxable","","0","","","0","0","0.02","","","","1","","","56.00","Drywall Finishing Tools > Level 5 > Parts","Level 5, Level 5 Parts, Parts","","","","","LVL5-LEVEL-5-CORNER-FINISHER-MAINTENANCE-KIT","","","","","","3","Level 5","Size","4-856 - 3.5""","","1","1","","","","","","","","","","","4-856"
"variation","4-857","","Level 5 Corner Finisher Maintenance Kit","1","0","visible","","","","","taxable","","1","","","0","0","0.02","","","","1","","","56.00","Drywall Finishing Tools > Level 5 > Parts","Level 5, Level 5 Parts, Parts","","","","","LVL5-LEVEL-5-CORNER-FINISHER-MAINTENANCE-KIT","","","","","","4","Level 5","Size","4-857 - 4""","","1","1","","","","","","","","","","","4-857"
"simple","PIPTMK01TT","","TapeTech ATF Tool Maintenance Kit","1","0","visible","TapeTech offers the first and only Tool Maintenance Kit for Automatic Taping and Finishing Tools. The 12-piece Kit contains the most common size-specific tools required to perform routine maintenance or advanced repair. The Kit includes Nut Drivers, T-Handle Allen Keys and custom feeler gauges for calibrating the bl...","<p>TapeTech offers the first and only Tool Maintenance Kit for Automatic Taping and Finishing Tools. The 12-piece Kit contains the most common size-specific tools required to perform routine maintenance or advanced repair. The Kit includes Nut Drivers, T-Handle Allen Keys and custom feeler gauges for calibrating the blades on finishing boxes and corner finishers. The Kit includes a custom, foam-lined case to keep the tools organized and protected during storage or transport. Stop looking high and low for the right sized tools when you need them. Whether you own or rent Automatic Taping &amp; Finishing Tools, the TapeTech Tool Maintenance Kit is a must-have for all professional drywall finishers.</p>","","","taxable","","1","","","0","0","10","","","","1","","","72.00","Drywall Finishing Tools > TapeTech > Automatic Taping Tools","Automatic Taping Tools, PIPTMK01TT, TMK01TT, TapeTech, accessory","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIPTMK01TT"
"variable","TT-TAPETECH-CORNER-FINISHER-REPAIR-KIT","","TapeTech Corner Finisher Repair Kit (No Wheels)","1","0","visible","For Repair or Maintenance of the TapeTech Corner Finisher","<ul> <li> <p>For Repair or Maintenance of the TapeTech Corner Finisher</p> </li> </ul> <h3>Features</h3> <ul> <li>Weight - .05 lb(s)</li> <li>For Repair or Maintenance of the Corner Finisher</li> </ul>","","","taxable","","1","","","0","0","","","","","1","","","","Drywall Finishing Tools > TapeTech > Parts","501F25A, 501F2A, 501F3A, PIP501F25A, PIP501F2A, PIP501F3A, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","Corner Finisher Size","2"" | 2.5"" | 3""","1","1","1","","","","","","","","","","","PIP501F2A, PIP501F25A, PIP501F3A"
"variation","PIP501F2A","","TapeTech Corner Finisher Repair Kit (No Wheels)","1","0","visible","","","","","taxable","","0","","","0","0","0.15","","","","1","","","25.00","Drywall Finishing Tools > TapeTech > Parts","501F25A, 501F2A, 501F3A, PIP501F25A, PIP501F2A, PIP501F3A, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-CORNER-FINISHER-REPAIR-KIT","","","","","","1","TapeTech","Corner Finisher Size","2""","","1","1","","","","","","","","","","","PIP501F2A"
"variation","PIP501F25A","","TapeTech Corner Finisher Repair Kit (No Wheels)","1","0","visible","","","","","taxable","","1","","","0","0","0.15","","","","1","","","41.00","Drywall Finishing Tools > TapeTech > Parts","501F25A, 501F2A, 501F3A, PIP501F25A, PIP501F2A, PIP501F3A, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-CORNER-FINISHER-REPAIR-KIT","","","","","","2","TapeTech","Corner Finisher Size","2.5""","","1","1","","","","","","","","","","","PIP501F25A"
"variation","PIP501F3A","","TapeTech Corner Finisher Repair Kit (No Wheels)","1","0","visible","","","","","taxable","","0","","","0","0","0.15","","","","1","","","40.00","Drywall Finishing Tools > TapeTech > Parts","501F25A, 501F2A, 501F3A, PIP501F25A, PIP501F2A, PIP501F3A, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-CORNER-FINISHER-REPAIR-KIT","","","","","","3","TapeTech","Corner Finisher Size","3""","","1","1","","","","","","","","","","","PIP501F3A"
"simple","PIP501J","","TapeTech EasyClean® Pump Maintenance Kit","1","0","visible","Weight - .05 lb(s)","<ul> <li> For repair and maintenance of the 76TT EasyClean® Pump. Includes the most common wear parts. </li> </ul> <h3>Features</h3> <ul> <li>Weight - .05 lb(s)</li> <li>For Repair or Maintenance of the 72TT or 73TT Pumps</li> </ul>","","","taxable","","1","","","0","0","0.05","","","","1","","","24.00","Drywall Finishing Tools > TapeTech > Parts","501J, PIP501J, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP501J"
"variable","TT-TAPETECH-FLAT-BOX-REPAIR-KIT","","TapeTech Flat Box Repair Kit","1","0","visible","For repair and maintenance of the TapeTech Flat Finishing Box or Bazooka CFS Finishing Box.","<p>For repair and maintenance of the TapeTech Flat Finishing Box or Bazooka CFS Finishing Box.</p> <p>PIP501C7 - For Repair or Maintenance of:</p> <ul> <li>Old style #PA07H - 7” Power Assist Finishing Box</li> <li>Old style #20TTX - 7” EasyClean Finishing Box</li> <li>Current #EZ07TT - 7” EasyClean Finishing Box</li> <li>Current #EHC07 - 7” MAXXBOXX</li> <li>Current #PAHC07 – 7” Power Assist MAXXBOXX</li> </ul> <p>PIP501C10 - For Repair or Maintenance of:</p> <ul> <li>Old style #PA10H - 10” Power Assist Finishing Box</li> <li>Old style #25TTX - 10” EasyClean Finishing Box</li> <li>Current #EZ10TT - 10” EasyClean Finishing Box</li> <li>Current #EHC10 - 10” MAXXBOXX</li> <li>Current #PAHC10 – 10” Power Assist MAXXBOXX</li> </ul> <p>PIP501C12 - For Repair or Maintenance of:</p> <ul> <li>Old style #PA12H - 12” Power Assist Finishing Box</li> <li>Old style #30TTX - 12” EasyClean Finishing Box</li> <li>Current #EZ12TT - 12” EasyClean Finishing Box</li> <li>Current #EHC12 - 12” MAXXBOXX</li> <li>Current #PAHC12 – 12” Power Assist MAXXBOXX</li> </ul> <h3>Features</h3> <ul> <li> Weight - .15 lb(s) </li> </ul>","","","taxable","","1","","","0","0","","","","","1","","","","Drywall Finishing Tools > TapeTech > Parts","501C10, 501C12, 501C7, PIP501C10, PIP501C12, PIP501C7, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","Flat Box Size","7"" | 10"" | 12""","1","1","1","","","","","","","","","","","PIP501C7, PIP501C10, PIP501C12"
"variation","PIP501C7","","TapeTech Flat Box Repair Kit","1","0","visible","","","","","taxable","","1","","","0","0","0.15","","","","1","","","24.00","Drywall Finishing Tools > TapeTech > Parts","501C10, 501C12, 501C7, PIP501C10, PIP501C12, PIP501C7, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-FLAT-BOX-REPAIR-KIT","","","","","","1","TapeTech","Flat Box Size","7""","","1","1","","","","","","","","","","","PIP501C7"
"variation","PIP501C10","","TapeTech Flat Box Repair Kit","1","0","visible","","","","","taxable","","1","","","0","0","0.15","","","","1","","","26.00","Drywall Finishing Tools > TapeTech > Parts","501C10, 501C12, 501C7, PIP501C10, PIP501C12, PIP501C7, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-FLAT-BOX-REPAIR-KIT","","","","","","2","TapeTech","Flat Box Size","10""","","1","1","","","","","","","","","","","PIP501C10"
"variation","PIP501C12","","TapeTech Flat Box Repair Kit","1","0","visible","","","","","taxable","","0","","","0","0","0.15","","","","1","","","28.00","Drywall Finishing Tools > TapeTech > Parts","501C10, 501C12, 501C7, PIP501C10, PIP501C12, PIP501C7, Parts, TapeTech, tape tech","","","","","TT-TAPETECH-FLAT-BOX-REPAIR-KIT","","","","","","3","TapeTech","Flat Box Size","12""","","1","1","","","","","","","","","","","PIP501C12"
"simple","PIP502CN","","TapeTech Flat Box Wheel Repair Kit","1","0","visible","Weight - .10 lb(s)","<ul> <li> For Repair or Maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist) </li> </ul> <h3>Features</h3> <ul> <li>Weight - .10 lb(s)</li> <li>For Repair or Maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist)</li> </ul>","","","taxable","","1","","","0","0","0.1","","","","1","","","39.00","Drywall Finishing Tools > TapeTech > Parts","502CN, PIP502CN, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP502CN"
"simple","PIP501H","","TapeTech Pump Repair Kit #1","1","0","visible","Weight - .05 lb(s)","<ul> <li> For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps </li> </ul> <h3>Features</h3> <ul> <li>Weight - .05 lb(s)</li> <li>For Repair or Maintenance of the 72TT or 73TT Pumps</li> </ul>","","","taxable","","1","","","0","0","0.05","","","","1","","","24.00","Drywall Finishing Tools > TapeTech > Parts","501H, PIP501H, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP501H"
"simple","PIP502H","","TapeTech Pump Repair Kit #2","1","0","visible","Weight - .10 lb(s)","<ul> <li> For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps </li> </ul> <h3>Features</h3> <ul> <li>Weight - .10 lb(s)</li> <li>For Repair or Maintenance of the 72TT or 73TT Pumps</li> </ul>","","","taxable","","1","","","0","0","0.1","","","","1","","","36.00","Drywall Finishing Tools > TapeTech > Parts","502H, PIP502H, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP502H"
"simple","PIP501A","","TapeTech Taper Repair Kit","1","0","visible","Weight - .05 lb(s)","<ul> <li>For Repair or Maintenance of TapeTech 04TT or 05TT Tapers</li> </ul> <h3>Features</h3> <ul> <li>Weight - .05 lb(s)</li> <li>For Repair or Maintenance of 04TT or 05TT Tapers</li> </ul>","","","taxable","","0","","","0","0","0.5","","","","1","","","69.00","Drywall Finishing Tools > TapeTech > Parts","501A, PIP501A, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP501A"
"simple","PIP502A","","TapeTech Taper Repair Kit #2","1","0","visible","For Repair or Maintenance of TapeTech 04TT or 05TT Tapers","<ul> <li>For Repair or Maintenance of TapeTech 04TT or 05TT Tapers</li> </ul>","","","taxable","","1","","","0","0","0.5","","","","1","","","71.00","Drywall Finishing Tools > TapeTech > Parts","502A, PIP502A, Parts, TapeTech, tape tech","","","","","","","","","","","0","TapeTech","","","","","","","","","","","","","","","","PIP502A"
