Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,EHKAC500KIT,18249,EHKAC500KIT TapeTech Air-Cooled Hot Knife KIT-500,"The TapeTech EHKAC500 is a professional, air-cooled hot knife designed for continuous use to cut EPS and XPS foam panels.","The TapeTech EHKAC500 is a professional, air-cooled hot knife designed for continuous use to cut EPS and XPS foam panels. The 120V, 190W hot knife achieves temperatures of 932 ° F (500 ° C) within seconds for smooth cuts and increased jobsite productivity. EHKAC500 features electronic circuitboard technology and a spring-loaded safety trigger plus 16-position variable temperature control. EHKAC500KIT is a complete kit that includes the professional, air-cooled hot knife, high quality 8"" hot knife blade, Blade Wrench, EGUIDE01 Cutting Guide, ESLED01 Grooving Sled, EFLAT12 12"" Flat NiChrome Blade Stock and a Wire Brush all in a robust plastic carry case.",,$219.00,219.0,https://www.shopamestools.com/Item_Images_AMES/18249_EHKAC500KIT_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20160_MD-TTTEHKAC500KIT_M.jpg
TapeTech,VORNSQ01,18247,"TapeTech 1"" Trowel & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a trowel shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18247_VORNSQ01_006.jpg
TapeTech,VORNSQ34,18246,"TapeTech 3/4"" Trowel & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a trowel shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18246_VORNSQ34_006.jpg
TapeTech,VORNSQ58,18245,"TapeTech 5/8"" Trowel & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a trowel shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18245_VORNSQ58_006.jpg
TapeTech,VORNSQ12,18244,"TapeTech 1/2"" Trowel & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a trowel shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18244_VORNSQ12_006.jpg
TapeTech,VORNSQ38,18243,"TapeTech 3/8"" Trowel & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a trowel shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18243_VORNSQ38_006.jpg
TapeTech,VORNLEAF34,18242,"TapeTech 3/4"" Leaf & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a leaf shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18242_VORNLEAF34_006.jpg
TapeTech,VORNLEAF58,18241,"TapeTech 5/8"" Leaf & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a leaf shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18241_VORNLEAF58_006.jpg
TapeTech,VORNLEAF12,18240,"TapeTech 1/2"" Leaf & Square Ornamental Tool",TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes.,"TapeTech Ornamental Tools are the ideal instrument to create ornate details in decorative finishes. The tool is made from high carbon tempered steel for long life. One end of the tool has a leaf shape and the other end features a square, expanding the versatility of shaping and smoothing material, even in the tightest spaces and corners. Decorative work is easy with TapeTech Ornamental Tools. The ergonomic shape fits comfortably in your hand and also provides clearance for your knuckles as you work.",,$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18240_VORNLEAF12_006.jpg
TapeTech,VORNLEAF38,18239,"TapeTech 3/8"" Leaf & Square Ornamental Tool","TapeTech 3/8"" Leaf & Square Ornamental Tool VORNLEAF38 The TapeTech 3/8"" Leaf & Square Ornamental Tool is the ideal instrument for professionals looking to crea...","TapeTech 3/8"" Leaf & Square Ornamental Tool VORNLEAF38 The TapeTech 3/8"" Leaf & Square Ornamental Tool is the ideal instrument for professionals looking to create ornate and intricate details in decorative finishes. Featuring two versatile ends—a leaf shape on one side and a square on the other—this tool allows for creative shaping and smoothing of materials, even in the tightest spaces and corners. Made from high carbon tempered steel for superior durability, it’s designed to last through daily professional use. Whether working with Venetian plaster or other decorative materials, this tool offers precision, flexibility, and control, making it an essential asset for achieving high-quality finishes. Key Features Dual-Ended Design for Versatility: One end features a leaf shape and the other a square, providing maximum versatility for shaping, smoothing, and adding intricate details to your decorative finishes. High Carbon Tempered Steel Construction: Crafted from high carbon tempered steel, this tool ensures long-lasting durability and resistance to wear, making it ideal for frequent use in demanding environments. Ergonomic Handle for Comfort: The ergonomic shape of the tool provides a comfortable grip, minimizing hand fatigue during extended use. The design also ensures ample knuckle clearance, allowing for easy maneuvering in tight spaces and corners. Precision and Control for Detailed Work: The tool’s design provides a perfect balance of flexibility and control, enabling professionals to achieve flawless results on intricate detail work, whether on walls, ceilings, or more complex surfaces. Durability for Professional Use: Built to withstand the rigors of daily use, this ornamental tool maintains its shape and integrity over time, even when working with thicker materials or applying multiple layers. Usage and Applications The TapeTech 3/8"" Leaf & Square Ornamental Tool is designed for professionals who require precision and versatility in their decorative finishing projects. Its dual-ended design, with both a leaf and square shape, allows for intricate detail work and smooth application in tight spaces. The tool’s high carbon steel construction ensures long-lasting durability, while the ergonomic handle offers comfort during extended periods of use. Whether working on Venetian plaster, ornamental designs, or other decorative finishes, this tool consistently delivers professional-grade results. Technical Specifications Material: High Carbon Tempered Steel Dimensions: 215mm x 25mm Dual-Ended: Leaf shape on one end, square shape on the other Handle: Ergonomic design for superior comfort and knuckle clearance Applications: Venetian plaster, decorative finishes, intricate detail work Durability: Built to withstand daily professional use Order yours today and experience the craftsmanship trusted by professionals in the trade.","Dual-Ended Design for Versatility:One end features a leaf shape and the other a square, providing maximum versatility for shaping, smoothing, and adding intricate details to your decorative finishes. | High Carbon Tempered Steel Construction:Crafted from high carbon tempered steel, this tool ensures long-lasting durability and resistance to wear, making it ideal for frequent use in demanding environments. | Ergonomic Handle for Comfort:The ergonomic shape of the tool provides a comfortable grip, minimizing hand fatigue during extended use. The design also ensures ample knuckle clearance, allowing for easy maneuvering in tight spaces and corners. | Precision and Control for Detailed Work:The tool’s design provides a perfect balance of flexibility and control, enabling professionals to achieve flawless results on intricate detail work, whether on walls, ceilings, or more complex surfaces. | Durability for Professional Use:Built to withstand the rigors of daily use, this ornamental tool maintains its shape and integrity over time, even when working with thicker materials or applying multiple layers. | Material:High Carbon Tempered Steel | Dimensions:215mm x 25mm | Dual-Ended:Leaf shape on one end, square shape on the other | Handle:Ergonomic design for superior comfort and knuckle clearance | Applications:Venetian plaster, decorative finishes, intricate detail work | Durability:Built to withstand daily professional use",$9.99,9.99,https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_005.jpg | https://www.shopamestools.com/Item_Images_AMES/18239_VORNLEAF38_006.jpg
TapeTech,VABS050,18238,"VABS050 TapeTech 2"" Italian ABS Float","The TapeTech 2"" x 11"" Italian ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster.","The TapeTech 2"" x 11"" Italian ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.",,$16.00,16.0,https://www.shopamestools.com/Item_Images_AMES/18238_TapeTech2inABSFloat_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18238_TapeTech2inABSFloat_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20285_MD-TTTVABS050_M.jpg
TapeTech,VABS130,18237,"VABS130 TapeTech 5"" Italian ABS Float","The TapeTech 5"" x 11"" Italian ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster.","The TapeTech 5"" x 11"" Italian ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.",,$16.00,16.0,https://www.shopamestools.com/Item_Images_AMES/18237_TapeTech5inABSFloat_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18237_TapeTech5inABSFloat_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20286_MD-TTTVABS130_M.jpg
TapeTech,VEIFSU03,18236,"VEIFSU03 TapeTech EIFS 3/8"" x 1/2"" x 1.5"" U-Notch Trowel","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordan...","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordance with manufacturers recommendations. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$31.00,31.0,https://www.shopamestools.com/Item_Images_AMES/18236_TapeTech12X5EIFSUNotchTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18236_TapeTech12X5EIFSUNotchTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20309_MD-TTTVEIFSU03_M.jpg
TapeTech,VEIFSU02,18235,"VEIFSU02 TapeTech EIFS 1/4"" x 1/4"" x 1.5"" U-Notch Trowel","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordan...","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordance with manufacturers recommendations. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$31.00,31.0,https://www.shopamestools.com/Item_Images_AMES/18235_TapeTech12X5EIFSUNotchTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18235_TapeTech12X5EIFSUNotchTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20308_MD-TTTVEIFSU02_M.jpg
TapeTech,VEIFSU01,18234,"VEIFSU01 TapeTech EIFS 1/2"" x 1/2"" x 2"" U-Notch Trowel","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordan...","TapeTech Stainless Steel EIFS notched trowels are designed specifically for the application of EIFS adhesive material, with notch sizes and patterns in accordance with manufacturers recommendations. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$31.00,31.0,https://www.shopamestools.com/Item_Images_AMES/18234_TapeTech12X5EIFSUNotchTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18234_TapeTech12X5EIFSUNotchTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20307_MD-TTTVEIFSU01_M.jpg
TapeTech,VROUND55,18233,"VROUND55 TapeTech 5.5"" Mini Round Trowel",Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit.,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. Mini profile and rounded nose allows ultimate access to small, concave areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$15.00,15.0,https://www.shopamestools.com/Item_Images_AMES/18233_TapeTech5.5inMiniRoundedTrowel_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20361_MD-TTTVROUND55_M.jpg
TapeTech,VTRIAN55,18232,"VTRIAN55 TapeTech 5.5"" Mini Triangular Trowel",Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit.,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. Mini profile and triangular shape provides ultimate access. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$15.00,15.0,https://www.shopamestools.com/Item_Images_AMES/18232_TapeTech5.5inMiniTriangularTrowel_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20381_MD-TTTVTRIAN55_M.jpg
TapeTech,VMARG08,18231,"VMARG08 TapeTech 8"" x 2"" Margin Trowel",Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit.,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$15.00,15.0,https://www.shopamestools.com/Item_Images_AMES/18231_TapeTech8inx2inMarginTrowel_001.jpg
TapeTech,VMARG06,18230,"VMARG06 TapeTech 6"" x 2"" Margin Trowel",Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit.,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$15.00,15.0,https://www.shopamestools.com/Item_Images_AMES/18230_TapeTech6inx2inMarginTrowel_001.jpg
TapeTech,VMARG05,18229,"VMARG05 TapeTech 5"" x 2"" Margin Trowel",Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit.,"Ideal for applying and smoothing stucco and EIFS materials in small areas where traditional trowels do not fit. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$14.00,14.0,https://www.shopamestools.com/Item_Images_AMES/18229_TapeTech5inx2inMarginTrowel_001.jpg | https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
TapeTech,VBUCKET08,18228,"VBUCKET08 TapeTech 8"" Bucket Trowel",Ideal to scoop stucco and EIFS materials from mortar boxes and buckets. Its unique shape leaves less wasted material.,"Ideal to scoop stucco and EIFS materials from mortar boxes and buckets. Its unique shape leaves less wasted material. This square-shaped trowel is also useful for buttering bricks and smoothing mortar. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon trowels. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$18.99,18.99,https://www.shopamestools.com/Item_Images_AMES/18228_VBUCKET08_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18228_TapeTech8inBucketTrowel_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20300_MD-TTTVBUCKET08_M.jpg
TapeTech,VGAUGE200,18227,"VGAUGE200 TapeTech 8"" Gauging Trowel",This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas.,"This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$19.99,19.99,https://www.shopamestools.com/Item_Images_AMES/18227_TapeTechVGAUGE200_001.jpg
TapeTech,VGAUGE180,18226,"VGAUGE180 TapeTech 7"" Gauging Trowel",This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas.,"This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$14.00,14.0,https://www.shopamestools.com/Item_Images_AMES/18226_TapeTech7inGaugingTrowel_001.jpg
TapeTech,TG180565-PS,18225,TapeTech 18 x 5 Finishing Trowel - ProSoft Grip,TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market.,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,$68.00,68.0,https://www.shopamestools.com/Item_Images_AMES/18225_TapeTechGoldStainlessSteelFinishingTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18225_TapeTechGoldStainlessSteelFinishingTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20272_MD-TTTTG180565PS_M.jpg
TapeTech,TG160565-PS,18224,TapeTech 16 x 5 Finishing Trowel - ProSoft Grip,TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market.,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,$61.00,61.0,https://www.shopamestools.com/Item_Images_AMES/18224_TapeTechGoldStainlessSteelFinishingTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18224_TapeTechGoldStainlessSteelFinishingTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20269_MD-TTTTG160565PS_M.jpg
TapeTech,TG140565-PS,18223,TapeTech 14 x 5 Finishing Trowel - ProSoft Grip,TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market.,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,$56.00,56.0,https://www.shopamestools.com/Item_Images_AMES/18223_TapeTech14inx5inGoldStainlessSteelFinishingTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18223_TapeTech14inx5inGoldStainlessSteelFinishingTrowel_003.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20265_MD-TTTTG140565PS_M.jpg
TapeTech,TG110565-PS,18221,"TapeTech 11"" x 5"" Finishing Trowel - ProSoft Grip",TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market.,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,$52.00,52.0,https://www.shopamestools.com/Item_Images_AMES/18221_TG110565-PS_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20258_MD-TTTTG110565PS_M.jpg
TapeTech,HWK001-PS,18220,"TapeTech 13"" x 13"" Hawk - ProSoft Grip","The TapeTech Premium Finishing Hawk helps with material application in drywall, plaster, EIFS and stucco.","The TapeTech Premium Finishing Hawk helps with material application in drywall, plaster, EIFS and stucco. Crafted from solid extruded aluminum, the TapeTech Premium Finishing Hawk is robust, durable and resists corrosion. The ergonomic ProSoft handle with extra foam pad helps prevent hand fatigue. And the hollow design of the handle allows you to rest the tool on scaffolding posts. The handle is removable for easy cleaning, transport and storage.",,$40.00,40.0,https://www.shopamestools.com/Item_Images_AMES/18220_TapeTech13inx13inProfessionalAluminumHawk_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18220_TapeTech13inx13inProfessionalAluminumHawk_002.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20252_MD-TTTHWK001PS_M.jpg
TapeTech,SCP001-WD,18219,"SCP001-WD TapeTech 7"" Bucket Scoop","The TapeTech 7"" Bucket Scoop is perfect to move EIFS, stucco, plaster, mortar and other material from the bucket to your hawk, trowel or mortar board.","The TapeTech 7"" Bucket Scoop is perfect to move EIFS, stucco, plaster, mortar and other material from the bucket to your hawk, trowel or mortar board. Crafted from thick, galvanized steel to prevent bending and buckling that some ordinary scoops experience, our bucket scoop features a hanger strap that extends to the bottom of the scoop for added strength. The wood handle is comfortable for all day use. Diameter: 7"" Depth: 3.5""",,$19.00,19.0,https://www.shopamestools.com/Item_Images_AMES/18219_TapeTechBucketScoopwithWoodenHandle_001.jpg | https://s3.amazonaws.com/tswfastcomfiles/product/20256_MD-TTTSCP001WD_M.jpg
TapeTech,SCP02,18218,TapeTech Bucket Scoop - ProSoft Grip,"The TapeTech 6.5” Stainless Steel Bucket Scoop is designed to quickly and efficiently remove compound, plaster, EIFS material and stucco from buckets.","The TapeTech 6.5” Stainless Steel Bucket Scoop is designed to quickly and efficiently remove compound, plaster, EIFS material and stucco from buckets. The curved design fits the wall of the bucket, reducing material waste and making cleaning easier. The stainless steel blade is reinforced with an aluminum backing plate and double-riveted to the handle, ensuring durability and stability. The TapeTech Bucket Scoop is perfect for a variety of applications and materials, including drywall, plaster, EIFS material, stucco, mortar, epoxy, adhesive, thin-set, cement, putty, and more. Features the ergonomic TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,$9.00,9.0,https://www.shopamestools.com/Item_Images_AMES/18218_SCP02_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18218_SCP02_002.jpg | https://www.shopamestools.com/Item_Images_AMES/18218_SCP02_003.jpg | https://www.shopamestools.com/Item_Images_AMES/18218_SCP02_004.jpg | https://www.shopamestools.com/Item_Images_AMES/18218_SCP02_005.jpg
