Brands,MPN,SKU,Name,Short description,Description,features,price_display,Regular price,Images
TapeTech,VSFLEXJPP,18120,"VSFLEXJPP TapeTech 8.25"" x 2.25"" MAXFLEXX Pointed Japanese Trowel","TapeTech MAXFLEXX Pointed Japanese Trowel VSFLEXJPP Handcrafted in Italy, this TapeTech MAXFLEXX Japanese trowel features a pointed 0.3mm MAXFLEXX blade that wo...","TapeTech MAXFLEXX Pointed Japanese Trowel VSFLEXJPP Handcrafted in Italy, this TapeTech MAXFLEXX Japanese trowel features a pointed 0.3mm MAXFLEXX blade that won't drag material. Its light weight and compact size is ideal for finishing small areas or extended overhead work. The wood handle features a narrower profile that is comfortable for smaller hands. Perfect control for all professional decorative finishers. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Narrow Grip For Better Control Blade Thickness: 0.3mm Size: 8.25"" x 2.25"" (210mm x 60mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Narrow Grip For Better Control | Blade Thickness: 0.3mm | Size: 8.25"" x 2.25"" (210mm x 60mm)",$38.00,38.0,https://www.shopamestools.com/Item_Images_AMES/18120_TapeTech210mmPointedJapaneseTrowelMAXFLEXX_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18120_TapeTech210mmPointedJapaneseTrowelMAXFLEXX_003.jpg
TapeTech,VSFLEXJPR,18119,"VSFLEXJPR TapeTech 8.25"" x 2.25"" MAXFLEXX Round Japanese Trowel","TapeTech MAXFLEXX Round Japanese Trowel VSFLEXJPR Handcrafted in Italy, this TapeTech SuperFlex Japanese trowel features a round 0.3mm MAXFLEXX blade that won't...","TapeTech MAXFLEXX Round Japanese Trowel VSFLEXJPR Handcrafted in Italy, this TapeTech SuperFlex Japanese trowel features a round 0.3mm MAXFLEXX blade that won't drag material. Its light weight and compact size is ideal for finishing small areas or extended overhead work. The wood handle features a narrower profile that is comfortable for smaller hands. Perfect control for all professional decorative finishers. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Narrow Grip For Better Control Blade Thickness: 0.3mm Size: 8.25"" x 2.25"" (210mm x 60mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Narrow Grip For Better Control | Blade Thickness: 0.3mm | Size: 8.25"" x 2.25"" (210mm x 60mm)",$38.00,38.0,https://www.shopamestools.com/Item_Images_AMES/18119_TapeTech210mmRoundJapaneseTrowelMAXFLEXX_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18119_TapeTech210mmRoundJapaneseTrowelMAXFLEXX_003.jpg
TapeTech,VSFLEX100,18118,"VSFLEX100 TapeTech 9.5"" x 4"" MAXFLEXX Trowel","TapeTech 9.5"" x 4"" Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade.","TapeTech 9.5"" x 4"" Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, gently moving grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 9.5"" x 4"" (240mm x 100mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.3mm | Size: 9.5"" x 4"" (240mm x 100mm)",$36.00,36.0,https://www.shopamestools.com/Item_Images_AMES/18118_TapeTech240mmMAXFLEXXVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18118_TapeTech240mmMAXFLEXXVenetianTrowel_003.jpg
TapeTech,VSFLEX80,18117,"VSFLEX80 TapeTech 8"" x 3"" MAXFLEXX Venetian Trowel","TapeTech 8"" x 3"" MAXFLEXX Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade.","TapeTech 8"" x 3"" MAXFLEXX Venetian Trowel VSFLEX80 Handcrafted in Italy, the TapeTech venetian trowel features a 0.3mm MAXFLEXX blade. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, gently moving grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (200mm x 80mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.3mm | Size: 8"" x 3"" (200mm x 80mm)",$34.00,34.0,https://www.shopamestools.com/Item_Images_AMES/18117_TapeTech200mmMAXFLEXXVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18117_TapeTech200mmMAXFLEXXVenetianTrowel_003.jpg
TapeTech,VBEV120,18116,"VBEV120 TapeTech 11"" x 4.75"" Beveled Edge Venetian Trowel","TapeTech Beveled Edge Venetian Trowel VBEV120 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achi...","TapeTech Beveled Edge Venetian Trowel VBEV120 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achieve the highest quality finish. The beveled edges polish materials. The super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Mineral Plaster Microcement Resin Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 11"" x 4.75"" (280mm x 120mm)","Interior & Exterior | Venetian Plasters | Mineral Plaster | Microcement | Resin | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 11"" x 4.75"" (280mm x 120mm)",$50.00,50.0,https://www.shopamestools.com/Item_Images_AMES/18116_TapeTech280mmBeveledEdgeVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18116_TapeTech280mmBeveledEdgeVenetianTrowel_003.jpg
TapeTech,VBEV100,18115,"VBEV100 TapeTech 9.5"" x 4"" Beveled Edge Venetian Trowel","TapeTech Beveled Edge Venetian Trowel VBEV100 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achi...","TapeTech Beveled Edge Venetian Trowel VBEV100 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achieve the highest quality finish. The beveled edges polish materials. The super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Mineral Plaster Microcement Resin Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4"" (240mm x 100mm)","Interior & Exterior | Venetian Plasters | Mineral Plaster | Microcement | Resin | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4"" (240mm x 100mm)",$48.00,48.0,https://www.shopamestools.com/Item_Images_AMES/18115_TapeTech240mmBeveledEdgeVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18115_TapeTech240mmBeveledEdgeVenetianTrowel_003.jpg
TapeTech,VBEV80,18114,"VBEV80 TapeTech 8"" x 3"" Beveled Edge Venetian Trowel","TapeTech Beveled Edge Venetian Trowel VBEV80 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achie...","TapeTech Beveled Edge Venetian Trowel VBEV80 Handcrafted in Italy, TapeTech Beveled Edge Venetian Trowels are the perfect trowel for burnishing plaster to achieve the highest quality finish. The beveled edges polish materials. The super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Mineral Plaster Microcement Resin Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)","Interior & Exterior | Venetian Plasters | Mineral Plaster | Microcement | Resin | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 8"" x 3"" (200mm x 80mm)",$46.00,46.0,https://www.shopamestools.com/Item_Images_AMES/18114_TapeTech200mmBeveledEdgeVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18114_TapeTech200mmBeveledEdgeVenetianTrowel_003.jpg
TapeTech,VNOTCH120,18113,"VNOTCH120 TapeTech 11"" x 4.75"" V-Notch Venetian Trowel","TapeTech V-Notch Venetian Trowel VNOTCH120 Handcrafted in Italy, the TapeTech V-Notch trowel features three beveled blade edges and one notched edge that is ide...","TapeTech V-Notch Venetian Trowel VNOTCH120 Handcrafted in Italy, the TapeTech V-Notch trowel features three beveled blade edges and one notched edge that is ideal for ensuring a calibrated thickness of material is applied across large surfaces prior to compressing the material. Perfect for achieving uniform bases. The notched design also helps prevent wasted material. Mirror polished INOX stainless steel makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 11"" x 4.75"" (280mm x 120mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 11"" x 4.75"" (280mm x 120mm)",$52.00,52.0,https://www.shopamestools.com/Item_Images_AMES/18113_TapeTech280mmVNotchVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18113_TapeTech280mmVNotchVenetianTrowel_003.jpg
TapeTech,VCLASSIC120,18112,"VCLASSIC120 TapeTech 11"" x 4.75"" Classic Venetian Trowel","TapeTech Classic Venetian Trowel VCLASSIC120 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher.","TapeTech Classic Venetian Trowel VCLASSIC120 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher. Featuring a super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 11"" x 4.75"" (280mm x 120mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | First Coat and Second Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 11"" x 4.75"" (280mm x 120mm)",$45.00,45.0,https://www.shopamestools.com/Item_Images_AMES/18112_TapeTech280mmClassicVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18112_TapeTech280mmClassicVenetianTrowel_003.jpg
TapeTech,VCLASSIC100,18111,"VCLASSIC100 TapeTech 9.5"" x 4"" Classic Venetian Trowel","TapeTech Classic Venetian Trowel VCLASSIC100 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher.","TapeTech Classic Venetian Trowel VCLASSIC100 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher. Featuring a super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4"" (240mm x 100mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | First Coat and Second Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4"" (240mm x 100mm)",$43.00,43.0,https://www.shopamestools.com/Item_Images_AMES/18111_TapeTech240mmClassicVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18111_TapeTech240mmClassicVenetianTrowel_003.jpg
TapeTech,VCLASSIC80,18110,"VCLASSIC80 TapeTech 8"" x 3"" Classic Venetian Trowel","TapeTech Classic Venetian Trowel VCLASSIC80 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher.","TapeTech Classic Venetian Trowel VCLASSIC80 Handcrafted in Italy, TapeTech's Classic Venetian Trowels are the must-have trowels for the professional finisher. Featuring a super mirror-polished finish makes application of materials easier and faster. The twice-tempered blade, is highly resistant to scratches for extra hardness, easy clean up, and longer life. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 8"" x 3"" (200mm x 80mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | First Coat and Second Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 8"" x 3"" (200mm x 80mm)",$41.00,41.0,https://www.shopamestools.com/Item_Images_AMES/18110_TapeTech200mmClassicVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18110_TapeTech200mmClassicVenetianTrowel_003.jpg
TapeTech,VCOL240,18109,VCOL240 TapeTech Venetian Trowel for Columns,"TapeTech Venetian Column Trowel VCOL240 Handcrafted in Italy, the TapeTech column trowel is designed for precisely what the name implies; finishing columns.","TapeTech Venetian Column Trowel VCOL240 Handcrafted in Italy, the TapeTech column trowel is designed for precisely what the name implies; finishing columns. Regular trowels want to make endless orbits around columns rather than traveling from top to bottom while finishing the circumference. The unique design of the column trowel solves that geometric quandry and encourages the trowel to gradually work its way down the column without leaving marks. The super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4"" (240mm x 100mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4"" (240mm x 100mm)",$42.00,42.0,https://www.shopamestools.com/Item_Images_AMES/18109_TapeTechVenetianTrowelforColumns_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18109_TapeTechVenetianTrowelforColumns_003.jpg
TapeTech,VISOC120,18108,"VISOC120 TapeTech 9.5"" x 4.75"" Medium Isosceles Trapezoid Venetian Trowel",TapeTech Medium Isosceles Trapezoid Venetian Trowel VISOC120 This TapeTech professional venetian trowel features beveled edges and rounded corners for a smooth...,"TapeTech Medium Isosceles Trapezoid Venetian Trowel VISOC120 This TapeTech professional venetian trowel features beveled edges and rounded corners for a smooth finish. The trapezoidal shape provides access to tight areas. The super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Walls, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4.75"" (120mm x 240mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Walls, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4.75"" (120mm x 240mm)",$43.00,43.0,https://www.shopamestools.com/Item_Images_AMES/18108_TapeTech240mmMediumIsoscelesTrapezoidVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18108_TapeTech240mmMediumIsoscelesTrapezoidVenetianTrowel_003.jpg
TapeTech,VMINI100,18107,VMINI100 TapeTech Mini Trowel,"TapeTech Mini Trowel VMINI100 Handcrafted in Italy, this mini-sized version of TapeTech's Classic Venetian Trowels is ideal for finishing in the tightest of spa...","TapeTech Mini Trowel VMINI100 Handcrafted in Italy, this mini-sized version of TapeTech's Classic Venetian Trowels is ideal for finishing in the tightest of spaces. Providing ultimate control in delicate areas, it's a must-have for the professional finisher.The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Walls and Ceilings Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 1.6"" - 3"" x 4"" (40-80mm x 100mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | First Coat and Second Coat on Walls and Ceilings | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 1.6"" - 3"" x 4"" (40-80mm x 100mm)",$40.00,40.0,https://www.shopamestools.com/Item_Images_AMES/18107_TapeTechMiniTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18107_TapeTechMiniTrowel_003.jpg
TapeTech,VOVAL100,18106,"VOVAL100 TapeTech 9.5"" x 4"" Oval Venetian Trowel","TapeTech 9.5"" x 4"" Oval Venetian Trowel VOVAL100 Handcrafted in Italy, the TapeTech Oval trowel is ideal for finishing arches, domes and curved wall.","TapeTech 9.5"" x 4"" Oval Venetian Trowel VOVAL100 Handcrafted in Italy, the TapeTech Oval trowel is ideal for finishing arches, domes and curved wall. The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior Venetian Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing First Coat and Second Coat on Walls and Ceilings Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4"" (100mm x 240mm)","Interior & Exterior | Venetian Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | First Coat and Second Coat on Walls and Ceilings | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4"" (100mm x 240mm)",$43.00,43.0,https://www.shopamestools.com/Item_Images_AMES/18106_TapeTech240mmOvalVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18106_TapeTech240mmOvalVenetianTrowel_003.jpg
TapeTech,VMDMFLX08,18105,"VMDMFLX08 TapeTech 8"" x 3"" GODDESS MAXFLEXX Venetian Trowel",TapeTech GODDESS MAXFLEXX Venetian Trowel VMDMFLX08 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands.,"TapeTech GODDESS MAXFLEXX Venetian Trowel VMDMFLX08 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands. The ABS handle support makes this trowel even lighter. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag these materials, making superior results nearly impossible. The MAXFLEXX blade ""caresses"" the wall, moving the grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Perfect for all professional decorative finishers. Extra flexible 0.3mm mirror polished INOX stainless steel blade. Features: Made in Italy Narrow Design For Better Control Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 8"" x 3"" (80mm x 200mm)","Made in Italy | Narrow Design For Better Control | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.3mm | Size: 8"" x 3"" (80mm x 200mm)",$56.00,56.0,https://www.shopamestools.com/Item_Images_AMES/18105_TapeTech200mmGODDESSMAXFLEXXVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18105_TapeTech200mmGODDESSMAXFLEXXVenetianTrowel_003.jpg
TapeTech,VMDM100,18104,"VMDM100 TapeTech 9.5"" x 4"" GODDESS Venetian Trowel MIDFLEXX",TapeTech GODDESS MIDFLEXX Venetian Trowel VMDM100 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands.,"TapeTech GODDESS MIDFLEXX Venetian Trowel VMDM100 Handcrafted in Italy and designed with a narrower profile to comfortably fit smaller hands. The ABS handle support makes this trowel even lighter. These blades are a must for metallic finishes, oxidated effects and other thin finishes. Typical rigid blades drag these materials, making superior results nearly impossible. The MIDFLEXX blade ""caresses"" the wall, moving the grains of the material and creating a chattered effect typical of metallic finishes. These trowels are also ideal for smooth lime putties, acrylic gels and low viscosity materials. Perfect for all professional decorative finishers. Mirror Polished INOX Stainless Steel. Features: Made in Italy Narrow Design For Better Control Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.5mm Size: 9.5"" x 4"" (100mm x 240mm)","Made in Italy | Narrow Design For Better Control | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.5mm | Size: 9.5"" x 4"" (100mm x 240mm)",$59.00,59.0,https://www.shopamestools.com/Item_Images_AMES/18104_TapeTech240mmGODDESSVenetianTrowelMIDFLEXX_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18104_TapeTech240mmGODDESSVenetianTrowelMIDFLEXX_003.jpg
TapeTech,VKAT100,18103,"VKAT100 TapeTech 9.5"" x 4"" Flexible Venetian Trowel","TapeTech MIDFLEXX Venetian Trowel VKAT100 Handcrafted in Italy and designed for Japanese cement-based venetian plasters, this flexible trowel with MIDFLEXX blad...","TapeTech MIDFLEXX Venetian Trowel VKAT100 Handcrafted in Italy and designed for Japanese cement-based venetian plasters, this flexible trowel with MIDFLEXX blade is ideal for compressing material and will not leave lines. Mirror Polished INOX Stainless Steel Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.5mm Size: 9.5"" x 4"" (100mm x 240mm)","Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.5mm | Size: 9.5"" x 4"" (100mm x 240mm)",$49.00,49.0,https://www.shopamestools.com/Item_Images_AMES/18103_TapeTech240mmFlexibleVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18103_TapeTech240mmFlexibleVenetianTrowel_003.jpg
TapeTech,VBILITEMC,18102,"VBILITEMC TapeTech 12"" x 4.25"" BIANKO PROLITE Trowel","TapeTech BIANKO PROLITE Venetian Trowel VBILITEMC Handcrafted in Italy, TapeTechs thinnest BIANKO Venetian Trowel is just 0.3mm thick.","TapeTech BIANKO PROLITE Venetian Trowel VBILITEMC Handcrafted in Italy, TapeTechs thinnest BIANKO Venetian Trowel is just 0.3mm thick. Featuring an ABS handle and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 12"" x 4.25"" (110mm x 300mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.3mm | Size: 12"" x 4.25"" (110mm x 300mm)",$91.00,91.0,https://www.shopamestools.com/Item_Images_AMES/18102_TapeTech300mmBIANKOPROLITETrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18102_TapeTech300mmBIANKOPROLITETrowel_003.jpg
TapeTech,VBIFLEXMC,18101,"VBIFLEXMC TapeTech 9.5"" x 4.75"" BIANKO PROFLEX Trowel","TapeTech BIANKO PROFLEX Venetian Trowel VBIFLEXMC Handcrafted in Italy, TapeTechs thinnest BIANKO Venetian Trowel is just 0.3mm thick.","TapeTech BIANKO PROFLEX Venetian Trowel VBIFLEXMC Handcrafted in Italy, TapeTechs thinnest BIANKO Venetian Trowel is just 0.3mm thick. This trowel features beveled edges and a patented process to leave NO BLACK MARKS! The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.3mm Size: 12"" x 4.25"" (110mm x 300mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.3mm | Size: 12"" x 4.25"" (110mm x 300mm)",$113.00,113.0,https://www.shopamestools.com/Item_Images_AMES/18101_TapeTech300mmBIANKOPROFLEXTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18101_TapeTech300mmBIANKOPROFLEXTrowel_003.jpg
TapeTech,VBI120RH,18100,VBI120RH TapeTech 240 mm BIANKO Rhombus Venetian Trowel,"TapeTech BIANKO Rhombus Venetian Trowel VBI120RH Handcrafted in Italy, TapeTech BIANKO FLEX Venetian Trowel features beveled edges and a patented process to lea...","TapeTech BIANKO Rhombus Venetian Trowel VBI120RH Handcrafted in Italy, TapeTech BIANKO FLEX Venetian Trowel features beveled edges and a patented process to leave NO BLACK MARKS! The Rhombus shape provides access to tight areas. The Super mirror-polished finish makes application of materials easier and faster. The blades are tempered twice for extra hardness and long life. These blades are highly resistant to scratches for easy clean up. Perfect For Multiple Applications: Interior & Exterior White Plasters Microcement Beton Cire Thick & Thin Materials Burnishing & Polishing Finishing Coat on Wall, Ceilings and Floors Features: Made in Italy Mirror Polished INOX Stainless Steel Blade Blade Thickness: 0.6mm Size: 9.5"" x 4"" (100mm x 240mm)","Interior & Exterior | White Plasters | Microcement | Beton Cire | Thick & Thin Materials | Burnishing & Polishing | Finishing Coat on Wall, Ceilings and Floors | Made in Italy | Mirror Polished INOX Stainless Steel Blade | Blade Thickness: 0.6mm | Size: 9.5"" x 4"" (100mm x 240mm)",$105.00,105.0,https://www.shopamestools.com/Item_Images_AMES/18100_TapeTech240mmBIANKORhombusVenetianTrowel_001.jpg | https://www.shopamestools.com/Item_Images_AMES/18100_TapeTech240mmBIANKORhombusVenetianTrowel_003.jpg
