Part Label ID,Part Name,Tool Name,Brand,Quantity Each,Sold As Part Of
250001,"Blade, S.S. 10""",EHC10,TapeTech,2,
254002,Blade Holder Assy.,EHC10,TapeTech,1,
254005,Clamp Assy.,EHC10,TapeTech,1,
260024F,"10"" Wiper",EHC10,TapeTech,1,
260027G,"10"" Pressure Plate, Universal",EHC10,TapeTech,1,
260031G,"10"" Bottom Plate",EHC10,TapeTech,1,
260033G,"10"" Axle Support",EHC10,TapeTech,1,
260071,"10"" Spacer Rod",EHC10,TapeTech,4,
260096,"Seal, 10""",EHC10,TapeTech,1,
260097,"Seal Plate, 10""",EHC10,TapeTech,1,
265045G,"Axle, 10"" Maxx, EasyRoll Wheels",EHC10,TapeTech,1,
280009G,"10"" Pivot Axle",EHC10,TapeTech,1,
280050G,"10"" Power Assist Pivot Retainer,Anodized",EHC10,TapeTech,1,
280132G,"10"" Radius Plate, High Cap, Gold",EHC10,TapeTech,1,
339073,10‐24 X 1 1/4 Sl. Fillister Hd.Screw,EHC10,TapeTech,2,
489013,6‐32 X 1/8 Setscrew,EHC10,TapeTech,4,
489023,"Flat Washer, #6 S.S.",EHC10,TapeTech,2,
809006,Washer:#14 Brass,EHC10,TapeTech,1,
889030,"4‐40 X 3/16 Fillister Head, 18‐8 S.S/",EHC10,TapeTech,4,
059015,Screw 6‐32 X 1/4 Fil. Hd. S.S.,EHC12,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",EHC12,TapeTech,2,
059018,Stopnut 6‐32 Thin Pat.,EHC12,TapeTech,3,
059020,Screw 6‐32 X 3/8 Bind Hd.,EHC12,TapeTech,6,
059029,Screw 6‐32 X 5/8 Fl. Hd. S.S,EHC12,TapeTech,5,
059038,Lockwasher 4 Med. Spring,EHC12,TapeTech,4,
059051,Screw 6‐32 X 3/16 Fil. Hd. S.S,EHC12,TapeTech,3,
059102,Screw 4‐40 X .225/.235 Fl.Hd.SST.,EHC12,TapeTech,2,
059161,Screw 4‐40 X 3/8 Fil. Hd. S.S,EHC12,TapeTech,4,
059225,Nut 10‐32 Elastic,EHC12,TapeTech,1,
179009,5L10‐Fk Type 6 Nyliner,EHC12,TapeTech,2,
202007,"Push Rod, Crown Adj.",EHC12,TapeTech,2,
202020,Spring Anchor,EHC12,TapeTech,4,
202021,"Nut, Special",EHC12,TapeTech,1,
202022,Repair Clip,EHC12,TapeTech,2,
202028,Threaded Washer,EHC12,TapeTech,2,
202036,Shoulder Screw,EHC12,TapeTech,1,
202044F,Spring,EHC12,TapeTech,2,
206003,Dial Assy.,EHC12,TapeTech,1,
209006,Skid Cover,EHC12,TapeTech,2,
209012,Screw 4‐40 X 1/4 Fillister Head 18‐8 S.S,EHC12,TapeTech,2,
209016,Screw 4‐40 X 7/32 Bind Hd.,EHC12,TapeTech,10,
209017,10‐24 Locknut 18‐18 S.S.,EHC12,TapeTech,2,
209030,Wing Nut: 10‐24,EHC12,TapeTech,2,
209039,Skid Cover,EHC12,TapeTech,2,
209042,#10 Brass Washer,EHC12,TapeTech,3,
209046,Washer,EHC12,TapeTech,2,
209047,Bearing Nyliner,EHC12,TapeTech,1,
209058,6‐32 Brass Nut,EHC12,TapeTech,2,
209148,Bearing Nyliner,EHC12,TapeTech,2,
210058F,Latch,EHC12,TapeTech,2,
210059,Shoulder Screw,EHC12,TapeTech,2,
210060,Pivot Bearing,EHC12,TapeTech,2,
210073,Shoulder Screw,EHC12,TapeTech,2,
213051,"Box Wheel, Side Guide",EHC12,TapeTech,2,
219064,Spring Washer,EHC12,TapeTech,2,
219067,"# 310 Buna""O""Ring",EHC12,TapeTech,2,
219081,Screw ‐ 6‐32 X 7/16 Flat Head S.S.,EHC12,TapeTech,2,
280023G,"10"" Side Plate, Left",EHC12,TapeTech,1,
280025G,"10"" Side Plate, Generic, Right",EHC12,TapeTech,1,
300001,"Blade, S.S. 12""",EHC12,TapeTech,2,
303010,12 Inch Crown Spring,EHC12,TapeTech,1,
304002,Blade Holder Assy.,EHC12,TapeTech,1,
304005,Clamp Assy.,EHC12,TapeTech,1,
310024F,"12"" Wiper",EHC12,TapeTech,1,
310027G,"12"" Pressure Plate, Universal",EHC12,TapeTech,1,
310033G,"12"" Support",EHC12,TapeTech,1,
310071,"12"" Spacer Rod",EHC12,TapeTech,3,
310096,"Seal, 12""",EHC12,TapeTech,1,
310097,"Seal Plate, 12""",EHC12,TapeTech,1,
315045G,"Axle, 12"" Maxx, EasyRoll Wheels",EHC12,TapeTech,1,
330009G,"12"" Pivot Axle",EHC12,TapeTech,1,
330031G,"12"" Bottom Plate (Tapetech)",EHC12,TapeTech,1,
330050G,"12"" Power Assist Pivot Retainer,Anodized",EHC12,TapeTech,1,
330052,4‐40 Standoff,EHC12,TapeTech,2,
330132G,"12"" Radius Plate, High Cap, Gold",EHC12,TapeTech,1,
339073,10‐24 X 1 1/4 Sl. Fillister Hd.Screw,EHC12,TapeTech,2,
489013,6‐32 X 1/8 Setscrew,EHC12,TapeTech,4,
489023,"Flat Washer, #6 S.S.",EHC12,TapeTech,2,
509010,Screw: 4‐40 X 5/16 Fl. Hd. S.S.,EHC12,TapeTech,2,
809006,Washer:#14 Brass,EHC12,TapeTech,1,
889030,"4‐40 X 3/16 Fillister Head, 18‐8 S.S/",EHC12,TapeTech,6,
880060,"Rubber Grip Handle, closed end",FHTT,TapeTech,1,
883027,"Fixed Length Support Handle, Fiberglass",FHTT,TapeTech,1,
059057,Screw 4-40 x 3/16 Bind Hd. S.S,NS02TT,TapeTech,2,
059074,"Stopnut, 8-32 Hex, Elas., S.S.",NS02TT,TapeTech,1,
059225,Nut 10-32 Elastic,NS02TT,TapeTech,1,
209042,#10 Brass Washer,NS02TT,TapeTech,1,
209755,"Screw, 6-32 x 1/2 Flat Hd",NS02TT,TapeTech,2,
359005,Screw: 6-32 X 1/4 Bind Hd.,NS02TT,TapeTech,4,
600005F,"Blade, Carbide, 2"" N.S.",NS02TT,TapeTech,1,
600007,"2"" Skid",NS02TT,TapeTech,1,
600022,Connector,NS02TT,TapeTech,1,
632026,"Spring, Nail Spotters",NS02TT,TapeTech,2,
602029F,"Rivet, Special",NS02TT,TapeTech,1,
602035,Adjustable Stop,NS02TT,TapeTech,1,
602045F,Special Washer,NS02TT,TapeTech,1,
604036,Blade Clamp Assy,NS02TT,TapeTech,1,
609008,Screw 4-40 X 1/2 Flat Hd. S.S.,NS02TT,TapeTech,1,
609011,"Screw, Rnd. Hd. S.S.",NS02TT,TapeTech,2,
609012,Stopnut 4-40 S.S,NS02TT,TapeTech,1,
609015,Nut Block,NS02TT,TapeTech,1,
609018,Washer (Plastic),NS02TT,TapeTech,2,
609020,Friction Washer,NS02TT,TapeTech,1,
609048,4-40X3/8 Flat Head S.S. Screw,NS02TT,TapeTech,1,
609049,Serrated Hex Flange Nut,NS02TT,TapeTech,4,
609050,"Screw,6-32 X 3/32 Slotted Rd Hd",NS02TT,TapeTech,5,
630002,"Latch, 2"" N.S.",NS02TT,TapeTech,1,
630009,"2"" N.S. Facing",NS02TT,TapeTech,1,
630010,"2"" Hinge Block",NS02TT,TapeTech,1,
631015,"2"" N.S. Wiper",NS02TT,TapeTech,1,
630030,"2"" N.S. Insert",NS02TT,TapeTech,1,
634028,"2""Press Plate Assy W/ New Style Tab",NS02TT,TapeTech,1,
638001,"2"" Easyclean Nail Spotter Body, No-Logo",NS02TT,TapeTech,1,
639020,Plastic Washer,NS02TT,TapeTech,1,
729064,"8-32 X 3/8 Slotted Binding Head Screw, S",NS02TT,TapeTech,1,
883021,NS Adapter Jam Nut,NS02TT,TapeTech,1,
883022,NS Adapter,NS02TT,TapeTech,1,
883023,NS Adapter Clamp,NS02TT,TapeTech,1,
059057,Screw 4-40 x 3/16 Bind Hd. S.S,NS03TT,TapeTech,2,
059225,Nut 10-32 Elastic,NS03TT,TapeTech,2,
209042,#10 Brass Washer,NS03TT,TapeTech,1,
209755,"Screw, 6-32 x 1/2 Flat Hd",NS03TT,TapeTech,2,
359005,Screw: 6-32 X 1/4 Bind Hd.,NS03TT,TapeTech,4,
509008,"Screw, 10-32 X 1/2 Bind Hd S.S.",NS03TT,TapeTech,1,
600022,Connector,NS03TT,TapeTech,2,
632026,"Spring, Nail Spotters",NS03TT,TapeTech,2,
602029F,"Rivet, Special",NS03TT,TapeTech,1,
602035,Adjustable Stop,NS03TT,TapeTech,1,
602045F,Special Washer,NS03TT,TapeTech,1,
609008,Screw 4-40 X 1/2 Flat Hd. S.S.,NS03TT,TapeTech,1,
609011,"Screw, Rnd. Hd. S.S.",NS03TT,TapeTech,3,
609012,Stopnut 4-40 S.S,NS03TT,TapeTech,1,
609015,Nut Block,NS03TT,TapeTech,1,
609018,Washer (Plastic),NS03TT,TapeTech,4,
609020,Friction Washer,NS03TT,TapeTech,1,
609048,4-40X3/8 Flat Head S.S. Screw,NS03TT,TapeTech,1,
609049,Serrated Hex Flange Nut,NS03TT,TapeTech,5,
609050,"Screw,6-32 X 3/32 Slotted Rd Hd",NS03TT,TapeTech,5,
639020,Plastic Washer,NS03TT,TapeTech,1,
650005F,"Blade, Carbide, 3"" N.S.",NS03TT,TapeTech,1,
650007,"3"" Skid",NS03TT,TapeTech,1,
650040,Special Washer,NS03TT,TapeTech,1,
654036,Blade Clamp Assy,NS03TT,TapeTech,1,
680002,"Latch, 3"" N.S.",NS03TT,TapeTech,1,
680009,"3"" N.S. Facing",NS03TT,TapeTech,1,
680010,"3"" Hinge Block",NS03TT,TapeTech,1,
681015,"3"" N.S. Wiper",NS03TT,TapeTech,1,
680030,"3"" N.S. Insert",NS03TT,TapeTech,1,
684028,"3"" Press Plate Assy",NS03TT,TapeTech,1,
688001,"3"" Easyclean Nail Spotter Body, No-Logo",NS03TT,TapeTech,1,
883021,NS Adapter Jam Nut,NS03TT,TapeTech,1,
883022,NS Adapter,NS03TT,TapeTech,1,
883023,NS Adapter Clamp,NS03TT,TapeTech,1,
059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,PA07H,TapeTech,1,
059015,Screw 6-32 X 1/4 Fil. Hd. S.S.,PA07H,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",PA07H,TapeTech,8,
059018,Stopnut 6-32 Thin Pat.,PA07H,TapeTech,2,
059020,Screw 6-32 X 3/8 Bind Hd.,PA07H,TapeTech,14,
059038,Lockwasher 4 Med. Spring,PA07H,TapeTech,6,
059051,Screw 6-32 X 3/16 Fil. Hd. S.S,PA07H,TapeTech,3,
059102,Screw 4-40 X .225/.235 Fl.Hd.SST.,PA07H,TapeTech,6,
059161,Screw 4-40 X 3/8 Fil. Hd. S.S,PA07H,TapeTech,6,
200001,"Blade, S.S. 7""",PA07H,TapeTech,2,
200052F,Shoulder Screw,PA07H,TapeTech,2,
202007,"Push Rod, Crown Adj.",PA07H,TapeTech,2,
202020,Spring Anchor,PA07H,TapeTech,3,
202021,"Nut, Special",PA07H,TapeTech,1,
202022,Repair Clip,PA07H,TapeTech,2,
202028,Threaded Washer,PA07H,TapeTech,2,
202036,Shoulder Screw,PA07H,TapeTech,1,
203010,7 and 10 Inch Crown Spring,PA07H,TapeTech,2,
204002,Blade Holder Assy.,PA07H,TapeTech,1,
204005,Blade Clamp Assy.,PA07H,TapeTech,1,
206003,Dial Assy.,PA07H,TapeTech,1,
209006,Skid Cover,PA07H,TapeTech,2,
209012,Screw 4-40 X 1/4 Fillister Head 18-8 S.S,PA07H,TapeTech,2,
209016,Screw 4-40 X 7/32 Bind Hd.,PA07H,TapeTech,6,
209017,10-24 Locknut 18-18 S.S.,PA07H,TapeTech,2,
209030,Wing Nut: 10-24,PA07H,TapeTech,2,
209039,Skid Cover,PA07H,TapeTech,2,
209042,#10 Brass Washer,PA07H,TapeTech,3,
209046,Washer,PA07H,TapeTech,2,
209047,Bearing Nyliner,PA07H,TapeTech,1,
209058,6-32 Brass Nut,PA07H,TapeTech,2,
209148,Bearing Nyliner,PA07H,TapeTech,4,
210024F,"7"" Wiper",PA07H,TapeTech,1,
210031G,"7"" Bottom Plate",PA07H,TapeTech,1,
210060,Pivot Bearing,PA07H,TapeTech,2,
210071,Spacer Rod,PA07H,TapeTech,4,
210096,"Seal, 7""",PA07H,TapeTech,1,
210097,"Seal Plate, 7""",PA07H,TapeTech,1,
212081,Arm (Power Assist),PA07H,TapeTech,2,
212082,Bushing (Power Assist),PA07H,TapeTech,1,
212083,Cog (Power Assist),PA07H,TapeTech,1,
212084,"Flange, Left (Power Assist)",PA07H,TapeTech,1,
212085,"Flange, Right (Power Assist)",PA07H,TapeTech,1,
212086,Hook (Power Assist),PA07H,TapeTech,2,
212087,Lock (Power Assist),PA07H,TapeTech,1,
212088,Prawl (Power Assist),PA07H,TapeTech,1,
212089,Spacer (Power Assist),PA07H,TapeTech,1,
212090,Spring (Power Assist),PA07H,TapeTech,1,
219067,"# 310 Buna""O""Ring",PA07H,TapeTech,2,
219080,"Screw, 6-32 X 5/8",PA07H,TapeTech,2,
219081,Screw - 6-32 X 7/16 Flat Head S.S.,PA07H,TapeTech,6,
219091,Spring,PA07H,TapeTech,2,
219092,"Screw 4-40 X 1"" Bind Hd 18-8",PA07H,TapeTech,1,
219093,6-32 X 3/4 Fl Hd Slotted Sst,PA07H,TapeTech,1,
219095,Washer,PA07H,TapeTech,2,
240009G,"7"" Pivot Axle",PA07H,TapeTech,1,
240023G,"7"" Side Plate, Right",PA07H,TapeTech,1,
240025G,"7"" Side Plate, Generic, Left",PA07H,TapeTech,1,
240027G,"7"" Pressure Plate",PA07H,TapeTech,1,
240032G,"7"" Radius Plate",PA07H,TapeTech,1,
240045G,Axle Power Assist,PA07H,TapeTech,1,
240050G,"7"" Power Assist Pivot Retainer,Anodized",PA07H,TapeTech,1,
310051F,Wheel,PA07H,TapeTech,2,
339073,10-24 X 1 1/4 Sl. Fillister Hd.Screw,PA07H,TapeTech,2,
489023,"Flat Washer, #6 S.S.",PA07H,TapeTech,2,
609012,Stopnut 4-40 S.S,PA07H,TapeTech,1,
809006,Washer:#14 Brass,PA07H,TapeTech,1,
889030,"4-40 X 3/16 Fillister Head, 18-8 S.S/",PA07H,TapeTech,4,
059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,PA10H,TapeTech,1,
059015,Screw 6-32 X 1/4 Fil. Hd. S.S.,PA10H,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",PA10H,TapeTech,8,
059018,Stopnut 6-32 Thin Pat.,PA10H,TapeTech,2,
059020,Screw 6-32 X 3/8 Bind Hd.,PA10H,TapeTech,14,
059038,Lockwasher 4 Med. Spring,PA10H,TapeTech,4,
059051,Screw 6-32 X 3/16 Fil. Hd. S.S,PA10H,TapeTech,3,
059102,Screw 4-40 X .225/.235 Fl.Hd.SST.,PA10H,TapeTech,8,
059161,Screw 4-40 X 3/8 Fil. Hd. S.S,PA10H,TapeTech,4,
200052F,Shoulder Screw,PA10H,TapeTech,2,
202007,"Push Rod, Crown Adj.",PA10H,TapeTech,2,
202020,Spring Anchor,PA10H,TapeTech,4,
202021,"Nut, Special",PA10H,TapeTech,1,
202022,Repair Clip,PA10H,TapeTech,2,
202028,Threaded Washer,PA10H,TapeTech,2,
202036,Shoulder Screw,PA10H,TapeTech,1,
203010,7 and 10 Inch Crown Spring,PA10H,TapeTech,1,
206003,Dial Assy.,PA10H,TapeTech,1,
209006,Skid Cover,PA10H,TapeTech,2,
209012,Screw 4-40 X 1/4 Fillister Head 18-8 S.S,PA10H,TapeTech,2,
209016,Screw 4-40 X 7/32 Bind Hd.,PA10H,TapeTech,8,
209017,10-24 Locknut 18-18 S.S.,PA10H,TapeTech,2,
209030,Wing Nut: 10-24,PA10H,TapeTech,2,
209039,Skid Cover,PA10H,TapeTech,2,
209042,#10 Brass Washer,PA10H,TapeTech,3,
209046,Washer,PA10H,TapeTech,2,
209047,Bearing Nyliner,PA10H,TapeTech,1,
209058,6-32 Brass Nut,PA10H,TapeTech,2,
209148,Bearing Nyliner,PA10H,TapeTech,4,
210060,Pivot Bearing,PA10H,TapeTech,2,
212081,Arm (Power Assist),PA10H,TapeTech,2,
212082,Bushing (Power Assist),PA10H,TapeTech,1,
212083,Cog (Power Assist),PA10H,TapeTech,1,
212084,"Flange, Left (Power Assist)",PA10H,TapeTech,1,
212085,"Flange, Right (Power Assist)",PA10H,TapeTech,1,
212086,Hook (Power Assist),PA10H,TapeTech,2,
212087,Lock (Power Assist),PA10H,TapeTech,1,
212088,Prawl (Power Assist),PA10H,TapeTech,1,
212089,Spacer (Power Assist),PA10H,TapeTech,1,
212090,Spring (Power Assist),PA10H,TapeTech,1,
219067,"# 310 Buna""O""Ring",PA10H,TapeTech,2,
219080,"Screw, 6-32 X 5/8",PA10H,TapeTech,2,
219081,Screw - 6-32 X 7/16 Flat Head S.S.,PA10H,TapeTech,6,
219091,Spring,PA10H,TapeTech,2,
219092,"Screw 4-40 X 1"" Bind Hd 18-8",PA10H,TapeTech,1,
219093,6-32 X 3/4 Fl Hd Slotted Sst,PA10H,TapeTech,1,
219095,Washer,PA10H,TapeTech,2,
250001,"Blade, S.S. 10""",PA10H,TapeTech,2,
254002,Blade Holder Assy.,PA10H,TapeTech,1,
254005,Clamp Assy.,PA10H,TapeTech,1,
260024F,"10"" Combo Wiper",PA10H,TapeTech,1,
260031G,"10"" Bottom Plate",PA10H,TapeTech,1,
260071,"10"" Spacer Rod",PA10H,TapeTech,3,
260096,"Seal, 10""",PA10H,TapeTech,1,
260097,"Seal Plate, 10""",PA10H,TapeTech,1,
280009G,"10"" Pivot Axle",PA10H,TapeTech,1,
280023G,"10"" Side Plate, Left",PA10H,TapeTech,1,
280025G,"10"" Side Plate, Generic, Right",PA10H,TapeTech,1,
280027G,"10"" Pressure Plate",PA10H,TapeTech,1,
280032G,"10"" Radius Plate",PA10H,TapeTech,1,
280045G,Axle,PA10H,TapeTech,1,
280050G,"10"" Power Assist Pivot Retainer,Anodized",PA10H,TapeTech,1,
310051F,Wheel,PA10H,TapeTech,2,
339073,10-24 X 1 1/4 Sl. Fillister Hd.Screw,PA10H,TapeTech,2,
489023,"Flat Washer, #6 S.S.",PA10H,TapeTech,2,
609012,Stopnut 4-40 S.S,PA10H,TapeTech,1,
809006,Washer:#14 Brass,PA10H,TapeTech,1,
889030,"4-40 X 3/16 Fillister Head, 18-8 S.S/",PA10H,TapeTech,4,
059012,Screw 6-32 X 3/8 Fil. Hd. S.S.,PA12H,TapeTech,1,
059015,Screw 6-32 X 1/4 Fil. Hd. S.S.,PA12H,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",PA12H,TapeTech,8,
059018,Stopnut 6-32 Thin Pat.,PA12H,TapeTech,2,
059020,Screw 6-32 X 3/8 Bind Hd.,PA12H,TapeTech,16,
059038,Lockwasher 4 Med. Spring,PA12H,TapeTech,6,
059051,Screw 6-32 X 3/16 Fil. Hd. S.S,PA12H,TapeTech,3,
059102,Screw 4-40 X .225/.235 Fl.Hd.SST.,PA12H,TapeTech,6,
059161,Screw 4-40 X 3/8 Fil. Hd. S.S,PA12H,TapeTech,6,
200052F,Shoulder Screw,PA12H,TapeTech,2,
202007,"Push Rod, Crown Adj.",PA12H,TapeTech,2,
202020,Spring Anchor,PA12H,TapeTech,4,
202021,"Nut, Special",PA12H,TapeTech,1,
202022,Repair Clip,PA12H,TapeTech,2,
202028,Threaded Washer,PA12H,TapeTech,2,
202036,Shoulder Screw,PA12H,TapeTech,1,
206003,Dial Assy.,PA12H,TapeTech,1,
209006,Skid Cover,PA12H,TapeTech,2,
209012,Screw 4-40 X 1/4 Fillister Head 18-8 S.S,PA12H,TapeTech,2,
209016,Screw 4-40 X 7/32 Bind Hd.,PA12H,TapeTech,10,
209017,10-24 Locknut 18-18 S.S.,PA12H,TapeTech,2,
209030,Wing Nut: 10-24,PA12H,TapeTech,2,
209039,Skid Cover,PA12H,TapeTech,2,
209042,#10 Brass Washer,PA12H,TapeTech,3,
209046,Washer,PA12H,TapeTech,2,
209047,Bearing Nyliner,PA12H,TapeTech,1,
209058,6-32 Brass Nut,PA12H,TapeTech,2,
209148,Bearing Nyliner,PA12H,TapeTech,4,
210060,Pivot Bearing,PA12H,TapeTech,2,
212081,Arm (Power Assist),PA12H,TapeTech,2,
212082,Bushing (Power Assist),PA12H,TapeTech,1,
212083,Cog (Power Assist),PA12H,TapeTech,1,
212084,"Flange, Left (Power Assist)",PA12H,TapeTech,1,
212085,"Flange, Right (Power Assist)",PA12H,TapeTech,1,
212086,Hook (Power Assist),PA12H,TapeTech,2,
212087,Lock (Power Assist),PA12H,TapeTech,1,
212088,Prawl (Power Assist),PA12H,TapeTech,1,
212089,Spacer (Power Assist),PA12H,TapeTech,1,
212090,Spring (Power Assist),PA12H,TapeTech,1,
219067,"# 310 Buna""O""Ring",PA12H,TapeTech,2,
219080,"Screw, 6-32 X 5/8",PA12H,TapeTech,2,
219081,Screw - 6-32 X 7/16 Flat Head S.S.,PA12H,TapeTech,6,
219091,Spring,PA12H,TapeTech,2,
219092,"Screw 4-40 X 1"" Bind Hd 18-8",PA12H,TapeTech,1,
219093,6-32 X 3/4 Fl Hd Slotted Sst,PA12H,TapeTech,1,
219095,Washer,PA12H,TapeTech,2,
300001,"Blade, S.S. 12""",PA12H,TapeTech,2,
303010,12 Inch Crown Spring,PA12H,TapeTech,1,
304002,Blade Holder Assy.,PA12H,TapeTech,1,
304005,Clamp Assy.,PA12H,TapeTech,1,
310024F,"12"" Viton Wiper",PA12H,TapeTech,1,
310045G,"12"" Axle",PA12H,TapeTech,1,
310051F,Wheel,PA12H,TapeTech,2,
310071,"12"" Spacer Rod",PA12H,TapeTech,3,
310096,"Seal, 12""",PA12H,TapeTech,1,
310097,"Seal Plate, 12""",PA12H,TapeTech,1,
330009G,"12"" Pivot Axle",PA12H,TapeTech,1,
330023G,"12"" Side Plate, Right",PA12H,TapeTech,1,
330025G,"12"" Side Plate, Generic, Left",PA12H,TapeTech,1,
330027G,"12"" Pressure Plate",PA12H,TapeTech,1,
330031G,"12"" Bottom Plate (Tapetech)",PA12H,TapeTech,1,
330032G,"12"" Radius Plate",PA12H,TapeTech,1,
330050G,"12"" Power Assist Pivot Retainer,Anodized",PA12H,TapeTech,1,
330052,4-40 Standoff,PA12H,TapeTech,2,
339073,10-24 X 1 1/4 Sl. Fillister Hd.Screw,PA12H,TapeTech,2,
489023,"Flat Washer, #6 S.S.",PA12H,TapeTech,2,
509010,Screw: 4-40 X 5/16 Fl. Hd. S.S.,PA12H,TapeTech,2,
609012,Stopnut 4-40 S.S,PA12H,TapeTech,1,
809006,Washer:#14 Brass,PA12H,TapeTech,1,
889030,"4-40 X 3/16 Fillister Head, 18-8 S.S/",PA12H,TapeTech,6,
059012,Screw 6‐32 X 3/8 Fil. Hd. S.S.,PAHC07,TapeTech,1,
059015,Screw 6‐32 X 1/4 Fil. Hd. S.S.,PAHC07,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",PAHC07,TapeTech,8,
059018,Stopnut 6‐32 Thin Pat.,PAHC07,TapeTech,2,
059020,Screw 6‐32 X 3/8 Bind Hd.,PAHC07,TapeTech,14,
059038,Lockwasher 4 Med. Spring,PAHC07,TapeTech,6,
059051,Screw 6‐32 X 3/16 Fil. Hd. S.S,PAHC07,TapeTech,2,
059102,Screw 4‐40 X .225/.235 Fl.Hd.SST.,PAHC07,TapeTech,2,
059161,Screw 4‐40 X 3/8 Fil. Hd. S.S,PAHC07,TapeTech,6,
179009,5L10‐Fk Type 6 Nyliner,PAHC07,TapeTech,2,
200001,"Blade, S.S. 7""",PAHC07,TapeTech,2,
202007,"Push Rod, Crown Adj.",PAHC07,TapeTech,2,
202020,Spring Anchor,PAHC07,TapeTech,3,
202021,"Nut, Special",PAHC07,TapeTech,1,
202022,Repair Clip,PAHC07,TapeTech,2,
202028,Threaded Washer,PAHC07,TapeTech,2,
202036,Shoulder Screw,PAHC07,TapeTech,1,
203010,7 and 10 Inch Crown Spring,PAHC07,TapeTech,2,
204002,Blade Holder Assy.,PAHC07,TapeTech,1,
204005,Blade Clamp Assy.,PAHC07,TapeTech,1,
206003,Dial Assy.,PAHC07,TapeTech,1,
209006,Skid Cover,PAHC07,TapeTech,2,
209012,Screw 4‐40 X 1/4 Fillister Head 18‐8 S.S,PAHC07,TapeTech,2,
209016,Screw 4‐40 X 7/32 Bind Hd.,PAHC07,TapeTech,6,
209017,10‐24 Locknut 18‐18 S.S.,PAHC07,TapeTech,2,
209030,Wing Nut: 10‐24,PAHC07,TapeTech,2,
209039,Skid Cover,PAHC07,TapeTech,2,
209042,#10 Brass Washer,PAHC07,TapeTech,3,
209046,Washer,PAHC07,TapeTech,2,
209047,Bearing Nyliner,PAHC07,TapeTech,1,
209058,6‐32 Brass Nut,PAHC07,TapeTech,2,
209148,Bearing Nyliner,PAHC07,TapeTech,2,
210024F,"7"" Wiper",PAHC07,TapeTech,1,
210031G,"7"" Bottom Plate",PAHC07,TapeTech,1,
210060,Pivot Bearing,PAHC07,TapeTech,2,
210071,Spacer Rod,PAHC07,TapeTech,4,
210073,Shoulder Screw,PAHC07,TapeTech,2,
210096,"Seal, 7""",PAHC07,TapeTech,1,
210097,"Seal Plate, 7""",PAHC07,TapeTech,1,
212081,Arm (Power Assist),PAHC07,TapeTech,2,
212082,Bushing (Power Assist),PAHC07,TapeTech,1,
212084,"Flange, Left (Power Assist)",PAHC07,TapeTech,1,
212085,"Flange, Right (Power Assist)",PAHC07,TapeTech,1,
212086,Hook (Power Assist),PAHC07,TapeTech,2,
212087,Lock (Power Assist),PAHC07,TapeTech,1,
212088,Prawl (Power Assist),PAHC07,TapeTech,1,
212089,Spacer (Power Assist),PAHC07,TapeTech,1,
212090,Spring (Power Assist),PAHC07,TapeTech,1,
213051,"Box Wheel, Side Guide",PAHC07,TapeTech,2,
213083,Cog (Power Assist),PAHC07,TapeTech,1,
215045G,"Axle, 7"" Maxx, EasyRoll Wheels",PAHC07,TapeTech,1,
219067,"# 310 Buna""O""Ring",PAHC07,TapeTech,2,
219081,Screw ‐ 6‐32 X 7/16 Flat Head S.S.,PAHC07,TapeTech,5,
219091,Spring,PAHC07,TapeTech,2,
219092,"Screw 4‐40 X 1"" Bind Hd 18‐8",PAHC07,TapeTech,1,
219093,6‐32 X 3/4 Fl Hd Slotted Sst,PAHC07,TapeTech,1,
219095,Washer,PAHC07,TapeTech,2,
240009G,"7"" Pivot Axle",PAHC07,TapeTech,1,
240027G,"7"" Pressure Plate",PAHC07,TapeTech,1,
240050G,"7"" Power Assist Pivot Retainer,Anodized",PAHC07,TapeTech,1,
240123G,"7"" Side Plate, Right, High Cap, Gold",PAHC07,TapeTech,1,
240125G,"7"" Side Plate, Left, High Cap, Gold",PAHC07,TapeTech,1,
240132G,"7"" Radius Plate, High Cap, Gold",PAHC07,TapeTech,1,
339073,10‐24 X 1 1/4 Sl. Fillister Hd.Screw,PAHC07,TapeTech,2,
489023,"Flat Washer, #6 S.S.",PAHC07,TapeTech,2,
609012,Stopnut 4‐40 S.S,PAHC07,TapeTech,1,
809006,Washer:#14 Brass,PAHC07,TapeTech,1,
889030,"4‐40 X 3/16 Fillister Head, 18‐8 S.S/",PAHC07,TapeTech,4,
059012,Screw 6‐32 X 3/8 Fil. Hd. S.S.,PAHC10,TapeTech,1,
059015,Screw 6‐32 X 1/4 Fil. Hd. S.S.,PAHC10,TapeTech,4,
059016,"Lockwasher, #6 Medium Spring",PAHC10,TapeTech,8,
059018,Stopnut 6‐32 Thin Pat.,PAHC10,TapeTech,2,
059020,Screw 6‐32 X 3/8 Bind Hd.,PAHC10,TapeTech,14,
059038,Lockwasher 4 Med. Spring,PAHC10,TapeTech,4,
059051,Screw 6‐32 X 3/16 Fil. Hd. S.S,PAHC10,TapeTech,2,
